rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
2,3,7,15,15,9,6,15,5,4,15,1,8,9,5,15.0,1.0
8,14,2,5,6,7,3,9,15,14,1,4,14,14,14,,
9,11,15,6,5,5,2,15,3,15,15,1,15,15,15,,
12,4,5,8,3,15,6,13,7,2,10,1,14,11,9,,
15,10,7,7,3,2,7,14,15,7,10,7,1,15,14,,
2,15,5,15,4,13,3,15,7,3,6,1,12,14,13,,
7,3,4,14,2,15,9,13,10,5,11,1,8,13,6,,
2,15,15,15,1,5,15,6,8,15,15,7,9,3,15,,
9,7,3,15,12,15,4,11,10,8,14,2,13,15,1,,
14,3,2,14,14,14,14,14,15,12,1,5,14,7,14,,
15,1,5,15,15,15,15,6,15,3,7,2,5,3,15,,
5,3,4,14,13,6,2,14,14,14,7,1,14,8,14,,
2,3,5,14,15,9,1,6,12,4,10,11,7,8,13,,
5,2,4,15,15,15,15,15,15,3,15,1,15,15,15,,
1,1,1,15,15,15,15,15,2,2,15,1,15,5,4,,
1,2,5,6,14,14,14,14,15,4,7,3,14,14,14,,
15,4,3,15,15,15,15,15,15,1,6,2,15,5,15,,
13,3,9,14,14,15,13,14,9,14,15,1,15,15,15,,
9,10,3,12,6,15,14,2,1,8,5,13,11,7,4,,
15,15,15,15,15,15,3,15,15,2,15,1,15,15,15,,
7,5,8,15,15,15,4,15,1,15,15,2,6,3,15,,
1,3,4,15,8,15,5,8,9,6,15,2,15,15,15,,
15,15,1,15,15,15,3,15,15,15,15,2,15,15,15,,
7,14,6,5,3,15,2,13,4,9,11,1,8,12,10,,
11,1,9,12,14,15,6,10,7,8,13,2,4,3,5,,
1,2,7,15,11,13,3,14,12,4,5,8,6,9,10,,
1,5,15,15,3,9,7,15,6,1,15,1,10,11,15,,
15,10,1,10,10,10,5,10,15,5,13,1,5,10,5,,
3,2,10,13,5,7,9,6,15,7,15,1,4,4,7,,
14,11,2,9,15,7,13,12,1,3,4,5,6,8,10,,
1,11,6,8,2,14,7,9,12,3,10,4,5,13,15,,
2,9,3,15,7,14,8,12,5,4,13,1,11,6,10,,
1,5,2,13,14,6,9,15,11,10,7,3,12,4,8,,
1,5,14,14,4,15,15,14,15,2,15,3,15,15,14,,
6,1,4,15,15,15,5,15,2,15,15,3,15,15,5,,
