voterId,rank1,rank2,rank3,numSeats,numCands
192,Iain Taylor (UNKNOWN),skipped,skipped,,3
193,Iain Taylor (UNKNOWN),skipped,skipped,,3
194,Iain Taylor (UNKNOWN),skipped,skipped,,3
195,Iain Taylor (UNKNOWN),skipped,skipped,,3
196,Iain Taylor (UNKNOWN),skipped,skipped,,3
197,Iain Taylor (UNKNOWN),skipped,skipped,,3
198,Iain Taylor (UNKNOWN),skipped,skipped,,3
199,Iain Taylor (UNKNOWN),skipped,skipped,,3
200,Iain Taylor (UNKNOWN),skipped,skipped,,3
201,Iain Taylor (UNKNOWN),skipped,skipped,,3
202,Iain Taylor (UNKNOWN),skipped,skipped,,3
203,Iain Taylor (UNKNOWN),skipped,skipped,,3
204,Iain Taylor (UNKNOWN),skipped,skipped,,3
205,Iain Taylor (UNKNOWN),skipped,skipped,,3
206,Iain Taylor (UNKNOWN),skipped,skipped,,3
207,Iain Taylor (UNKNOWN),skipped,skipped,,3
208,Iain Taylor (UNKNOWN),skipped,skipped,,3
209,Iain Taylor (UNKNOWN),skipped,skipped,,3
210,Iain Taylor (UNKNOWN),skipped,skipped,,3
211,Iain Taylor (UNKNOWN),skipped,skipped,,3
212,Iain Taylor (UNKNOWN),skipped,skipped,,3
213,Iain Taylor (UNKNOWN),skipped,skipped,,3
214,Iain Taylor (UNKNOWN),skipped,skipped,,3
215,Iain Taylor (UNKNOWN),skipped,skipped,,3
216,Iain Taylor (UNKNOWN),skipped,skipped,,3
217,Iain Taylor (UNKNOWN),skipped,skipped,,3
218,Iain Taylor (UNKNOWN),skipped,skipped,,3
219,Iain Taylor (UNKNOWN),skipped,skipped,,3
220,Iain Taylor (UNKNOWN),skipped,skipped,,3
221,Iain Taylor (UNKNOWN),skipped,skipped,,3
222,Iain Taylor (UNKNOWN),skipped,skipped,,3
223,Iain Taylor (UNKNOWN),skipped,skipped,,3
224,Iain Taylor (UNKNOWN),skipped,skipped,,3
225,Iain Taylor (UNKNOWN),skipped,skipped,,3
226,Iain Taylor (UNKNOWN),skipped,skipped,,3
227,Iain Taylor (UNKNOWN),skipped,skipped,,3
228,Iain Taylor (UNKNOWN),skipped,skipped,,3
229,Iain Taylor (UNKNOWN),skipped,skipped,,3
230,Iain Taylor (UNKNOWN),skipped,skipped,,3
231,Iain Taylor (UNKNOWN),skipped,skipped,,3
232,Iain Taylor (UNKNOWN),skipped,skipped,,3
233,Iain Taylor (UNKNOWN),skipped,skipped,,3
234,Iain Taylor (UNKNOWN),skipped,skipped,,3
235,Iain Taylor (UNKNOWN),skipped,skipped,,3
236,Iain Taylor (UNKNOWN),skipped,skipped,,3
237,Iain Taylor (UNKNOWN),skipped,skipped,,3
238,Iain Taylor (UNKNOWN),skipped,skipped,,3
239,Iain Taylor (UNKNOWN),skipped,skipped,,3
240,Iain Taylor (UNKNOWN),skipped,skipped,,3
241,Iain Taylor (UNKNOWN),skipped,skipped,,3
242,Iain Taylor (UNKNOWN),skipped,skipped,,3
243,Iain Taylor (UNKNOWN),skipped,skipped,,3
244,Iain Taylor (UNKNOWN),skipped,skipped,,3
245,Iain Taylor (UNKNOWN),skipped,skipped,,3
246,Iain Taylor (UNKNOWN),skipped,skipped,,3
247,Iain Taylor (UNKNOWN),skipped,skipped,,3
248,Iain Taylor (UNKNOWN),skipped,skipped,,3
249,Iain Taylor (UNKNOWN),skipped,skipped,,3
250,Iain Taylor (UNKNOWN),skipped,skipped,,3
251,Iain Taylor (UNKNOWN),skipped,skipped,,3
252,Iain Taylor (UNKNOWN),skipped,skipped,,3
253,Iain Taylor (UNKNOWN),skipped,skipped,,3
254,Iain Taylor (UNKNOWN),skipped,skipped,,3
255,Iain Taylor (UNKNOWN),skipped,skipped,,3
256,Iain Taylor (UNKNOWN),skipped,skipped,,3
257,Iain Taylor (UNKNOWN),skipped,skipped,,3
258,Iain Taylor (UNKNOWN),skipped,skipped,,3
259,Iain Taylor (UNKNOWN),skipped,skipped,,3
260,Iain Taylor (UNKNOWN),skipped,skipped,,3
261,Iain Taylor (UNKNOWN),skipped,skipped,,3
262,Iain Taylor (UNKNOWN),skipped,skipped,,3
263,Iain Taylor (UNKNOWN),skipped,skipped,,3
264,Iain Taylor (UNKNOWN),skipped,skipped,,3
265,Iain Taylor (UNKNOWN),skipped,skipped,,3
266,Iain Taylor (UNKNOWN),skipped,skipped,,3
267,Iain Taylor (UNKNOWN),skipped,skipped,,3
268,Iain Taylor (UNKNOWN),skipped,skipped,,3
269,Iain Taylor (UNKNOWN),skipped,skipped,,3
270,Iain Taylor (UNKNOWN),skipped,skipped,,3
271,Iain Taylor (UNKNOWN),skipped,skipped,,3
272,Iain Taylor (UNKNOWN),skipped,skipped,,3
273,Iain Taylor (UNKNOWN),skipped,skipped,,3
274,Iain Taylor (UNKNOWN),skipped,skipped,,3
275,Iain Taylor (UNKNOWN),skipped,skipped,,3
276,Iain Taylor (UNKNOWN),skipped,skipped,,3
277,Iain Taylor (UNKNOWN),skipped,skipped,,3
278,Iain Taylor (UNKNOWN),skipped,skipped,,3
279,Iain Taylor (UNKNOWN),skipped,skipped,,3
280,Iain Taylor (UNKNOWN),skipped,skipped,,3
281,Iain Taylor (UNKNOWN),skipped,skipped,,3
282,Iain Taylor (UNKNOWN),skipped,skipped,,3
283,Iain Taylor (UNKNOWN),skipped,skipped,,3
284,Iain Taylor (UNKNOWN),skipped,skipped,,3
285,Iain Taylor (UNKNOWN),skipped,skipped,,3
286,Iain Taylor (UNKNOWN),skipped,skipped,,3
287,Iain Taylor (UNKNOWN),skipped,skipped,,3
288,Iain Taylor (UNKNOWN),skipped,skipped,,3
289,Iain Taylor (UNKNOWN),skipped,skipped,,3
290,Iain Taylor (UNKNOWN),skipped,skipped,,3
291,Iain Taylor (UNKNOWN),skipped,skipped,,3
292,Iain Taylor (UNKNOWN),skipped,skipped,,3
293,Iain Taylor (UNKNOWN),skipped,skipped,,3
294,Iain Taylor (UNKNOWN),skipped,skipped,,3
295,Iain Taylor (UNKNOWN),skipped,skipped,,3
296,Iain Taylor (UNKNOWN),skipped,skipped,,3
297,Iain Taylor (UNKNOWN),skipped,skipped,,3
298,Iain Taylor (UNKNOWN),skipped,skipped,,3
299,Iain Taylor (UNKNOWN),skipped,skipped,,3
300,Iain Taylor (UNKNOWN),skipped,skipped,,3
301,Iain Taylor (UNKNOWN),skipped,skipped,,3
302,Iain Taylor (UNKNOWN),skipped,skipped,,3
303,Iain Taylor (UNKNOWN),skipped,skipped,,3
304,Iain Taylor (UNKNOWN),skipped,skipped,,3
305,Iain Taylor (UNKNOWN),skipped,skipped,,3
306,Iain Taylor (UNKNOWN),skipped,skipped,,3
307,Iain Taylor (UNKNOWN),skipped,skipped,,3
308,Iain Taylor (UNKNOWN),skipped,skipped,,3
309,Iain Taylor (UNKNOWN),skipped,skipped,,3
310,Iain Taylor (UNKNOWN),skipped,skipped,,3
311,Iain Taylor (UNKNOWN),skipped,skipped,,3
312,Iain Taylor (UNKNOWN),skipped,skipped,,3
313,Iain Taylor (UNKNOWN),skipped,skipped,,3
314,Iain Taylor (UNKNOWN),skipped,skipped,,3
315,Iain Taylor (UNKNOWN),skipped,skipped,,3
316,Iain Taylor (UNKNOWN),skipped,skipped,,3
317,Iain Taylor (UNKNOWN),skipped,skipped,,3
318,Iain Taylor (UNKNOWN),skipped,skipped,,3
319,Iain Taylor (UNKNOWN),skipped,skipped,,3
320,Iain Taylor (UNKNOWN),skipped,skipped,,3
321,Iain Taylor (UNKNOWN),skipped,skipped,,3
322,Iain Taylor (UNKNOWN),skipped,skipped,,3
323,Iain Taylor (UNKNOWN),skipped,skipped,,3
324,Iain Taylor (UNKNOWN),skipped,skipped,,3
325,Iain Taylor (UNKNOWN),skipped,skipped,,3
326,Iain Taylor (UNKNOWN),skipped,skipped,,3
327,Iain Taylor (UNKNOWN),skipped,skipped,,3
328,Iain Taylor (UNKNOWN),skipped,skipped,,3
329,Iain Taylor (UNKNOWN),skipped,skipped,,3
330,Iain Taylor (UNKNOWN),skipped,skipped,,3
331,Iain Taylor (UNKNOWN),skipped,skipped,,3
332,Iain Taylor (UNKNOWN),skipped,skipped,,3
333,Iain Taylor (UNKNOWN),skipped,skipped,,3
334,Iain Taylor (UNKNOWN),skipped,skipped,,3
335,Iain Taylor (UNKNOWN),skipped,skipped,,3
336,Iain Taylor (UNKNOWN),skipped,skipped,,3
337,Iain Taylor (UNKNOWN),skipped,skipped,,3
338,Iain Taylor (UNKNOWN),skipped,skipped,,3
339,Iain Taylor (UNKNOWN),skipped,skipped,,3
340,Iain Taylor (UNKNOWN),skipped,skipped,,3
341,Iain Taylor (UNKNOWN),skipped,skipped,,3
342,Iain Taylor (UNKNOWN),skipped,skipped,,3
343,Iain Taylor (UNKNOWN),skipped,skipped,,3
344,Iain Taylor (UNKNOWN),skipped,skipped,,3
345,Iain Taylor (UNKNOWN),skipped,skipped,,3
346,Iain Taylor (UNKNOWN),skipped,skipped,,3
347,Iain Taylor (UNKNOWN),skipped,skipped,,3
348,Iain Taylor (UNKNOWN),skipped,skipped,,3
349,Iain Taylor (UNKNOWN),skipped,skipped,,3
350,Iain Taylor (UNKNOWN),skipped,skipped,,3
351,Iain Taylor (UNKNOWN),skipped,skipped,,3
352,Iain Taylor (UNKNOWN),skipped,skipped,,3
353,Iain Taylor (UNKNOWN),skipped,skipped,,3
354,Iain Taylor (UNKNOWN),skipped,skipped,,3
355,Iain Taylor (UNKNOWN),skipped,skipped,,3
356,Iain Taylor (UNKNOWN),skipped,skipped,,3
357,Iain Taylor (UNKNOWN),skipped,skipped,,3
358,Iain Taylor (UNKNOWN),skipped,skipped,,3
359,Iain Taylor (UNKNOWN),skipped,skipped,,3
360,Iain Taylor (UNKNOWN),skipped,skipped,,3
361,Iain Taylor (UNKNOWN),skipped,skipped,,3
362,Iain Taylor (UNKNOWN),skipped,skipped,,3
363,Iain Taylor (UNKNOWN),skipped,skipped,,3
364,Iain Taylor (UNKNOWN),skipped,skipped,,3
365,Iain Taylor (UNKNOWN),skipped,skipped,,3
366,Iain Taylor (UNKNOWN),skipped,skipped,,3
367,Iain Taylor (UNKNOWN),skipped,skipped,,3
368,Iain Taylor (UNKNOWN),skipped,skipped,,3
369,Iain Taylor (UNKNOWN),skipped,skipped,,3
370,Iain Taylor (UNKNOWN),skipped,skipped,,3
371,Iain Taylor (UNKNOWN),skipped,skipped,,3
372,Iain Taylor (UNKNOWN),skipped,skipped,,3
373,Iain Taylor (UNKNOWN),skipped,skipped,,3
374,Iain Taylor (UNKNOWN),skipped,skipped,,3
375,Iain Taylor (UNKNOWN),skipped,skipped,,3
376,Iain Taylor (UNKNOWN),skipped,skipped,,3
377,Iain Taylor (UNKNOWN),skipped,skipped,,3
378,Iain Taylor (UNKNOWN),skipped,skipped,,3
379,Iain Taylor (UNKNOWN),skipped,skipped,,3
380,Iain Taylor (UNKNOWN),skipped,skipped,,3
381,Iain Taylor (UNKNOWN),skipped,skipped,,3
382,Iain Taylor (UNKNOWN),skipped,skipped,,3
383,Iain Taylor (UNKNOWN),skipped,skipped,,3
384,Iain Taylor (UNKNOWN),skipped,skipped,,3
385,Iain Taylor (UNKNOWN),skipped,skipped,,3
386,Iain Taylor (UNKNOWN),skipped,skipped,,3
387,Iain Taylor (UNKNOWN),skipped,skipped,,3
388,Iain Taylor (UNKNOWN),skipped,skipped,,3
389,Iain Taylor (UNKNOWN),skipped,skipped,,3
390,Iain Taylor (UNKNOWN),skipped,skipped,,3
391,Iain Taylor (UNKNOWN),skipped,skipped,,3
392,Iain Taylor (UNKNOWN),skipped,skipped,,3
393,Iain Taylor (UNKNOWN),skipped,skipped,,3
394,Iain Taylor (UNKNOWN),skipped,skipped,,3
395,Iain Taylor (UNKNOWN),skipped,skipped,,3
396,Iain Taylor (UNKNOWN),skipped,skipped,,3
397,Iain Taylor (UNKNOWN),skipped,skipped,,3
398,Iain Taylor (UNKNOWN),skipped,skipped,,3
399,Iain Taylor (UNKNOWN),skipped,skipped,,3
400,Iain Taylor (UNKNOWN),skipped,skipped,,3
401,Iain Taylor (UNKNOWN),skipped,skipped,,3
402,Iain Taylor (UNKNOWN),skipped,skipped,,3
403,Iain Taylor (UNKNOWN),skipped,skipped,,3
404,Iain Taylor (UNKNOWN),skipped,skipped,,3
405,Iain Taylor (UNKNOWN),skipped,skipped,,3
406,Iain Taylor (UNKNOWN),skipped,skipped,,3
407,Iain Taylor (UNKNOWN),skipped,skipped,,3
408,Iain Taylor (UNKNOWN),skipped,skipped,,3
409,Iain Taylor (UNKNOWN),skipped,skipped,,3
410,Iain Taylor (UNKNOWN),skipped,skipped,,3
411,Iain Taylor (UNKNOWN),skipped,skipped,,3
412,Iain Taylor (UNKNOWN),skipped,skipped,,3
413,Iain Taylor (UNKNOWN),skipped,skipped,,3
414,Iain Taylor (UNKNOWN),skipped,skipped,,3
415,Iain Taylor (UNKNOWN),skipped,skipped,,3
416,Iain Taylor (UNKNOWN),skipped,skipped,,3
417,Iain Taylor (UNKNOWN),skipped,skipped,,3
418,Iain Taylor (UNKNOWN),skipped,skipped,,3
419,Iain Taylor (UNKNOWN),skipped,skipped,,3
420,Iain Taylor (UNKNOWN),skipped,skipped,,3
421,Iain Taylor (UNKNOWN),skipped,skipped,,3
422,Iain Taylor (UNKNOWN),skipped,skipped,,3
423,Iain Taylor (UNKNOWN),skipped,skipped,,3
424,Iain Taylor (UNKNOWN),skipped,skipped,,3
425,Iain Taylor (UNKNOWN),skipped,skipped,,3
426,Iain Taylor (UNKNOWN),skipped,skipped,,3
427,Iain Taylor (UNKNOWN),skipped,skipped,,3
428,Iain Taylor (UNKNOWN),skipped,skipped,,3
429,Iain Taylor (UNKNOWN),skipped,skipped,,3
430,Iain Taylor (UNKNOWN),skipped,skipped,,3
431,Iain Taylor (UNKNOWN),skipped,skipped,,3
432,Iain Taylor (UNKNOWN),skipped,skipped,,3
433,Iain Taylor (UNKNOWN),skipped,skipped,,3
434,Iain Taylor (UNKNOWN),skipped,skipped,,3
435,Iain Taylor (UNKNOWN),skipped,skipped,,3
436,Iain Taylor (UNKNOWN),skipped,skipped,,3
437,Iain Taylor (UNKNOWN),skipped,skipped,,3
438,Iain Taylor (UNKNOWN),skipped,skipped,,3
439,Iain Taylor (UNKNOWN),skipped,skipped,,3
440,Iain Taylor (UNKNOWN),skipped,skipped,,3
441,Iain Taylor (UNKNOWN),skipped,skipped,,3
442,Iain Taylor (UNKNOWN),skipped,skipped,,3
443,Iain Taylor (UNKNOWN),skipped,skipped,,3
444,Iain Taylor (UNKNOWN),skipped,skipped,,3
445,Iain Taylor (UNKNOWN),skipped,skipped,,3
446,Iain Taylor (UNKNOWN),skipped,skipped,,3
447,Iain Taylor (UNKNOWN),skipped,skipped,,3
448,Iain Taylor (UNKNOWN),skipped,skipped,,3
449,Iain Taylor (UNKNOWN),skipped,skipped,,3
450,Iain Taylor (UNKNOWN),skipped,skipped,,3
451,Iain Taylor (UNKNOWN),skipped,skipped,,3
452,Iain Taylor (UNKNOWN),skipped,skipped,,3
453,Iain Taylor (UNKNOWN),skipped,skipped,,3
454,Iain Taylor (UNKNOWN),skipped,skipped,,3
455,Iain Taylor (UNKNOWN),skipped,skipped,,3
456,Iain Taylor (UNKNOWN),skipped,skipped,,3
457,Iain Taylor (UNKNOWN),skipped,skipped,,3
458,Iain Taylor (UNKNOWN),skipped,skipped,,3
459,Iain Taylor (UNKNOWN),skipped,skipped,,3
460,Iain Taylor (UNKNOWN),skipped,skipped,,3
461,Iain Taylor (UNKNOWN),skipped,skipped,,3
462,Iain Taylor (UNKNOWN),skipped,skipped,,3
463,Iain Taylor (UNKNOWN),skipped,skipped,,3
464,Iain Taylor (UNKNOWN),skipped,skipped,,3
465,Iain Taylor (UNKNOWN),skipped,skipped,,3
466,Iain Taylor (UNKNOWN),skipped,skipped,,3
467,Iain Taylor (UNKNOWN),skipped,skipped,,3
468,Iain Taylor (UNKNOWN),skipped,skipped,,3
469,Iain Taylor (UNKNOWN),skipped,skipped,,3
470,Iain Taylor (UNKNOWN),skipped,skipped,,3
471,Iain Taylor (UNKNOWN),skipped,skipped,,3
472,Iain Taylor (UNKNOWN),skipped,skipped,,3
473,Iain Taylor (UNKNOWN),skipped,skipped,,3
474,Iain Taylor (UNKNOWN),skipped,skipped,,3
475,Iain Taylor (UNKNOWN),skipped,skipped,,3
476,Iain Taylor (UNKNOWN),skipped,skipped,,3
477,Iain Taylor (UNKNOWN),skipped,skipped,,3
478,Iain Taylor (UNKNOWN),skipped,skipped,,3
479,Iain Taylor (UNKNOWN),skipped,skipped,,3
480,Iain Taylor (UNKNOWN),skipped,skipped,,3
