file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank,smith,smith_rank
fff6696f25.csv,19,['2'],1,['2'],1,['2'],1,['3'],2,['3'],2,['3'],2,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,"['2', '1', '18']",multiple,['2'],1
ffcdfeb436.csv,8,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1
ffbed5118f.csv,15,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['14'],1,['1'],4,['14'],1
ff861e22bb.csv,12,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['11'],1,['1'],11,['11'],1
ff20e6049e.csv,6,['1'],1,['1'],1,['1'],1,['5'],4,['5'],4,['5'],4,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['1'],1,['5'],4,"['1', '2']",multiple,['1'],1
fef53b00b2.csv,6,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,['1'],2,"['5', '1', '2']",multiple,['1'],2
fee94d4ea6.csv,4,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['2'],1,['3'],3,['2'],1
fee8f23324.csv,21,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['13'],1,['1'],11,['13'],1
fec8bd30a5.csv,27,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['26'],1,['1'],26,['26'],1
fea839f001.csv,8,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2,['7'],2
