file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top4_plurality,top4_IRV,top4_top-two,top4_borda-pm,top4_borda-om,top4_borda-avg,top4_top-3-truncation,top4_condorcet,top4_minimax,top4_smith,top4_smith_plurality,top4_smith_irv,top4_smith-minimax,top4_ranked-pairs,top4_bucklin,top4_approval
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Coffs Harbour.csv,5,['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew'],['FRASER Andrew']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Macquarie.csv,5,['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,6,['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Maitland.csv,6,['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,6,['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['HOLSTEIN Chris'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy'],['SMITH Kathy']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Albury.csv,5,['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg'],['APLIN Greg']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lane Cove.csv,6,['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ku-ring-gai.csv,5,['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Goulburn.csv,6,['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['STEPHENS Ursula'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['STEPHENS Ursula'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lakemba.csv,5,['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hawkesbury.csv,8,['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Miranda.csv,6,['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['HOLLAND Greg'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bega.csv,5,['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['ATKINSON Leanne'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['ATKINSON Leanne'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_North Shore.csv,7,['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wagga Wagga.csv,6,['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Swansea.csv,8,['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Prospect.csv,5,['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wallsend.csv,5,['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heathcote.csv,6,['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['STUART Maryanne'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['STUART Maryanne'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Drummoyne.csv,6,['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Seven Hills.csv,7,['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['BENJAMIN Susai'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Terrigal.csv,5,['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['SUNDSTROM Jeff'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['SUNDSTROM Jeff'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cabramatta.csv,5,['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cootamundra.csv,5,['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mulgoa.csv,5,['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Willoughby.csv,6,['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blue Mountains.csv,6,['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Liverpool.csv,5,['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,7,['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie']
raw_data/australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,7,['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny']
