file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top5_plurality,top5_IRV,top5_top-two,top5_borda-pm,top5_borda-om-no-uwi,top5_borda-avg-no-uwi,top5_top-3-truncation,top5_condorcet,top5_minimax,top5_smith_plurality,top5_smith_irv,top5_smith-minimax,top5_ranked-pairs,top5_bucklin,top5_approval
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,8,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,6,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_Mayor.csv,20,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Kate Knuth'],['Jacob Frey']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,5,['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,9,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,5,['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy']
raw_data/america/processed_data/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,4,['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,4,['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,4,['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,6,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,5,['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,5,['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,6,['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,8,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,5,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,6,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,4,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,3,['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,7,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,6,['Ginger Jentzen'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Ginger Jentzen'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,7,['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],[],['Yusra Arab'],['Yusra Arab'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],[],['Yusra Arab'],['Yusra Arab'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard3.csv,6,['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_Ward4CityCouncil.csv,6,"['Barbara A. ""Barb"" Johnson']",['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],"['Barbara A. ""Barb"" Johnson']",['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham']
raw_data/america/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard1.csv,6,['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne']
raw_data/america/processed_data/Minneapolis/Minneapolis_11052013_Mayor.csv,37,['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard8.csv,6,['Soren Stevenson'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Soren Stevenson'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward12CityCouncil.csv,6,['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard5.csv,5,['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict3.csv,5,['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict2.csv,4,['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson']
raw_data/america/processed_data/Minneapolis/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,14,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard4.csv,6,['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw']
raw_data/america/processed_data/Minneapolis/Minneapolis_11062009_Ward7CityCouncil.csv,5,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
raw_data/america/processed_data/Minneapolis/Minneapolis_11052013_ParkRecBoardAtLarge.csv,12,['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN']
raw_data/america/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard6.csv,6,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
