file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,top4_plurality,top4_IRV,top4_top-two,top4_borda-pm,top4_borda-om-no-uwi,top4_borda-avg-no-uwi,top4_top-3-truncation,top4_condorcet,top4_minimax,top4_smith_plurality,top4_smith_irv,top4_smith-minimax,top4_ranked-pairs,top4_bucklin,top4_approval
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict17.csv,4,"['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict15.csv,5,"['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Eibeck, David', 'Wells, Denny', 'McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Eibeck, David', 'Wells, Denny', 'McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict29.csv,4,"['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict28.csv,6,"['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict14.csv,4,"['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict38.csv,3,"['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict10.csv,5,"['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict11.csv,5,"['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Bieling, Ross P.', 'Featherly, Walter T.', 'Coulombe, Julie']","['Coulombe, Julie']","['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Bieling, Ross P.', 'Featherly, Walter T.', 'Coulombe, Julie']","['Coulombe, Julie']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict39.csv,4,"['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']"
raw_data/american/processed_data/Alaska/Alaska_11052024_US_House.csv,6,"['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick', 'Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick', 'Peltola, Mary S.']","['Begich, Nick']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict13.csv,4,"['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']"
raw_data/american/processed_data/Alaska/Alaska_11082022_HouseDistrict12.csv,4,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
raw_data/american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard12.csv,5,['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_BoardofEstimateandTaxation.csv,5,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_ParkBoardAtLarge.csv,12,['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Meg Forney'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],"['Meg Forney', 'Latrisha Vetaw']",['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],"['Latrisha Vetaw', 'Meg Forney']",['Latrisha Vetaw']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,6,['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_Mayor.csv,20,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,6,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],"['Brad Bourn', 'Meg Forney']",['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],"['Brad Bourn', 'Meg Forney']",['Brad Bourn']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,6,['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,6,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
raw_data/american/processed_data/Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,6,['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],"['Steve Brandt', 'Samantha ""Sam"" Pree-Stinson']",['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],"['Steve Brandt', 'Pine Salica', 'Samantha ""Sam"" Pree-Stinson']",['Steve Brandt']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,5,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],"['Jillia Pessenda', 'Kevin Reich']",['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],"['Jillia Pessenda', 'Kevin Reich']",['Kevin Reich']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,7,['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],"['Carol Kummer', 'Jason Stone']",['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],"['Carol Kummer', 'Steve Barland', 'Jason Stone']",['Carol Kummer']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,3,['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,6,['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],"['Alondra Cano', 'Gary Schiff', 'Mohamed Farah']",['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],"['Alondra Cano', 'Gary Schiff', 'Mohamed Farah']",['Alondra Cano']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,6,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,8,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
raw_data/american/processed_data/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,6,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
raw_data/american/processed_data/Minneapolis/Minneapolis_11022021_Mayor.csv,20,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],"['Kate Knuth', 'Jacob Frey', 'Sheila Nezhad']",['Jacob Frey']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,5,['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski']
raw_data/american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,9,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,5,['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy']
raw_data/american/processed_data/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,4,['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN']
raw_data/american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,4,['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland']
