ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,numSeats,numCands
95200_00032_000092,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Hillyer, John","Elam, Bill",skipped,1,3
95200_00032_000091,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000056,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000055,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000019,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000007,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Hillyer, John",skipped,skipped,1,3
95200_00032_000100,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill","Hillyer, John",skipped,1,3
95200_00032_000099,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000061,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill","Hillyer, John",skipped,1,3
95200_00032_000039,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill","Hillyer, John",skipped,1,3
95200_00032_000020,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Elam, Bill",skipped,skipped,1,3
95200_00032_000004,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Hillyer, John","Elam, Bill",skipped,1,3
95200_00032_000094,Ballot 9 - Type 9,Absentee,Judicial 3,Judicial,District 8 - Absentee,District 8 - Absentee,Region V,"Hillyer, John","Elam, Bill",skipped,1,3
