ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,numSeats,numCands
92200_00082_000068,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000067,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000040,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000023,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000014,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000094,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000093,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000064,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000063,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.","Hammermeister, Lee E.",skipped,1,4
92200_00082_000042,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.","Hammermeister, Lee E.",skipped,1,4
92200_00082_000024,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00082_000004,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00082_000076,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000075,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000045,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000025,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00082_000001,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000078,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00082_000077,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000046,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000026,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000016,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000070,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.","Goecker, Jared D.","Merrick, Kelly R.",skipped,1,4
92200_00082_000069,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000044,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000027,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000005,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Hammermeister, Lee E.","Merrick, Kelly R.",skipped,1,4
92200_00082_000074,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000073,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000047,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.",Write-in,"Goecker, Jared D.",1,4
92200_00082_000015,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000080,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00082_000079,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00082_000048,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.","Hammermeister, Lee E.",skipped,1,4
92200_00082_000029,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000013,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00082_000082,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.","Goecker, Jared D.",skipped,1,4
92200_00082_000081,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00082_000002,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000072,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000071,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000050,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000031,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000018,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00082_000088,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000087,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000052,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000032,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00082_000012,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000084,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000083,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.","Goecker, Jared D.",skipped,1,4
92200_00082_000051,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000010,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000090,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000089,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000053,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000034,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000011,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000086,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000085,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000054,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000035,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000009,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00082_000066,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000065,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000043,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00082_000036,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00082_000003,Ballot 24 - Type 24,Absentee,Judicial 3,Judicial,District 23 - Absentee,District 23 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00051_000096,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00051_000095,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000056,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000055,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00051_000019,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00051_000016,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000092,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.","Hammermeister, Lee E.",skipped,1,4
92200_00051_000091,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00051_000044,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.","Goecker, Jared D.",skipped,1,4
92200_00051_000043,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000024,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000020,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000010,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000100,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.",skipped,skipped,1,4
92200_00051_000099,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000059,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00051_000040,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000021,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.","Hammermeister, Lee E.","Merrick, Kelly R.",skipped,1,4
92200_00051_000001,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000094,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000093,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000062,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000061,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00051_000039,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000022,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000005,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000098,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00051_000097,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.","Goecker, Jared D.",skipped,1,4
92200_00051_000066,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000065,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000042,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000023,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000007,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Goecker, Jared D.","Hammermeister, Lee E.",skipped,1,4
92200_00051_000078,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000077,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000047,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.","Goecker, Jared D.",skipped,skipped,1,4
92200_00051_000025,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000009,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000076,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.","Goecker, Jared D.",skipped,1,4
92200_00051_000075,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
92200_00051_000046,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.","Goecker, Jared D.","Merrick, Kelly R.",skipped,1,4
92200_00051_000026,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.",skipped,skipped,1,4
92200_00051_000014,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.","Merrick, Kelly R.","Goecker, Jared D.",skipped,1,4
92200_00051_000068,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.",skipped,skipped,skipped,1,4
92200_00051_000067,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00051_000041,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Hammermeister, Lee E.",skipped,skipped,skipped,1,4
92200_00051_000027,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.","Merrick, Kelly R.",skipped,skipped,1,4
92200_00051_000018,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Merrick, Kelly R.","Hammermeister, Lee E.","Goecker, Jared D.",skipped,1,4
92200_00051_000070,Ballot 25 - Type 25,Absentee,Judicial 3,Judicial,District 24 - Absentee,District 24 - Absentee,Region II,"Goecker, Jared D.",skipped,skipped,skipped,1,4
