ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,numSeats,numCands
939940_00001_7644142,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_7144333,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_7958443,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler","Foster, Neal W.",skipped,1,3
939940_00001_1148251,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_8672820,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_7366526,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_9037358,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_1987077,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_9093072,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_7308107,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.","Ivanoff, Tyler",skipped,1,3
939940_00001_1934554,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_6117242,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_3515398,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_1672111,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_6473431,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_4580463,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_3989427,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_7611150,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
939940_00001_7522434,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.","Ivanoff, Tyler",skipped,1,3
939940_00001_5680226,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_2841409,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_1825858,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Foster, Neal W.",skipped,skipped,1,3
939940_00001_5800031,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-940 St. Mary's,39-940 St. Mary's,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
100039_00003_000001,Ballot 44 - Type 44,Election Day,Judicial 2,Judicial,39-938 Shishmaref,39-938 Shishmaref,Director,"Ivanoff, Tyler",skipped,skipped,1,3
100039_00003_000003,Ballot 44 - Type 44,Election Day,Judicial 2,Judicial,39-938 Shishmaref,39-938 Shishmaref,Director,"Foster, Neal W.",skipped,skipped,1,3
100039_00003_000005,Ballot 44 - Type 44,Election Day,Judicial 2,Judicial,39-938 Shishmaref,39-938 Shishmaref,Director,"Ivanoff, Tyler",skipped,skipped,1,3
100039_00003_000002,Ballot 44 - Type 44,Election Day,Judicial 2,Judicial,39-938 Shishmaref,39-938 Shishmaref,Director,"Ivanoff, Tyler",skipped,skipped,1,3
100039_00003_000004,Ballot 44 - Type 44,Election Day,Judicial 2,Judicial,39-938 Shishmaref,39-938 Shishmaref,Director,"Foster, Neal W.",skipped,skipped,1,3
92902_00000_462236_,Ballot 44 - Type 44,Early Voting,Judicial 2,Judicial,District 39 - Early Voting,House District 39 - Judicial District 2,Region II,"Ivanoff, Tyler",skipped,skipped,1,3
92902_00000_318985_,Ballot 44 - Type 44,Early Voting,Judicial 2,Judicial,District 39 - Early Voting,House District 39 - Judicial District 2,Region II,"Foster, Neal W.",skipped,skipped,1,3
92902_00000_204212_,Ballot 43 - Type 43,Early Voting,Judicial 4,Judicial,District 39 - Early Voting,House District 39 - Judicial District 4,Region II,"Foster, Neal W.",Write-in,"Ivanoff, Tyler",1,3
92902_00000_795544_,Ballot 44 - Type 44,Early Voting,Judicial 2,Judicial,District 39 - Early Voting,House District 39 - Judicial District 2,Region II,"Foster, Neal W.",skipped,skipped,1,3
92902_00000_344539_,Ballot 43 - Type 43,Early Voting,Judicial 4,Judicial,District 39 - Early Voting,House District 39 - Judicial District 4,Region II,"Ivanoff, Tyler",skipped,skipped,1,3
100039_00001_000001,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-928 Nunam Iqua,39-928 Nunam Iqua,Director,"Ivanoff, Tyler","Foster, Neal W.",skipped,1,3
100039_00001_000002,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-928 Nunam Iqua,39-928 Nunam Iqua,Director,"Foster, Neal W.","Ivanoff, Tyler",skipped,1,3
100039_00001_000003,Ballot 43 - Type 43,Election Day,Judicial 4,Judicial,39-928 Nunam Iqua,39-928 Nunam Iqua,Director,"Ivanoff, Tyler","Foster, Neal W.",skipped,1,3
94100_00029_000034,Ballot 44 - Type 44,Absentee,Judicial 2,Judicial,District 39 - Absentee,House District 39 - Judicial District 2,Region IV,"Ivanoff, Tyler",skipped,skipped,1,3
94100_00029_000019,Ballot 44 - Type 44,Absentee,Judicial 2,Judicial,District 39 - Absentee,House District 39 - Judicial District 2,Region IV,"Foster, Neal W.",skipped,skipped,1,3
94100_00029_000005,Ballot 44 - Type 44,Absentee,Judicial 2,Judicial,District 39 - Absentee,House District 39 - Judicial District 2,Region IV,"Foster, Neal W.",skipped,skipped,1,3
94100_00029_000020,Ballot 44 - Type 44,Absentee,Judicial 2,Judicial,District 39 - Absentee,House District 39 - Judicial District 2,Region IV,"Foster, Neal W.",skipped,skipped,1,3
