ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,numSeats,numCands
92600_00006_000045,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000044,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000025,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000019,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000064,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.","Eischeid, Ted J.",skipped,1,3
92600_00006_000063,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",Write-in,skipped,1,3
92600_00006_000039,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000020,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.","Wright, Stanley A.",skipped,1,3
92600_00006_000009,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000062,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.","Wright, Stanley A.",skipped,1,3
92600_00006_000061,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.","Wright, Stanley A.",skipped,1,3
92600_00006_000040,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000021,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.","Eischeid, Ted J.",skipped,1,3
92600_00006_000007,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000047,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000046,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000028,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000022,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000008,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000066,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000042,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.","Eischeid, Ted J.",skipped,1,3
92600_00006_000023,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000002,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000053,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000052,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000041,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000024,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000012,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000072,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.","Wright, Stanley A.",skipped,1,3
92600_00006_000071,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.",skipped,skipped,1,3
92600_00006_000026,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.","Wright, Stanley A.",skipped,1,3
92600_00006_000010,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
92600_00006_000068,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Wright, Stanley A.","Eischeid, Ted J.",skipped,1,3
92600_00006_000067,Ballot 23 - Type 23,Question,Judicial 3,Judicial,District 22  - Question,District 22  - Question,Region II,"Eischeid, Ted J.",skipped,skipped,1,3
