5 1
6179 1 0
1425 1 2 0
4219 1 2 3 0
1443 1 2 4 0
1238 1 2 5 0
3704 1 3 0
6020 1 3 2 0
1800 1 3 4 0
1220 1 3 5 0
390 1 4 0
821 1 4 2 0
1007 1 4 3 0
501 1 4 5 0
285 1 5 0
639 1 5 2 0
609 1 5 3 0
425 1 5 4 0
4644 2 0
1116 2 1 0
4445 2 1 3 0
1306 2 1 4 0
1320 2 1 5 0
1877 2 3 0
4650 2 3 1 0
1129 2 3 4 0
1286 2 3 5 0
398 2 4 0
568 2 4 1 0
791 2 4 3 0
581 2 4 5 0
363 2 5 0
1195 2 5 1 0
900 2 5 3 0
773 2 5 4 0
25443 3 0
4988 3 1 0
13018 3 1 2 0
3768 3 1 4 0
2515 3 1 5 0
4436 3 2 0
13975 3 2 1 0
2664 3 2 4 0
2766 3 2 5 0
751 3 4 0
1701 3 4 1 0
1372 3 4 2 0
694 3 4 5 0
1409 3 5 0
1261 3 5 1 0
1863 3 5 2 0
741 3 5 4 0
1230 4 0
153 4 1 0
323 4 1 2 0
327 4 1 3 0
208 4 1 5 0
235 4 2 0
338 4 2 1 0
366 4 2 3 0
363 4 2 5 0
313 4 3 0
340 4 3 1 0
349 4 3 2 0
191 4 3 5 0
264 4 5 0
214 4 5 1 0
377 4 5 2 0
208 4 5 3 0
1629 5 0
187 5 1 0
541 5 1 2 0
517 5 1 3 0
363 5 1 4 0
258 5 2 0
682 5 2 1 0
652 5 2 3 0
626 5 2 4 0
1943 5 3 0
542 5 3 1 0
1684 5 3 2 0
358 5 3 4 0
365 5 4 0
279 5 4 1 0
531 5 4 2 0
436 5 4 3 0
0
PEGGY MOORE
BRUCE QUAN
REBECCA KAPLAN
NANCY SIDEBOTHAM
FRANCIS ''MATT'' HUMMEL
