4 1
27 1 0
14 1 2 0
11 1 2 3 0
18 1 2 4 0
9 1 3 0
19 1 3 2 0
24 1 3 4 0
5 1 4 0
15 1 4 2 0
41 1 4 3 0
98 2 0
17 2 1 0
29 2 1 3 0
34 2 1 4 0
73 2 3 0
82 2 3 1 0
109 2 3 4 0
50 2 4 0
55 2 4 1 0
148 2 4 3 0
318 3 0
38 3 1 0
112 3 1 2 0
88 3 1 4 0
143 3 2 0
228 3 2 1 0
141 3 2 4 0
355 3 4 0
312 3 4 1 0
255 3 4 2 0
937 4 0
48 4 1 0
86 4 1 2 0
93 4 1 3 0
258 4 2 0
170 4 2 1 0
260 4 2 3 0
679 4 3 0
526 4 3 1 0
620 4 3 2 0
0
RUSS TILLEMAN
ALFRED TWU
MARY KAY LACEY
LORI DROSTE
