ballotID,ward,rank1,rank2,rank3,rank4,numSeats,numCands
6386,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,1,4
6408,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,1,4
6420,300,Randy Gibson,Mimi Diez,Alex Hadden,skipped,1,4
3390,300,Mimi Diez,skipped,skipped,skipped,1,4
127,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
159,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
161,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
162,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
222,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
282,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
469,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
514,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
558,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
591,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
611,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
618,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
626,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
656,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
682,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
757,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
766,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
804,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
822,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
972,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1072,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1094,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1101,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1147,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1213,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1303,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1343,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1354,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1371,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1381,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1388,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1401,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1413,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1418,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1458,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1459,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1471,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1495,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1550,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1642,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1675,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1717,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1730,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1731,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1732,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1787,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1845,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1936,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
1986,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2047,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2102,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2104,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2161,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2162,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2229,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2343,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2355,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2520,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2638,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2700,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2721,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2739,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2847,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2858,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2958,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
2984,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3026,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3114,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3146,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3202,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3206,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3264,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3385,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3521,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3586,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3683,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3753,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3762,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3774,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3828,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3863,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3916,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3931,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
3950,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4164,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4171,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4174,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4227,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4245,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4275,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4415,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4416,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4464,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4469,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4509,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4544,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4602,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4620,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4637,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4661,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4670,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4773,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4818,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4819,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4827,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4945,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4955,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
4996,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5106,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5111,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5127,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5166,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5205,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5216,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5285,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5313,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5345,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5399,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5400,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5463,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5471,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5472,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5509,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5512,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5514,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5515,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5595,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5620,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5639,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5751,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
5823,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6015,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6038,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6080,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6110,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6116,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6120,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6163,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6173,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6174,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6178,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6217,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6263,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6299,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6337,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6338,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6407,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6415,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
6434,300,Mimi Diez,Randy Gibson,Alex Hadden,skipped,1,4
24,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
39,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
96,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
256,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
273,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
295,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
324,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
454,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
498,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
557,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
588,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
625,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
641,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
645,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
648,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
930,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
956,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
990,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1069,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1216,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1280,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1299,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1302,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1395,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1410,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1420,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1507,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1551,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1555,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1628,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1641,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1693,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1764,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1767,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1782,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
1910,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2056,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2058,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2127,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2145,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2155,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2176,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2200,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2277,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2346,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2409,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
2992,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
3239,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
3243,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
3258,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
3331,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
3343,300,Randy Gibson,Alex Hadden,Mimi Diez,skipped,1,4
