Precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Mohamoud Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,AK Hassan,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Becky Alper,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Becky Alper,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Becky Alper,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Becky Alper,skipped,skipped,1,4
MINNEAPOLIS W-9 P-09,Becky Alper,skipped,skipped,1,4
