precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-6 P-04,AK Hassan,AJ Awed,Saciido Shaie,1,13
MINNEAPOLIS W-6 P-04,writein,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Mohamoud Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Saciido Shaie,AK Hassan,Abdirizak Bihi,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,Mohamoud Hassan,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,Alex Palacios,Saciido Shaie,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,AK Hassan,AJ Awed,1,13
MINNEAPOLIS W-6 P-04,Abdirizak Bihi,Michael P. Dougherty,AK Hassan,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Saciido Shaie,AJ Awed,Suud Olat,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,AJ Awed,Nebiha Mohammed,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,Saciido Shaie,skipped,1,13
MINNEAPOLIS W-6 P-04,Michael P. Dougherty,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Michael P. Dougherty,Sara Mae Engberg,skipped,1,13
MINNEAPOLIS W-6 P-04,Michael P. Dougherty,Nebiha Mohammed,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,Saciido Shaie,skipped,1,13
MINNEAPOLIS W-6 P-04,AJ Awed,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,skipped,skipped,1,13
MINNEAPOLIS W-6 P-04,Michael P. Dougherty,Suud Olat,AK Hassan,1,13
MINNEAPOLIS W-6 P-04,AK Hassan,AJ Awed,Mohamoud Hassan,1,13
MINNEAPOLIS W-6 P-04,Michael P. Dougherty,Nebiha Mohammed,Jamal Osman,1,13
MINNEAPOLIS W-6 P-04,Jamal Osman,skipped,skipped,1,13
