precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-10 P-02,Lisa Bender,Saralyn Romanishan,David Schorn,1,5
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-04,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Lisa Bender,Saralyn Romanishan,skipped,1,5
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-02,David Schorn,Saralyn Romanishan,skipped,1,5
MINNEAPOLIS W-10 P-05A,Lisa Bender,Saralyn Romanishan,David Schorn,1,5
MINNEAPOLIS W-10 P-01,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-07,Lisa Bender,Saralyn Romanishan,David Schorn,1,5
MINNEAPOLIS W-10 P-05A,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-02,Saralyn Romanishan,Lisa Bender,David Schorn,1,5
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-01,Lisa Bender,David Schorn,skipped,1,5
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-04,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-09,Saralyn Romanishan,Lisa Bender,skipped,1,5
MINNEAPOLIS W-10 P-02,Bruce Lundeen,skipped,skipped,1,5
MINNEAPOLIS W-10 P-09,David Schorn,Saralyn Romanishan,skipped,1,5
MINNEAPOLIS W-10 P-03A,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Lisa Bender,Saralyn Romanishan,David Schorn,1,5
MINNEAPOLIS W-10 P-01,Lisa Bender,writein,skipped,1,5
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped,1,5
MINNEAPOLIS W-10 P-02,Bruce Lundeen,Saralyn Romanishan,Lisa Bender,1,5
MINNEAPOLIS W-10 P-09,Lisa Bender,Saralyn Romanishan,skipped,1,5
MINNEAPOLIS W-10 P-08,David Schorn,Saralyn Romanishan,Lisa Bender,1,5
MINNEAPOLIS W-10 P-02,Lisa Bender,Saralyn Romanishan,David Schorn,1,5
