precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-3 P-02,Ginger Jentzen,Samantha Pree-Stinson,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-05,Tim Bildsoe,Steve Fletcher,skipped,1,5
MINNEAPOLIS W-3 P-08,Steve Fletcher,Tim Bildsoe,Samantha Pree-Stinson,1,5
MINNEAPOLIS W-3 P-09,Tim Bildsoe,Steve Fletcher,skipped,1,5
MINNEAPOLIS W-3 P-12,Ginger Jentzen,Samantha Pree-Stinson,Tim Bildsoe,1,5
MINNEAPOLIS W-3 P-06,Ginger Jentzen,skipped,skipped,1,5
MINNEAPOLIS W-3 P-12,Ginger Jentzen,Tim Bildsoe,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-05,Steve Fletcher,Samantha Pree-Stinson,Ginger Jentzen,1,5
MINNEAPOLIS W-3 P-12,Steve Fletcher,Ginger Jentzen,skipped,1,5
MINNEAPOLIS W-3 P-09,Tim Bildsoe,skipped,skipped,1,5
MINNEAPOLIS W-3 P-02,Ginger Jentzen,Samantha Pree-Stinson,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-09,Steve Fletcher,skipped,skipped,1,5
MINNEAPOLIS W-3 P-05,Steve Fletcher,skipped,skipped,1,5
MINNEAPOLIS W-3 P-06,Samantha Pree-Stinson,Ginger Jentzen,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-03,Tim Bildsoe,Steve Fletcher,Samantha Pree-Stinson,1,5
MINNEAPOLIS W-3 P-05,Ginger Jentzen,skipped,skipped,1,5
MINNEAPOLIS W-3 P-11,Samantha Pree-Stinson,Ginger Jentzen,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-11,Steve Fletcher,Tim Bildsoe,Samantha Pree-Stinson,1,5
MINNEAPOLIS W-3 P-11,Tim Bildsoe,skipped,skipped,1,5
MINNEAPOLIS W-3 P-09,Samantha Pree-Stinson,Tim Bildsoe,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-12,Steve Fletcher,Tim Bildsoe,skipped,1,5
MINNEAPOLIS W-3 P-01,Ginger Jentzen,Samantha Pree-Stinson,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-09,Tim Bildsoe,skipped,skipped,1,5
MINNEAPOLIS W-3 P-09,Ginger Jentzen,Samantha Pree-Stinson,skipped,1,5
MINNEAPOLIS W-3 P-07,Samantha Pree-Stinson,Tim Bildsoe,Steve Fletcher,1,5
MINNEAPOLIS W-3 P-12,Steve Fletcher,Ginger Jentzen,Samantha Pree-Stinson,1,5
MINNEAPOLIS W-3 P-08,Tim Bildsoe,Steve Fletcher,Ginger Jentzen,1,5
MINNEAPOLIS W-3 P-09,Steve Fletcher,Tim Bildsoe,skipped,1,5
MINNEAPOLIS W-3 P-07,Steve Fletcher,Tim Bildsoe,skipped,1,5
MINNEAPOLIS W-3 P-09,Samantha Pree-Stinson,skipped,skipped,1,5
MINNEAPOLIS W-3 P-02,Ginger Jentzen,Samantha Pree-Stinson,skipped,1,5
