Precinct,rank1,rank2,rank3,numSeats,numCands
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
MINNEAPOLIS W-10 P-06,Aisha Chughtai,skipped,skipped,1,5
