4 1
5314 1 0
94 1 2 0
47 1 2 3 0
437 1 2 3 4 0
6 1 2 4 0
145 1 2 4 3 0
468 1 3 0
1011 1 3 2 0
1260 1 3 2 4 0
35 1 3 4 0
487 1 3 4 2 0
288 1 4 0
14 1 4 2 0
266 1 4 2 3 0
32 1 4 3 0
551 1 4 3 2 0
998 2 0
40 2 1 0
7 2 1 3 0
86 2 1 3 4 0
3 2 1 4 0
77 2 1 4 3 0
79 2 3 0
13 2 3 1 0
185 2 3 1 4 0
5 2 3 4 0
164 2 3 4 1 0
46 2 4 0
3 2 4 1 0
156 2 4 1 3 0
1 2 4 3 0
90 2 4 3 1 0
1802 3 0
298 3 1 0
55 3 1 2 0
622 3 1 2 4 0
18 3 1 4 0
332 3 1 4 2 0
88 3 2 0
27 3 2 1 0
343 3 2 1 4 0
6 3 2 4 0
163 3 2 4 1 0
85 3 4 0
13 3 4 1 0
167 3 4 1 2 0
6 3 4 2 0
91 3 4 2 1 0
29966 4 0
502 4 1 0
19 4 1 2 0
757 4 1 2 3 0
39 4 1 3 0
1096 4 1 3 2 0
271 4 2 0
12 4 2 1 0
943 4 2 1 3 0
13 4 2 3 0
935 4 2 3 1 0
297 4 3 0
21 4 3 1 0
482 4 3 1 2 0
20 4 3 2 0
674 4 3 2 1 0
0
AGER David
KUIPERS Herman
FIELD David
WILLIAMS Raymond
