file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
american/San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER
american/San Francisco/SanFrancisco_11052019_CityAttorney.csv,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA,DENNIS J. HERRERA
american/San Francisco/SanFrancisco_11052024_BoS_D1.csv,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN
american/San Francisco/SanFrancisco_11052024_Treasurer.csv,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,unknown,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS
american/San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS
american/San Francisco/SanFrancisco_11052024_BoS_D3.csv,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER,DANNY SAUTER
american/San Francisco/SanFrancisco_11082022_PublicDefender.csv,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU
american/San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN
american/San Francisco/SanFrancisco_11052019_Treasurer.csv,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS,JOSÉ CISNEROS
american/San Francisco/SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,JANET REILLY,JANET REILLY,MARK FARRELL,MARK FARRELL,MARK FARRELL,MARK FARRELL,MARK FARRELL,MARK FARRELL,MARK FARRELL,MARK FARRELL,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY,JANET REILLY
american/San Francisco/SanFrancisco_11082022_BoardofSupervisorsD8.csv,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN
american/San Francisco/SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED
american/San Francisco/SanFrancisco_11052019_DistrictAttorney.csv,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,SUZY LOFTUS,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN,CHESA BOUDIN
american/San Francisco/SanFrancisco_11052019_PublicDefender.csv,"MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU","MANOHAR ""MANO"" RAJU"
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin
american/San Francisco/SanFrancisco_11052024_DistrictAttorney.csv,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS
american/San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty
american/San Francisco/SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE
american/San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,KIM ALVARENGA,KIM ALVARENGA,KIM ALVARENGA,KIM ALVARENGA,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi
american/San Francisco/SanFrancisco_11082005_Treasurer.csv,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd
american/San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell
american/San Francisco/SanFrancisco_11082011_DistrictAttorney.csv,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN
american/San Francisco/SanFrancisco_11052019_Sheriff.csv,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO
american/San Francisco/SanFrancisco_11062018_PublicDefender.csv,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,unknown,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI,JEFF ADACHI
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Write-In,Tom Ammiano,Tom Ammiano,Tom Ammiano,Write-In,Tom Ammiano,Write-In,Tom Ammiano
american/San Francisco/SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick
american/San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Write-In,Write-In,Write-In,Write-In,Write-In,Write-In,Write-In,Write-In,Write-In,Write-In
american/San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly
american/San Francisco/SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN
american/San Francisco/SanFrancisco_11082022_AssessorRecorder.csv,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,unknown,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES,JOAQUÍN TORRES
american/San Francisco/SanFrancisco_11082022_BoardofSupervisorsD10.csv,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
american/San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG,JASON CHUYUAN ZENG
american/San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,Ed Jew,Ron Dudum,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum,Ron Dudum
american/San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval
american/San Francisco/SanFrancisco_11062018_AssessorRecorder.csv,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU
american/San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI
american/San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,MARJAN PHILHOUR,MARJAN PHILHOUR,MARJAN PHILHOUR,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN
american/San Francisco/SanFrancisco_11052024_Sheriff.csv,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO,PAUL MIYAMOTO
american/San Francisco/SanFrancisco_11082022_DistrictAttorney.csv,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS
american/San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU
american/San Francisco/SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY
american/San Francisco/SanFrancisco_11082022_BoardofSupervisorsD4.csv,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO
american/San Francisco/SanFrancisco_11082022_BoardofSupervisorsD6.csv,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY
american/San Francisco/SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR
american/San Francisco/SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN
american/San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN
american/San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND
american/San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU
american/San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,JOEL ENGARDIO,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,JOEL ENGARDIO,JOEL ENGARDIO,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR,MYRNA MELGAR
american/San Francisco/SanFrancisco_11052024_BoS_D9.csv,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER,JACKIE FIELDER
american/San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN
american/San Francisco/SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,LYNETTE SWEET,MALIA COHEN,MALIA COHEN,MALIA COHEN,LYNETTE SWEET,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN,MARLENE TRAN
american/San Francisco/SanFrancisco_11032015_Sheriff.csv,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY
