voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
1,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
2,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
3,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
4,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
5,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
6,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
7,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
8,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
9,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
10,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
11,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
12,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
13,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
14,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
15,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
16,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
17,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
18,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
19,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
20,Ellen HÖFER-FRANZ (Grn),skipped,skipped,skipped,skipped,,5
21,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),skipped,skipped,skipped,,5
22,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),James MACLAREN (Con),skipped,skipped,,5
23,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),James MACLAREN (Con),skipped,skipped,,5
24,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
25,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
26,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
27,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
28,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
29,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),skipped,skipped,,5
30,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),James MACLAREN (Con),Elliot Alexander HARRISON (LD),,5
31,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),James MACLAREN (Con),Elliot Alexander HARRISON (LD),,5
32,Ellen HÖFER-FRANZ (Grn),Colin MCCULLOCH (Lab),Natalie DON (SNP),Elliot Alexander HARRISON (LD),skipped,,5
