file,candidate_cloned,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
/Dalkeit0_midlothian12-03_cleaned.csv,Robin TRAQUAI (Con),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,Jim BRYAN (SNP),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Jim BRYAN (SNP)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,George BOY (LD),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,Alex BENNET (Lab),8,['Jim BRYAN (SNP)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,Margot RUSSEL (Lab),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,Willie DUNCA (TUSC),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/Dalkeit0_midlothian12-03_cleaned.csv,Colin CASSID (SNP),8,['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Jim BRYAN (SNP)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)'],['Alex BENNET (Lab)']
/MidlothianEas0_midlothian12-05_cleaned.csv,Peter BOYE (Lab),8,['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)']
/MidlothianEas0_midlothian12-05_cleaned.csv,Richard THOMSO (Con),8,['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)']
/MidlothianEas0_midlothian12-05_cleaned.csv,Lisa BEATTI (SNP),8,['Peter BOYE (Lab)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)'],['Lisa BEATTI (SNP)']
