Index,rank1,rank2,rank3,numSeats,numCands
ER343,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER344,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER345,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER346,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER347,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER348,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER349,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER350,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER351,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER352,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER353,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER354,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER355,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER356,ROBERT HADDOCK,skipped,skipped,1,3
ER357,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER358,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER359,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER360,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER361,GEORGE D. POTTER,skipped,skipped,1,3
ER362,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER363,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER364,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER365,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER366,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER367,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER368,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER369,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER370,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER371,GORDON REYNOLDS,skipped,skipped,1,3
ER372,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER373,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER374,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER375,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER376,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER377,GORDON REYNOLDS,skipped,skipped,1,3
ER378,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER379,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER380,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER381,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER382,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER383,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER384,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER385,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER386,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER387,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER388,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER389,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER390,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER391,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER392,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER393,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER394,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER395,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER396,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER397,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER398,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER399,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER400,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER401,GORDON REYNOLDS,skipped,skipped,1,3
ER402,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER403,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER404,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER405,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER406,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER407,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER408,GORDON REYNOLDS,skipped,skipped,1,3
ER409,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER410,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER411,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER412,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER413,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER414,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER415,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER416,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER417,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER418,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER419,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER420,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER421,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER422,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER423,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER424,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER425,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER426,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER427,GORDON REYNOLDS,skipped,skipped,1,3
ER428,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER429,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER430,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER431,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER432,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER433,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER434,GEORGE D. POTTER,skipped,skipped,1,3
ER435,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER436,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER437,GEORGE D. POTTER,skipped,skipped,1,3
ER438,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER439,GORDON REYNOLDS,skipped,skipped,1,3
ER440,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER441,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER442,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER443,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER444,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER445,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER446,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER447,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER448,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER449,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER450,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER451,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER452,GEORGE D. POTTER,skipped,skipped,1,3
ER453,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER454,ROBERT HADDOCK,skipped,skipped,1,3
ER455,GEORGE D. POTTER,GORDON REYNOLDS,skipped,1,3
ER456,ROBERT HADDOCK,skipped,skipped,1,3
ER457,GORDON REYNOLDS,skipped,skipped,1,3
ER458,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER459,GORDON REYNOLDS,skipped,skipped,1,3
ER460,ROBERT HADDOCK,skipped,skipped,1,3
ER461,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER462,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER463,GORDON REYNOLDS,skipped,skipped,1,3
ER464,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER465,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER466,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER467,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER468,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER469,GEORGE D. POTTER,skipped,skipped,1,3
ER470,GORDON REYNOLDS,skipped,skipped,1,3
ER471,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER472,GEORGE D. POTTER,skipped,skipped,1,3
ER473,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER474,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER475,GORDON REYNOLDS,skipped,skipped,1,3
ER476,GORDON REYNOLDS,skipped,skipped,1,3
ER477,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER478,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER479,GORDON REYNOLDS,skipped,skipped,1,3
ER480,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER481,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER482,GEORGE D. POTTER,skipped,skipped,1,3
ER483,GORDON REYNOLDS,skipped,skipped,1,3
ER484,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER485,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER486,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER487,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER488,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER489,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER490,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER491,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER492,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER493,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER494,ROBERT HADDOCK,skipped,skipped,1,3
ER495,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER496,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER497,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER498,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER499,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER500,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER501,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER502,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER503,GORDON REYNOLDS,skipped,skipped,1,3
ER504,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER505,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER506,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER507,GORDON REYNOLDS,skipped,skipped,1,3
ER508,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER509,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER510,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER511,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER512,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER513,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER514,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER515,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER516,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER517,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER518,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER519,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER520,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER521,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER522,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER523,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER524,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER525,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER526,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER527,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER528,GORDON REYNOLDS,skipped,skipped,1,3
ER529,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER530,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER531,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER532,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER533,GORDON REYNOLDS,skipped,skipped,1,3
ER534,GORDON REYNOLDS,skipped,skipped,1,3
ER535,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER536,GORDON REYNOLDS,skipped,skipped,1,3
ER537,GORDON REYNOLDS,skipped,skipped,1,3
ER538,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER539,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER540,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER541,GORDON REYNOLDS,skipped,skipped,1,3
ER542,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER543,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER544,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER545,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER546,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER547,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER548,GORDON REYNOLDS,skipped,skipped,1,3
ER549,ROBERT HADDOCK,GEORGE D. POTTER,skipped,1,3
ER550,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER551,GEORGE D. POTTER,skipped,skipped,1,3
ER552,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER553,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER554,GEORGE D. POTTER,skipped,skipped,1,3
ER555,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER556,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER557,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER558,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER559,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER560,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER561,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER562,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER563,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER564,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER565,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER566,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER567,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER568,GORDON REYNOLDS,skipped,skipped,1,3
ER569,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER570,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER571,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER572,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER573,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER574,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER575,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER576,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER577,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER578,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER579,GEORGE D. POTTER,GORDON REYNOLDS,skipped,1,3
ER580,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER581,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER582,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER583,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER584,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER585,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER586,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER587,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER588,GEORGE D. POTTER,skipped,skipped,1,3
ER589,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER590,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER591,GORDON REYNOLDS,skipped,skipped,1,3
ER592,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER593,GORDON REYNOLDS,skipped,skipped,1,3
ER594,GEORGE D. POTTER,GORDON REYNOLDS,skipped,1,3
ER595,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER596,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER597,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER598,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER599,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER600,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER601,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER602,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER603,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER604,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER605,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER606,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER607,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER608,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER609,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER610,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER611,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER612,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER613,GEORGE D. POTTER,skipped,skipped,1,3
ER614,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER615,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER616,ROBERT HADDOCK,skipped,skipped,1,3
ER617,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER618,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER619,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER620,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER621,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER622,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER623,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER624,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER625,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER626,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER627,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER628,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER629,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER630,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER631,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER632,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER633,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER634,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER635,ROBERT HADDOCK,GORDON REYNOLDS,skipped,1,3
ER636,GORDON REYNOLDS,skipped,skipped,1,3
ER637,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER638,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER639,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER640,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER641,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER642,GORDON REYNOLDS,skipped,skipped,1,3
ER643,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER644,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER645,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER646,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER647,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,1,3
ER648,GORDON REYNOLDS,skipped,skipped,1,3
ER649,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER650,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER651,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER652,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER653,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER654,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER655,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER656,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER657,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER658,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
ER659,GORDON REYNOLDS,skipped,skipped,1,3
ER660,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER661,ROBERT HADDOCK,skipped,skipped,1,3
ER662,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER663,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER664,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER665,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER666,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER667,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER668,ROBERT HADDOCK,skipped,skipped,1,3
ER669,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER670,ROBERT HADDOCK,skipped,skipped,1,3
ER671,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER672,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER673,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER674,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,1,3
ER675,GORDON REYNOLDS,skipped,skipped,1,3
ER676,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER677,GORDON REYNOLDS,GEORGE D. POTTER,skipped,1,3
ER678,ROBERT HADDOCK,skipped,skipped,1,3
ER679,GORDON REYNOLDS,skipped,skipped,1,3
ER680,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,1,3
ER681,GORDON REYNOLDS,ROBERT HADDOCK,skipped,1,3
ER682,GEORGE D. POTTER,skipped,skipped,1,3
ER683,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,1,3
ER684,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,1,3
ER685,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER686,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,1,3
ER687,GEORGE D. POTTER,ROBERT HADDOCK,skipped,1,3
