voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
1,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
2,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
3,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
4,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
5,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
6,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
7,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
8,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
9,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
10,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
11,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
12,Thomas RANNACHAN (Ind),Gary BARTON (Ind),George REDMOND (Lab),Harvey SUSSOCK (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
13,Thomas RANNACHAN (Ind),Gary BARTON (Ind),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
14,Thomas RANNACHAN (Ind),Gary BARTON (Ind),Gordon KIRKER (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
15,Thomas RANNACHAN (Ind),Gary BARTON (Ind),Scott GILLESPIE(Con),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
16,Thomas RANNACHAN (Ind),Gary BARTON (Ind),Murdo RITCHIE (Soc),Alison THEWLISS (SNP),Andy REID (Grn),Harvey SUSSOCK (LD),Duncan MILLER (Glasgow First),George REDMOND (Lab),Gordon KIRKER (SU),Scott GILLESPIE(Con),Martin Lewis CLARK (Britannica),skipped,skipped,,13
17,Thomas RANNACHAN (Ind),Duncan MILLER (Glasgow First),Andy REID (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
18,Thomas RANNACHAN (Ind),Duncan MILLER (Glasgow First),Harvey SUSSOCK (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
19,Thomas RANNACHAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,13
