voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
1,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
2,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
3,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
4,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
5,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
6,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
7,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
8,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
9,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
10,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
11,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
12,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
13,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
14,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
15,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
16,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
17,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
18,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
19,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
20,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
21,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
22,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
23,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
24,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
25,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
26,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
27,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
28,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
29,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
30,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
31,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
32,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
33,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
34,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
35,Stuart BRIDGES  (LD),skipped,skipped,skipped,skipped,skipped,skipped,3
36,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
37,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
38,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
39,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
40,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
41,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
42,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
43,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
44,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),skipped,skipped,skipped,skipped,skipped,3
45,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
46,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
47,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
48,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
49,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
50,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),skipped,skipped,skipped,skipped,3
51,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),Sheila Catriona Dorothy LOW (Con),Phyl Stuart MEYER    (Grn),skipped,skipped,3
52,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),Sheila Catriona Dorothy LOW (Con),Phyl Stuart MEYER    (Grn),Dominic HESLOP     (Con),RICKY HENDERSON              (Lab),3
53,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),Phyl Stuart MEYER    (Grn),RICKY HENDERSON              (Lab),skipped,skipped,3
54,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),BILL HENDERSON          (SNP),Phyl Stuart MEYER    (Grn),RICKY HENDERSON              (Lab),Dominic HESLOP     (Con),Sheila Catriona Dorothy LOW (Con),3
55,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),RICKY HENDERSON              (Lab),skipped,skipped,skipped,skipped,3
56,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),RICKY HENDERSON              (Lab),skipped,skipped,skipped,skipped,3
57,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),RICKY HENDERSON              (Lab),skipped,skipped,skipped,skipped,3
58,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),RICKY HENDERSON              (Lab),BILL HENDERSON          (SNP),Phyl Stuart MEYER    (Grn),Sheila Catriona Dorothy LOW (Con),Dominic HESLOP     (Con),3
59,Stuart BRIDGES  (LD),Mike Professor Pongoo FERRIGAN   (Ind),Dominic HESLOP     (Con),skipped,skipped,skipped,skipped,3
