Index,rank1,rank2,rank3,Num cands,Num seats
ER53,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER54,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER55,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER56,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER57,ROBERT HADDOCK,skipped,skipped,3,1
ER58,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER59,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER60,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER61,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER62,ROBERT HADDOCK,skipped,skipped,3,1
ER63,GORDON REYNOLDS,skipped,skipped,3,1
ER64,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER65,GORDON REYNOLDS,skipped,skipped,3,1
ER66,ROBERT HADDOCK,skipped,skipped,3,1
ER67,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER68,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER69,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER70,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER71,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER72,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER73,ROBERT HADDOCK,skipped,skipped,3,1
ER74,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER75,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER76,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER77,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER78,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER79,ROBERT HADDOCK,skipped,skipped,3,1
ER80,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER81,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER82,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER83,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER84,GORDON REYNOLDS,skipped,skipped,3,1
ER85,ROBERT HADDOCK,skipped,skipped,3,1
ER86,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER87,GORDON REYNOLDS,skipped,skipped,3,1
ER88,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER89,GORDON REYNOLDS,skipped,skipped,3,1
ER90,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER91,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER92,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER93,GEORGE D. POTTER,skipped,skipped,3,1
ER94,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER95,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER96,GORDON REYNOLDS,skipped,skipped,3,1
ER97,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER98,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER99,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER100,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER101,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER102,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER103,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER104,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER105,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER106,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER107,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER108,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER109,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER110,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER111,ROBERT HADDOCK,skipped,skipped,3,1
ER112,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER113,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER114,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER115,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER116,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER117,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER118,GEORGE D. POTTER,skipped,skipped,3,1
ER119,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER120,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER121,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER122,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER123,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER124,GEORGE D. POTTER,skipped,skipped,3,1
ER125,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER126,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER127,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER128,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER129,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER130,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER131,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER132,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER133,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER134,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER135,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER136,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER137,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER138,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER139,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER140,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER141,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER142,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER143,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER144,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER145,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER146,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER147,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER148,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER149,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER150,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER151,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER152,GEORGE D. POTTER,skipped,skipped,3,1
ER153,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER154,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER155,GEORGE D. POTTER,skipped,skipped,3,1
ER156,GEORGE D. POTTER,skipped,skipped,3,1
ER157,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER158,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER159,GORDON REYNOLDS,skipped,skipped,3,1
ER160,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER161,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER162,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER163,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER164,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER165,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER166,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER167,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER168,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER169,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER170,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER171,GORDON REYNOLDS,skipped,skipped,3,1
ER172,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER173,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER174,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER175,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER176,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER177,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER178,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER179,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER180,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER181,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER182,GORDON REYNOLDS,skipped,skipped,3,1
ER183,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER184,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER185,ROBERT HADDOCK,skipped,skipped,3,1
ER186,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER187,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER188,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER189,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER190,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER191,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER192,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER193,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER194,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER195,ROBERT HADDOCK,skipped,skipped,3,1
ER196,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER197,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER198,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER199,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER200,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER201,ROBERT HADDOCK,skipped,skipped,3,1
ER202,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER203,GORDON REYNOLDS,skipped,skipped,3,1
ER204,GORDON REYNOLDS,skipped,skipped,3,1
ER205,GEORGE D. POTTER,ROBERT HADDOCK,skipped,3,1
ER206,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER207,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER208,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER209,GEORGE D. POTTER,ROBERT HADDOCK,skipped,3,1
ER210,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER211,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER212,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER213,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER214,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER215,GORDON REYNOLDS,skipped,skipped,3,1
ER216,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER217,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER218,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER219,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER220,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER221,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER222,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER223,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER224,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER225,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER226,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER227,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER228,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER229,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER230,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER231,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER232,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER233,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER234,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER235,GORDON REYNOLDS,skipped,skipped,3,1
ER236,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER237,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER238,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER239,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER240,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER241,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER242,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER243,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER244,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER245,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER246,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER247,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER248,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER249,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER250,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER251,ROBERT HADDOCK,skipped,skipped,3,1
ER252,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER253,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER254,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER255,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER256,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER257,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER258,GORDON REYNOLDS,skipped,skipped,3,1
ER259,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER260,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER261,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER262,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER263,ROBERT HADDOCK,skipped,skipped,3,1
ER264,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER265,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER266,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER267,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER268,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER269,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER270,GEORGE D. POTTER,skipped,skipped,3,1
ER271,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER272,ROBERT HADDOCK,GEORGE D. POTTER,skipped,3,1
ER273,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER274,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER275,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER276,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER277,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER278,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER279,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER280,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER281,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER282,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER283,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER284,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER285,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER286,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER287,GORDON REYNOLDS,skipped,skipped,3,1
ER288,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER289,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER290,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER291,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER292,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER293,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER294,GEORGE D. POTTER,skipped,skipped,3,1
ER295,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER296,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER297,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER298,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER299,GEORGE D. POTTER,skipped,skipped,3,1
ER300,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER301,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER302,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER303,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER304,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER305,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER306,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER307,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER308,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER309,ROBERT HADDOCK,skipped,skipped,3,1
ER310,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER311,GORDON REYNOLDS,GEORGE D. POTTER,ROBERT HADDOCK,3,1
ER312,GORDON REYNOLDS,skipped,skipped,3,1
ER313,GEORGE D. POTTER,ROBERT HADDOCK,GORDON REYNOLDS,3,1
ER314,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER315,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER316,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER317,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER318,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER319,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER320,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER321,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER322,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER323,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER324,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER325,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER326,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER327,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER328,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER329,ROBERT HADDOCK,GORDON REYNOLDS,skipped,3,1
ER330,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER331,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER332,GEORGE D. POTTER,GORDON REYNOLDS,ROBERT HADDOCK,3,1
ER333,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER334,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER335,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER336,GORDON REYNOLDS,skipped,skipped,3,1
ER337,ROBERT HADDOCK,GEORGE D. POTTER,GORDON REYNOLDS,3,1
ER338,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER339,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
ER340,GORDON REYNOLDS,ROBERT HADDOCK,skipped,3,1
ER341,GORDON REYNOLDS,ROBERT HADDOCK,GEORGE D. POTTER,3,1
ER342,ROBERT HADDOCK,GORDON REYNOLDS,GEORGE D. POTTER,3,1
