Index,rank1,rank2,rank3,rank4,Num cands,Num seats
WH298,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH299,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH300,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH301,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH302,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH303,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH304,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH305,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH306,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH307,DOREL B. KYNASTON,skipped,skipped,skipped,4,2
WH308,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH309,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH310,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH311,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH312,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH313,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH314,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,4,2
WH315,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH316,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH317,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH318,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,4,2
WH319,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH320,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH321,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH322,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH323,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH324,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH325,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH326,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH327,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH328,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH329,JANET LUNT,skipped,skipped,skipped,4,2
WH330,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH331,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH332,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH333,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH334,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH335,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH336,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH337,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH338,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH339,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH340,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH341,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH342,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH343,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH344,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH345,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH346,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH347,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH348,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH349,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH350,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH351,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH352,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH353,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH354,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH355,TOBY M. HARDING,JANET LUNT,skipped,skipped,4,2
WH356,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH357,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH358,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH359,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH360,JANET LUNT,skipped,skipped,skipped,4,2
WH361,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH362,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH363,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,4,2
WH364,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH365,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH366,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH367,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH368,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH369,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH370,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH371,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH372,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH373,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH374,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH375,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH377,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH378,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH379,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH380,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH381,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH382,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH383,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH384,CODY CHAMBERLAIN,skipped,skipped,skipped,4,2
WH385,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH386,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH387,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH388,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH389,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH390,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH391,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH392,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH393,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH394,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH395,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH396,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH397,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH398,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH399,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH400,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH401,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH402,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH403,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH404,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,4,2
WH405,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH406,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH407,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH408,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH409,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH410,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH411,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH412,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH413,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH414,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH415,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH416,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH417,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,4,2
WH418,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH419,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH420,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH421,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH422,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH423,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH424,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH425,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH426,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH427,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH428,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,4,2
WH429,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH430,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH431,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH432,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH433,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH434,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH435,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH436,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH437,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH438,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH439,DOREL B. KYNASTON,skipped,skipped,skipped,4,2
WH440,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH441,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH442,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH443,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH444,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH445,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH446,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH447,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,skipped,4,2
WH448,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH449,JANET LUNT,CODY CHAMBERLAIN,skipped,skipped,4,2
WH450,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH451,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH452,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH453,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH454,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH455,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH456,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH457,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH458,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH459,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH460,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH461,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,skipped,4,2
WH462,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH463,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH464,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH465,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH466,CODY CHAMBERLAIN,skipped,skipped,skipped,4,2
WH467,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH468,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH469,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH470,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH471,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH472,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH473,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH474,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH475,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH476,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,4,2
WH477,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH478,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH479,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH480,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH481,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH482,DOREL B. KYNASTON,skipped,skipped,skipped,4,2
WH483,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,4,2
WH484,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH485,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH486,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH487,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH488,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH489,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH490,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH491,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH492,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH493,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH494,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH495,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH497,TOBY M. HARDING,DOREL B. KYNASTON,skipped,skipped,4,2
WH498,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,4,2
WH499,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH501,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,4,2
WH502,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH503,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,4,2
WH504,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH505,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH506,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH507,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH508,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,skipped,4,2
WH509,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH510,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,TOBY M. HARDING,4,2
WH511,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH512,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH514,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH515,CODY CHAMBERLAIN,skipped,skipped,skipped,4,2
WH516,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH517,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH518,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH519,CODY CHAMBERLAIN,JANET LUNT,skipped,skipped,4,2
WH520,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH521,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH522,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH523,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,4,2
WH524,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH525,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH526,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH527,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH528,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH529,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH530,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH531,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH532,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH533,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH534,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,skipped,4,2
WH535,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH536,TOBY M. HARDING,CODY CHAMBERLAIN,skipped,skipped,4,2
WH537,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH538,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH539,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH540,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH541,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH542,JANET LUNT,TOBY M. HARDING,skipped,skipped,4,2
WH543,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,skipped,4,2
WH544,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,4,2
WH545,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH546,JANET LUNT,skipped,skipped,skipped,4,2
WH547,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,4,2
WH548,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH549,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH550,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH551,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH552,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH554,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH555,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH556,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,JANET LUNT,4,2
WH557,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH558,TOBY M. HARDING,CODY CHAMBERLAIN,DOREL B. KYNASTON,JANET LUNT,4,2
WH559,DOREL B. KYNASTON,JANET LUNT,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH560,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH561,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH562,JANET LUNT,TOBY M. HARDING,DOREL B. KYNASTON,CODY CHAMBERLAIN,4,2
WH563,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH564,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,skipped,4,2
WH565,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH566,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,skipped,4,2
WH567,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH568,JANET LUNT,DOREL B. KYNASTON,skipped,skipped,4,2
WH569,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH570,JANET LUNT,DOREL B. KYNASTON,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH571,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,4,2
WH572,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH573,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH574,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,CODY CHAMBERLAIN,4,2
WH575,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH576,JANET LUNT,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,4,2
WH577,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH578,DOREL B. KYNASTON,TOBY M. HARDING,JANET LUNT,CODY CHAMBERLAIN,4,2
WH579,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH580,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH581,DOREL B. KYNASTON,JANET LUNT,skipped,skipped,4,2
WH582,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH583,CODY CHAMBERLAIN,TOBY M. HARDING,JANET LUNT,DOREL B. KYNASTON,4,2
WH584,JANET LUNT,CODY CHAMBERLAIN,DOREL B. KYNASTON,TOBY M. HARDING,4,2
WH585,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH586,TOBY M. HARDING,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,4,2
WH587,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,CODY CHAMBERLAIN,4,2
WH588,CODY CHAMBERLAIN,TOBY M. HARDING,DOREL B. KYNASTON,JANET LUNT,4,2
WH589,TOBY M. HARDING,skipped,skipped,skipped,4,2
WH590,CODY CHAMBERLAIN,JANET LUNT,DOREL B. KYNASTON,TOBY M. HARDING,4,2
