Index,rank1,rank2,rank3,Num cands,Num seats
SP1290,MATT PACKARD,skipped,skipped,3,1
SP1291,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1292,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1293,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1294,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1295,RYAN MILLER,MATT PACKARD,skipped,3,1
SP1298,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1299,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1300,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1301,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1302,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1303,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1304,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1305,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1306,MATT PACKARD,skipped,skipped,3,1
SP1307,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1308,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1309,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1310,RYAN MILLER,skipped,skipped,3,1
SP1311,MATT PACKARD,skipped,skipped,3,1
SP1312,RYAN MILLER,skipped,skipped,3,1
SP1313,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1314,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1316,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1317,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1318,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1319,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1320,MATT PACKARD,skipped,skipped,3,1
SP1321,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1322,MATT PACKARD,skipped,skipped,3,1
SP1323,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1324,MATT PACKARD,skipped,skipped,3,1
SP1325,MATT PACKARD,skipped,skipped,3,1
SP1326,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1327,MATT PACKARD,skipped,skipped,3,1
SP1328,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1329,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1331,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1332,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1333,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1334,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1335,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1336,MATT PACKARD,skipped,skipped,3,1
SP1337,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1338,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1339,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1340,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1341,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1342,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1343,MATT PACKARD,skipped,skipped,3,1
SP1344,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1345,MATT PACKARD,skipped,skipped,3,1
SP1346,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1347,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1348,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1349,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1350,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1351,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1352,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1353,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1354,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1355,MATTHEW NORMAN BRADLEY,skipped,skipped,3,1
SP1356,MATT PACKARD,skipped,skipped,3,1
SP1358,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1360,MATT PACKARD,skipped,skipped,3,1
SP1361,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1362,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1363,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1364,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1365,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1366,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1367,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1368,RYAN MILLER,skipped,skipped,3,1
SP1369,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1370,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1371,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1372,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1373,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1374,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1375,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1376,MATT PACKARD,skipped,skipped,3,1
SP1377,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1378,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1379,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1380,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1381,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1382,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1383,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1384,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1385,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1386,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1387,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1388,MATT PACKARD,skipped,skipped,3,1
SP1389,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1390,MATT PACKARD,skipped,skipped,3,1
SP1391,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1392,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1393,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1394,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1395,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1396,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1397,MATT PACKARD,skipped,skipped,3,1
SP1398,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1399,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1400,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1401,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1402,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1403,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1404,MATT PACKARD,skipped,skipped,3,1
SP1405,RYAN MILLER,skipped,skipped,3,1
SP1406,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1407,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1408,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1409,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1410,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1411,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1412,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1413,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1414,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1415,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1416,RYAN MILLER,skipped,skipped,3,1
SP1417,MATT PACKARD,skipped,skipped,3,1
SP1418,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1419,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1420,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1421,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1423,MATT PACKARD,skipped,skipped,3,1
SP1424,MATT PACKARD,skipped,skipped,3,1
SP1425,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1426,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1427,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1428,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1429,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1430,MATT PACKARD,skipped,skipped,3,1
SP1431,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1432,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1433,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1434,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1435,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1436,RYAN MILLER,MATT PACKARD,skipped,3,1
SP1437,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1438,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1439,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1440,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1441,MATT PACKARD,skipped,skipped,3,1
SP1442,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1443,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1444,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1445,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1446,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1447,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1448,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1449,MATT PACKARD,skipped,skipped,3,1
SP1450,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1451,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1452,MATT PACKARD,skipped,skipped,3,1
SP1453,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1454,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1455,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1456,MATT PACKARD,skipped,skipped,3,1
SP1457,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1458,MATT PACKARD,skipped,skipped,3,1
SP1459,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1460,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1461,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1462,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1463,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1464,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1465,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1466,RYAN MILLER,skipped,skipped,3,1
SP1467,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1468,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1469,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1470,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1471,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1472,MATT PACKARD,skipped,skipped,3,1
SP1473,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1474,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1475,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1477,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1478,MATT PACKARD,skipped,skipped,3,1
SP1479,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1480,MATT PACKARD,skipped,skipped,3,1
SP1481,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1482,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1483,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1484,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1485,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1486,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1487,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1488,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1489,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1490,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1491,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1492,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1493,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1494,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1495,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1497,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1498,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1499,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1500,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1501,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1502,MATT PACKARD,skipped,skipped,3,1
SP1503,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1504,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1505,MATT PACKARD,skipped,skipped,3,1
SP1506,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1508,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1509,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1510,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1511,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1512,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1513,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1514,MATT PACKARD,skipped,skipped,3,1
SP1515,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1516,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1517,MATT PACKARD,skipped,skipped,3,1
SP1518,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1519,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1520,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1521,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1522,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1523,RYAN MILLER,MATT PACKARD,skipped,3,1
SP1524,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1525,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1526,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1527,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1528,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1529,MATT PACKARD,skipped,skipped,3,1
SP1530,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1531,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1532,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1533,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1535,MATT PACKARD,skipped,skipped,3,1
SP1536,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1537,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1538,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1539,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1540,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1541,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1542,MATT PACKARD,skipped,skipped,3,1
SP1543,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1544,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1545,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1546,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1547,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1548,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1549,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1550,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1551,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1552,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1553,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1554,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1555,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1556,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1557,RYAN MILLER,skipped,skipped,3,1
SP1558,MATT PACKARD,skipped,skipped,3,1
SP1559,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1560,MATT PACKARD,skipped,skipped,3,1
SP1561,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1562,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1563,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1564,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1565,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1566,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1567,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1568,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1570,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1571,MATT PACKARD,skipped,skipped,3,1
SP1572,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1573,MATT PACKARD,skipped,skipped,3,1
SP1574,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1575,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1577,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1578,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1579,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1580,MATTHEW NORMAN BRADLEY,skipped,skipped,3,1
SP1581,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1582,MATT PACKARD,skipped,skipped,3,1
SP1583,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1584,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1585,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1586,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1587,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1588,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1590,RYAN MILLER,skipped,skipped,3,1
SP1591,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1592,RYAN MILLER,skipped,skipped,3,1
SP1593,MATT PACKARD,skipped,skipped,3,1
SP1594,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1595,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1596,MATT PACKARD,skipped,skipped,3,1
SP1597,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1598,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1599,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1600,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1601,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1602,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1603,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1604,RYAN MILLER,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1605,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1606,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1607,MATTHEW NORMAN BRADLEY,RYAN MILLER,skipped,3,1
SP1608,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1609,MATTHEW NORMAN BRADLEY,RYAN MILLER,skipped,3,1
SP1610,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1611,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1612,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1613,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1614,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1615,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1616,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1617,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1618,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1619,MATT PACKARD,RYAN MILLER,skipped,3,1
SP1620,RYAN MILLER,MATTHEW NORMAN BRADLEY,MATT PACKARD,3,1
SP1621,MATT PACKARD,skipped,skipped,3,1
SP1622,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1624,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1625,RYAN MILLER,skipped,skipped,3,1
SP1626,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1627,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1628,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1629,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1630,MATT PACKARD,skipped,skipped,3,1
SP1631,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1632,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1633,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
SP1634,MATT PACKARD,skipped,skipped,3,1
SP1635,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1636,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1637,MATTHEW NORMAN BRADLEY,MATT PACKARD,RYAN MILLER,3,1
SP1638,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1639,MATT PACKARD,MATTHEW NORMAN BRADLEY,RYAN MILLER,3,1
SP1640,MATT PACKARD,MATTHEW NORMAN BRADLEY,skipped,3,1
SP1641,RYAN MILLER,MATT PACKARD,MATTHEW NORMAN BRADLEY,3,1
SP1642,MATT PACKARD,RYAN MILLER,MATTHEW NORMAN BRADLEY,3,1
SP1643,MATTHEW NORMAN BRADLEY,RYAN MILLER,MATT PACKARD,3,1
