Vote,rank1,rank2,rank3,rank4,rank5,rank6,Num cands,Num seats
UC103,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC104,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC105,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC106,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC107,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC108,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,6,2
UC109,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,6,2
UC110,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC111,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC112,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC113,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC114,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC115,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
UC116,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC117,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC118,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC119,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
UC120,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
UC121,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC122,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
UC123,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC124,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC125,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC126,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC127,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC128,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,6,2
UC129,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC130,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC131,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC132,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC133,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,skipped,6,2
UC134,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
UC135,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC136,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC137,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC138,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC139,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC140,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
UC141,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC142,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC143,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC144,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
UC145,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
UC146,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC147,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC148,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,6,2
UC149,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
UC150,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,6,2
UC151,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
UC152,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,6,2
UC153,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC154,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,6,2
UC155,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC156,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC157,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC158,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
UC159,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
UC160,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC161,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
UC163,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC164,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,skipped,6,2
UC165,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC166,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC167,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC168,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC169,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,6,2
UC170,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,6,2
UC171,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
UC172,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC173,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
UC174,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,6,2
UC175,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
UC176,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
UC177,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
UC178,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC179,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC180,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC181,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC182,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC183,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,6,2
UC184,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
UC185,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC186,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped,6,2
UC187,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,6,2
UC188,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC189,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC190,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC191,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC192,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC193,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC194,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC195,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC196,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC197,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,6,2
UC198,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC199,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC200,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,6,2
UC201,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC202,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,6,2
UC203,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC204,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC205,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC206,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
UC207,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC208,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC209,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC210,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC212,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC213,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
UC214,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC215,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC216,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,6,2
UC217,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
UC218,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
UC219,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC220,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC221,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC222,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC223,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC224,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,6,2
UC225,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC226,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC227,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC228,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC229,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,6,2
UC230,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC231,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC232,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
UC233,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,6,2
UC234,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC235,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC236,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
UC237,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,6,2
UC238,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC239,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC240,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC241,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC242,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC243,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC244,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC245,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,6,2
UC246,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC247,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC248,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC249,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,6,2
UC251,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC252,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,6,2
UC253,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC255,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
UC256,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC257,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC258,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC259,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC260,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC261,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC262,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,6,2
UC263,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC264,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC265,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC266,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC267,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC268,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,6,2
UC269,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC270,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,6,2
UC271,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC272,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC273,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
UC274,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,6,2
UC275,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,6,2
UC276,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC277,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC278,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC279,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC280,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC281,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC282,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
UC283,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,6,2
UC284,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC285,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC286,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC287,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC288,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC289,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC290,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC291,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC292,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC293,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC294,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC295,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC296,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
UC297,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC298,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC299,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,6,2
UC300,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,6,2
UC301,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC302,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC303,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC304,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,6,2
UC305,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC306,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
UC307,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,6,2
UC308,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped,6,2
UC309,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,6,2
UC310,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,6,2
UC311,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC312,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC313,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,6,2
UC314,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC315,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,6,2
UC316,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,6,2
UC317,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,6,2
UC318,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC320,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC321,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC322,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,6,2
UC323,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC324,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,6,2
UC325,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,6,2
UC326,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC327,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,6,2
UC328,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,6,2
UC329,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,6,2
UC330,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,6,2
UC331,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,6,2
