Index,rank1,rank2,rank3,Num cands,Num seats
VI350,JULIE FULLMER,skipped,skipped,3,1
VI351,JULIE FULLMER,skipped,skipped,3,1
VI352,JULIE FULLMER,skipped,skipped,3,1
VI353,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI354,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI355,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI356,JULIE FULLMER,skipped,skipped,3,1
VI357,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI358,JULIE FULLMER,skipped,skipped,3,1
VI359,JULIE FULLMER,skipped,skipped,3,1
VI360,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI361,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI362,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI363,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI364,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI365,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI366,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI367,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI368,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI369,JULIE FULLMER,skipped,skipped,3,1
VI370,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI371,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,3,1
VI372,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI373,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI374,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI375,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI376,JULIE FULLMER,skipped,skipped,3,1
VI377,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI378,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI379,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI380,JULIE FULLMER,skipped,skipped,3,1
VI381,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI382,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI383,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI384,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI385,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI386,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI387,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI388,JULIE FULLMER,skipped,skipped,3,1
VI389,JULIE FULLMER,skipped,skipped,3,1
VI390,JULIE FULLMER,skipped,skipped,3,1
VI391,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI392,MARC BRIMHALL,MARIA GUADALUPE CANE,skipped,3,1
VI393,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI394,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI395,JULIE FULLMER,skipped,skipped,3,1
VI396,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI397,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI398,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI399,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI400,JULIE FULLMER,skipped,skipped,3,1
VI401,JULIE FULLMER,skipped,skipped,3,1
VI402,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI403,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI404,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI405,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI406,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI407,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI408,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI409,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI410,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI411,JULIE FULLMER,skipped,skipped,3,1
VI412,JULIE FULLMER,skipped,skipped,3,1
VI413,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI414,JULIE FULLMER,skipped,skipped,3,1
VI415,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI416,JULIE FULLMER,skipped,skipped,3,1
VI417,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,3,1
VI418,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI419,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI420,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI421,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI422,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI423,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI424,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI425,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI426,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI427,JULIE FULLMER,skipped,skipped,3,1
VI428,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI429,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI430,JULIE FULLMER,skipped,skipped,3,1
VI431,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI432,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI433,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI434,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI435,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI436,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI437,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI438,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI439,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI440,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI441,JULIE FULLMER,skipped,skipped,3,1
VI442,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI443,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI444,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI445,JULIE FULLMER,skipped,skipped,3,1
VI446,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI447,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI448,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI449,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI450,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI451,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI452,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI453,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI454,JULIE FULLMER,skipped,skipped,3,1
VI455,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI456,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI457,JULIE FULLMER,skipped,skipped,3,1
VI458,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI459,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI460,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI461,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI462,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI463,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI464,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI465,JULIE FULLMER,skipped,skipped,3,1
VI466,MARC BRIMHALL,JULIE FULLMER,skipped,3,1
VI467,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI468,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI469,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI470,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI471,JULIE FULLMER,skipped,skipped,3,1
VI472,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI473,JULIE FULLMER,skipped,skipped,3,1
VI474,JULIE FULLMER,skipped,skipped,3,1
VI475,JULIE FULLMER,skipped,skipped,3,1
VI476,JULIE FULLMER,skipped,skipped,3,1
VI477,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI478,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI479,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI480,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI481,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI482,JULIE FULLMER,skipped,skipped,3,1
VI483,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI484,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI485,JULIE FULLMER,skipped,skipped,3,1
VI486,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI487,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI488,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI489,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI490,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI491,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI492,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI493,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI494,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI495,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI496,JULIE FULLMER,skipped,skipped,3,1
VI497,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI498,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI499,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI500,JULIE FULLMER,skipped,skipped,3,1
VI501,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI502,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI503,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI504,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI505,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI506,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI507,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI508,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI509,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI510,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI511,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI512,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,3,1
VI513,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI514,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI515,JULIE FULLMER,skipped,skipped,3,1
VI516,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI517,JULIE FULLMER,skipped,skipped,3,1
VI518,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,3,1
VI519,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI520,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI521,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI522,JULIE FULLMER,skipped,skipped,3,1
VI523,JULIE FULLMER,skipped,skipped,3,1
VI524,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI525,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI526,JULIE FULLMER,skipped,skipped,3,1
VI527,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,3,1
VI528,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI529,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI530,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI531,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI532,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI533,JULIE FULLMER,skipped,skipped,3,1
VI534,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI535,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI536,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI537,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI538,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI539,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI540,JULIE FULLMER,skipped,skipped,3,1
VI541,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI542,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI543,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI544,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI545,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI546,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI547,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI548,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI549,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI550,JULIE FULLMER,skipped,skipped,3,1
VI551,MARIA GUADALUPE CANE,MARC BRIMHALL,JULIE FULLMER,3,1
VI552,JULIE FULLMER,skipped,skipped,3,1
VI553,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI554,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI555,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI556,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI557,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI558,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI559,JULIE FULLMER,skipped,skipped,3,1
VI560,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI561,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI562,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI563,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI564,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI565,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI566,JULIE FULLMER,skipped,skipped,3,1
VI567,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI568,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI569,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI570,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI571,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI572,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI573,MARC BRIMHALL,skipped,skipped,3,1
VI574,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI575,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI576,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI577,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI578,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI579,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI580,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI581,JULIE FULLMER,skipped,skipped,3,1
VI582,JULIE FULLMER,skipped,skipped,3,1
VI583,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI584,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI585,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI586,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI587,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI588,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI589,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI590,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI591,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI592,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI593,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI594,JULIE FULLMER,skipped,skipped,3,1
VI595,JULIE FULLMER,skipped,skipped,3,1
VI596,JULIE FULLMER,skipped,skipped,3,1
VI597,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI598,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI599,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI600,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI601,JULIE FULLMER,skipped,skipped,3,1
VI602,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI603,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI604,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI605,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI606,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI607,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI608,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI609,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI610,JULIE FULLMER,skipped,skipped,3,1
VI611,JULIE FULLMER,skipped,skipped,3,1
VI612,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI613,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI614,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI615,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI616,JULIE FULLMER,skipped,skipped,3,1
VI617,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI618,JULIE FULLMER,skipped,skipped,3,1
VI619,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI620,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI621,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI622,MARC BRIMHALL,skipped,skipped,3,1
VI623,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI624,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI625,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI626,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI627,JULIE FULLMER,skipped,skipped,3,1
VI628,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI629,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI630,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI631,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI632,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI633,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI634,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI635,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI636,JULIE FULLMER,skipped,skipped,3,1
VI637,MARIA GUADALUPE CANE,JULIE FULLMER,MARC BRIMHALL,3,1
VI638,JULIE FULLMER,skipped,skipped,3,1
VI639,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI640,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI641,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI642,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI643,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI644,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI645,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI646,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI647,JULIE FULLMER,skipped,skipped,3,1
VI648,JULIE FULLMER,skipped,skipped,3,1
VI649,JULIE FULLMER,skipped,skipped,3,1
VI650,JULIE FULLMER,skipped,skipped,3,1
VI651,JULIE FULLMER,skipped,skipped,3,1
VI652,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI653,JULIE FULLMER,skipped,skipped,3,1
VI654,JULIE FULLMER,skipped,skipped,3,1
VI655,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI656,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI657,JULIE FULLMER,skipped,skipped,3,1
VI658,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI659,JULIE FULLMER,skipped,skipped,3,1
VI660,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI661,JULIE FULLMER,skipped,skipped,3,1
VI662,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI663,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI664,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI665,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI666,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI667,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI668,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI669,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI670,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI671,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI672,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI673,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI674,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI675,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI676,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI677,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI678,MARC BRIMHALL,MARIA GUADALUPE CANE,JULIE FULLMER,3,1
VI679,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI680,JULIE FULLMER,skipped,skipped,3,1
VI681,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI682,MARIA GUADALUPE CANE,JULIE FULLMER,skipped,3,1
VI683,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI684,JULIE FULLMER,skipped,skipped,3,1
VI685,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI686,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI687,JULIE FULLMER,skipped,skipped,3,1
VI688,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI689,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI690,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI691,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI692,JULIE FULLMER,skipped,skipped,3,1
VI693,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI694,JULIE FULLMER,skipped,skipped,3,1
VI695,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI696,JULIE FULLMER,skipped,skipped,3,1
VI697,JULIE FULLMER,MARC BRIMHALL,skipped,3,1
VI698,JULIE FULLMER,MARC BRIMHALL,MARIA GUADALUPE CANE,3,1
VI699,JULIE FULLMER,skipped,skipped,3,1
VI700,JULIE FULLMER,skipped,skipped,3,1
VI701,MARC BRIMHALL,JULIE FULLMER,MARIA GUADALUPE CANE,3,1
VI702,JULIE FULLMER,skipped,skipped,3,1
VI703,JULIE FULLMER,skipped,skipped,3,1
VI704,JULIE FULLMER,MARIA GUADALUPE CANE,MARC BRIMHALL,3,1
VI705,JULIE FULLMER,skipped,skipped,3,1
