Index,rank1,rank2,rank3,Num cands,Num seats
WH43,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH44,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH45,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH46,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH47,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH48,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH49,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH50,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH51,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH52,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH53,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH54,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH55,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH56,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH57,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH58,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH59,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH60,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH61,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH62,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH63,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH64,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH65,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH66,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH67,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH68,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH69,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH70,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH71,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH72,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH73,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH74,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH75,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH76,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH77,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH78,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH79,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH80,MIKE LAURITZEN,skipped,skipped,3,1
WH81,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH82,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH83,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH84,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH85,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH86,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH87,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH88,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH89,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH90,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH91,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH92,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH93,MIKE LAURITZEN,skipped,skipped,3,1
WH94,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH95,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH96,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH97,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH98,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH99,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH100,MIKE LAURITZEN,skipped,skipped,3,1
WH101,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH102,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH103,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH104,BRENT WINDER,skipped,skipped,3,1
WH105,MIKE LAURITZEN,skipped,skipped,3,1
WH106,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH107,MIKE LAURITZEN,skipped,skipped,3,1
WH108,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH109,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH110,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH111,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH112,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH114,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH115,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH116,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH117,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH118,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH119,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH120,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH121,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH122,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH123,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH124,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH125,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH126,BRENT WINDER,skipped,skipped,3,1
WH127,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH128,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH129,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH130,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH131,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH132,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH133,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH134,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH135,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH136,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH137,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH138,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH139,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH140,MIKE LAURITZEN,skipped,skipped,3,1
WH141,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH142,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH143,BENJAMIN J HILLYARD,MIKE LAURITZEN,skipped,3,1
WH144,BRENT WINDER,skipped,skipped,3,1
WH145,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH146,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH147,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH148,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH149,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH150,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH151,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH152,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH153,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH154,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH155,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH156,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH157,BRENT WINDER,skipped,skipped,3,1
WH158,MIKE LAURITZEN,skipped,skipped,3,1
WH159,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH160,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH161,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH162,MIKE LAURITZEN,skipped,skipped,3,1
WH163,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH164,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH165,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH166,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH167,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH168,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH169,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH170,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH171,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH172,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH173,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH174,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH175,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH176,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH177,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH178,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH179,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH180,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH181,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH182,MIKE LAURITZEN,skipped,skipped,3,1
WH183,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH184,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH185,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH186,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH187,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH188,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH189,MIKE LAURITZEN,skipped,skipped,3,1
WH190,MIKE LAURITZEN,skipped,skipped,3,1
WH191,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH192,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH193,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH194,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH195,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH196,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH197,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH198,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH199,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH200,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH201,BRENT WINDER,skipped,skipped,3,1
WH202,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH203,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH204,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH205,MIKE LAURITZEN,skipped,skipped,3,1
WH206,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH207,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH208,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH209,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH210,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH212,MIKE LAURITZEN,skipped,skipped,3,1
WH214,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH215,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH216,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH217,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH218,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH219,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH220,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH221,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH222,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH223,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH224,BRENT WINDER,skipped,skipped,3,1
WH225,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH226,MIKE LAURITZEN,skipped,skipped,3,1
WH227,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH228,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH229,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH230,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH231,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH232,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH233,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH234,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH235,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH236,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH237,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH238,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH239,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH240,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH241,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH242,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH243,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH244,MIKE LAURITZEN,skipped,skipped,3,1
WH245,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH246,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH247,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH248,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH249,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH250,BRENT WINDER,skipped,skipped,3,1
WH251,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH252,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH253,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH254,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH255,BRENT WINDER,skipped,skipped,3,1
WH256,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH257,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH258,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH259,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH260,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH261,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH262,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH263,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH264,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH265,MIKE LAURITZEN,skipped,skipped,3,1
WH266,BRENT WINDER,skipped,skipped,3,1
WH267,MIKE LAURITZEN,skipped,skipped,3,1
WH268,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH269,BRENT WINDER,skipped,skipped,3,1
WH270,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH271,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH272,BRENT WINDER,skipped,skipped,3,1
WH273,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH274,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH275,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH276,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH277,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH278,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH279,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH280,BRENT WINDER,skipped,skipped,3,1
WH281,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH282,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH283,MIKE LAURITZEN,skipped,skipped,3,1
WH284,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH285,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH286,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH287,BRENT WINDER,skipped,skipped,3,1
WH288,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH289,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH290,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH291,BRENT WINDER,skipped,skipped,3,1
WH292,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH293,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH294,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH295,MIKE LAURITZEN,BRENT WINDER,skipped,3,1
WH296,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH297,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH298,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH299,BRENT WINDER,skipped,skipped,3,1
WH300,BRENT WINDER,skipped,skipped,3,1
WH301,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH302,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH303,MIKE LAURITZEN,skipped,skipped,3,1
WH304,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH305,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH306,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH307,BRENT WINDER,skipped,skipped,3,1
WH308,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH309,MIKE LAURITZEN,skipped,skipped,3,1
WH310,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH311,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH312,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH313,BRENT WINDER,skipped,skipped,3,1
WH314,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH315,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH316,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH317,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
WH318,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH319,MIKE LAURITZEN,skipped,skipped,3,1
WH320,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH321,MIKE LAURITZEN,skipped,skipped,3,1
WH322,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH323,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH324,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH325,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH326,BENJAMIN J HILLYARD,BRENT WINDER,MIKE LAURITZEN,3,1
WH327,BENJAMIN J HILLYARD,BRENT WINDER,skipped,3,1
WH328,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH329,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH330,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH331,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH332,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH333,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH334,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH335,MIKE LAURITZEN,BRENT WINDER,BENJAMIN J HILLYARD,3,1
WH336,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH337,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH338,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH339,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH340,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH341,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH342,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH343,MIKE LAURITZEN,skipped,skipped,3,1
WH344,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH345,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH346,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH347,BENJAMIN J HILLYARD,skipped,skipped,3,1
WH348,BRENT WINDER,MIKE LAURITZEN,skipped,3,1
WH349,BENJAMIN J HILLYARD,MIKE LAURITZEN,BRENT WINDER,3,1
WH350,BRENT WINDER,MIKE LAURITZEN,BENJAMIN J HILLYARD,3,1
WH351,BRENT WINDER,BENJAMIN J HILLYARD,MIKE LAURITZEN,3,1
WH352,MIKE LAURITZEN,skipped,skipped,3,1
WH353,BRENT WINDER,skipped,skipped,3,1
WH354,MIKE LAURITZEN,BENJAMIN J HILLYARD,BRENT WINDER,3,1
WH355,BRENT WINDER,skipped,skipped,3,1
WH356,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH357,BRENT WINDER,BENJAMIN J HILLYARD,skipped,3,1
WH358,MIKE LAURITZEN,BENJAMIN J HILLYARD,skipped,3,1
