voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
1,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
2,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
3,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
4,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
5,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
6,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
7,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
8,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
9,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
10,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
11,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
12,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
13,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
14,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
15,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
16,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
17,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
18,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
19,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
20,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
21,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
22,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
23,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
24,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
25,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
26,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
27,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
28,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
29,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
30,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
31,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
32,Bill FERNIE (Ind),skipped,skipped,skipped,skipped,3,5
