country,file_name,num_voters,num_cands,num_seats,no_skipped,one_skipped,two_skipped,three_skipped
civs,6a81223b52.csv,330,115.0,1.0,321,4,0,1
civs,18ec2b109e.csv,31,4.0,1.0,31,0,0,0
civs,c9cfe06df1.csv,402,3.0,1.0,402,0,0,0
civs,386612022d.csv,35,12.0,1.0,35,0,0,0
civs,cb46063882.csv,31,4.0,1.0,30,0,1,0
civs,9fe2bd2aa2.csv,32,3.0,1.0,32,0,0,0
civs,4ecbced463.csv,31,6.0,1.0,31,0,0,0
civs,3bade31e1e.csv,34,4.0,1.0,34,0,0,0
civs,30f43968a1.csv,344,7.0,1.0,344,0,0,0
civs,97fbe90e76.csv,72,15.0,1.0,72,0,0,0
civs,e8cda228bd.csv,83,10.0,1.0,83,0,0,0
civs,e62b745563.csv,44,11.0,1.0,44,0,0,0
civs,c2a77a299c.csv,81,5.0,1.0,81,0,0,0
civs,36ba20b126.csv,33,18.0,Unknown,33,0,0,0
civs,0281705aec.csv,53,6.0,1.0,53,0,0,0
civs,ddc646aac4.csv,31,14.0,1.0,31,0,0,0
civs,7ae41d855a.csv,46,6.0,1.0,46,0,0,0
civs,f88ab32742.csv,92,21.0,1.0,79,1,1,2
civs,2661813c3b.csv,109,40.0,1.0,109,0,0,0
civs,c510553732.csv,33,6.0,1.0,33,0,0,0
civs,103bc6b8f2.csv,39,8.0,1.0,39,0,0,0
civs,bb44cd6000.csv,35,10.0,1.0,33,1,0,1
civs,3e1a054670.csv,44,11.0,1.0,44,0,0,0
civs,54874866b6.csv,82,50.0,1.0,82,0,0,0
civs,141e9a4d25.csv,175,19.0,1.0,33,1,3,0
civs,ec8f00cb00.csv,33,4.0,1.0,33,0,0,0
civs,9f3ebaa750.csv,41,7.0,1.0,41,0,0,0
civs,76428d3dd8.csv,272,4.0,1.0,263,4,3,2
civs,1d0b5b9859.csv,105,3.0,1.0,105,0,0,0
civs,167d5c17cc.csv,35,4.0,1.0,35,0,0,0
civs,33cecc12cd.csv,37,4.0,1.0,37,0,0,0
civs,ece1835742.csv,2310,5.0,1.0,2310,0,0,0
civs,14913a1880.csv,701,13.0,1.0,701,0,0,0
civs,b41ee19faa.csv,40,4.0,1.0,40,0,0,0
civs,5e18be2053.csv,44,4.0,1.0,44,0,0,0
civs,6d15c6a767.csv,37,10.0,1.0,37,0,0,0
civs,5deda8de9e.csv,44,5.0,1.0,44,0,0,0
civs,91d5af80b2.csv,112,6.0,1.0,96,4,5,3
civs,f8061c72a7.csv,86,5.0,1.0,86,0,0,0
civs,dd3348e2bf.csv,277,11.0,1.0,224,4,15,10
civs,3d2f6ae8ca.csv,88,26.0,1.0,88,0,0,0
civs,5df1f0c64e.csv,42,6.0,1.0,42,0,0,0
civs,f0b58ef943.csv,31,16.0,Unknown,31,0,0,0
civs,b17de76666.csv,46,4.0,1.0,46,0,0,0
civs,106143579b.csv,38,3.0,1.0,38,0,0,0
civs,a80989a462.csv,105,7.0,Unknown,105,0,0,0
civs,29fd964d25.csv,48,6.0,1.0,47,0,1,0
civs,a9cc09e005.csv,41,8.0,1.0,39,1,1,0
civs,ba21f2709d.csv,90,3.0,1.0,90,0,0,0
civs,0b06399990.csv,120,11.0,1.0,120,0,0,0
civs,ecfee6c155.csv,49,6.0,1.0,49,0,0,0
civs,ded47c1ac2.csv,114,18.0,1.0,114,0,0,0
civs,563b7f41a3.csv,126,8.0,Unknown,126,0,0,0
civs,ba1e9a8100.csv,39,105.0,1.0,39,0,0,0
civs,68d3bcf71e.csv,75,8.0,1.0,75,0,0,0
civs,2478a6eac2.csv,513,9.0,1.0,468,18,8,9
civs,288eecca2e.csv,107,7.0,1.0,103,0,2,0
civs,967dc7a9cd.csv,35,10.0,1.0,35,0,0,0
civs,8011641884.csv,35,23.0,1.0,35,0,0,0
civs,374b325c68.csv,38,21.0,1.0,38,0,0,0
civs,e3794bad55.csv,33,16.0,1.0,33,0,0,0
civs,a1712997da.csv,48,3.0,1.0,48,0,0,0
civs,a784402b48.csv,83,12.0,1.0,83,0,0,0
civs,daca76964f.csv,266,8.0,1.0,266,0,0,0
civs,6cf8f2aacf.csv,83,12.0,1.0,83,0,0,0
civs,147f354870.csv,138,7.0,1.0,138,0,0,0
civs,a3f209a6f1.csv,51,22.0,1.0,51,0,0,0
civs,ca232cf069.csv,43,132.0,1.0,43,0,0,0
civs,9d07a69841.csv,35,5.0,1.0,35,0,0,0
civs,ff2c93008b.csv,103,3.0,1.0,103,0,0,0
civs,4e16af80df.csv,35,12.0,1.0,35,0,0,0
civs,419f4e3e2b.csv,31,40.0,1.0,29,0,0,0
civs,c49566b3eb.csv,109,5.0,1.0,109,0,0,0
civs,746a5593e6.csv,111,9.0,1.0,111,0,0,0
civs,0e0906a3a3.csv,44,11.0,1.0,44,0,0,0
civs,da7891d195.csv,41,12.0,1.0,41,0,0,0
civs,d62df293f6.csv,53,11.0,1.0,53,0,0,0
civs,a42a6e65f6.csv,61,5.0,1.0,61,0,0,0
civs,8f319a61a7.csv,208,6.0,Unknown,208,0,0,0
civs,442e5389ec.csv,35,4.0,Unknown,35,0,0,0
civs,19e5289dd4.csv,160,3.0,1.0,160,0,0,0
civs,74a7363946.csv,41,9.0,1.0,41,0,0,0
civs,40f24277c8.csv,36,7.0,1.0,36,0,0,0
civs,b958edca21.csv,70,3.0,1.0,70,0,0,0
