file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith,smith_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blacktown.csv,5,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1,ROBERTSON John,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Clarence.csv,8,WILLIAMSON Richie,1,WILLIAMSON Richie,1,WILLIAMSON Richie,1,WILLIAMSON Richie,1,WILLIAMSON Richie,1,ANKERSMIT Leon,2,ANKERSMIT Leon,2,ANKERSMIT Leon,2,ANKERSMIT Leon,2,ANKERSMIT Leon,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oatley.csv,5,COURE Mark,1,COURE Mark,1,COURE Mark,1,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2,AMBIHAIPAHAR Ash,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Pittwater.csv,5,AMON Roderick (Rory),1,AMON Roderick (Rory),1,AMON Roderick (Rory),1,SCRUBY Jacqui,2,SCRUBY Jacqui,2,SCRUBY Jacqui,2,SCRUBY Jacqui,2,SCRUBY Jacqui,2,SCRUBY Jacqui,2,SCRUBY Jacqui,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Riverstone.csv,6,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1,KIRBY Warren,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Tamworth.csv,8,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Rockdale.csv,4,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Northern Tablelands.csv,10,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Bega.csv,7,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Coogee.csv,6,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1,O'NEILL Marjorie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Davidson.csv,5,CROSS Matt,1,CROSS Matt,1,CROSS Matt,1,CROSS Matt,1,CROSS Matt,1,EDELSTEIN Karyn,2,EDELSTEIN Karyn,2,EDELSTEIN Karyn,2,EDELSTEIN Karyn,2,EDELSTEIN Karyn,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Blacktown.csv,7,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1,BALI Stephen,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Auburn.csv,6,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1,VOLTZ Lynda,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newtown.csv,4,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Londonderry.csv,5,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Castle Hill.csv,6,HODGES Mark,1,HODGES Mark,1,HODGES Mark,1,HODGES Mark,1,HODGES Mark,1,CARTWRIGHT Tina,2,CARTWRIGHT Tina,2,CARTWRIGHT Tina,2,CARTWRIGHT Tina,2,CARTWRIGHT Tina,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Balmain.csv,5,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1,SHETTY Kobi,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data The Entrance.csv,6,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1,MEHAN David,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wyong.csv,5,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Parramatta.csv,5,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1,DAVIS Donna,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Camden.csv,5,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1,QUINNELL Sally,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Miranda.csv,5,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,EARLE Simon,2,EARLE Simon,2,EARLE Simon,2,EARLE Simon,2,EARLE Simon,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Sydney.csv,5,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Leppington.csv,5,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1,HAGARTY Nathan,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Murray.csv,10,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1,DALTON Helen,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,4,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1,WILKINSON Kylie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Orange.csv,8,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1,DONATO Philip,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Blue Mountains.csv,6,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Swansea.csv,5,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Charlestown.csv,4,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wahroonga.csv,5,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,ABEDINI Parsia,2,ABEDINI Parsia,2,ABEDINI Parsia,2,ABEDINI Parsia,2,ABEDINI Parsia,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Summer Hill.csv,5,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cronulla.csv,6,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,CONSTANCE Paul,2,CONSTANCE Paul,2,CONSTANCE Paul,2,CONSTANCE Paul,2,CONSTANCE Paul,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Myall Lakes.csv,6,THOMPSON Tanya,1,THOMPSON Tanya,1,THOMPSON Tanya,1,THOMPSON Tanya,1,THOMPSON Tanya,1,BENDALL Jason,2,BENDALL Jason,2,BENDALL Jason,2,BENDALL Jason,2,BENDALL Jason,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data South Coast.csv,6,SIKORA Luke,1,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2,BUTLER Liza,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lake Macquarie.csv,6,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,5,WARD Gareth,1,WARD Gareth,1,WARD Gareth,1,McINERNEY Katelin,2,McINERNEY Katelin,2,McINERNEY Katelin,2,McINERNEY Katelin,2,McINERNEY Katelin,2,McINERNEY Katelin,2,McINERNEY Katelin,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Gosford.csv,7,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1,TESCH Liesl,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Shellharbour.csv,7,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Fairfield.csv,7,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1,SALIBA David,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Port Macquarie.csv,8,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Strathfield.csv,5,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Epping.csv,6,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,MASCARENHAS Alan,2,MASCARENHAS Alan,2,MASCARENHAS Alan,2,MASCARENHAS Alan,2,MASCARENHAS Alan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,7,OVERALL Nichole,1,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2,WHAN Steven,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,7,AYRES Stuart,1,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Barwon.csv,8,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1,BUTLER Roy,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Vaucluse.csv,7,SLOANE Kellie,1,SLOANE Kellie,1,SLOANE Kellie,1,SLOANE Kellie,1,SLOANE Kellie,1,FREYER Karen,2,FREYER Karen,2,FREYER Karen,2,FREYER Karen,2,FREYER Karen,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kogarah.csv,4,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Mount Druitt.csv,4,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,6,SMITH Nathaniel,1,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2,HANNAN Judy,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Liverpool.csv,6,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1,KALIYANDA Charishma,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Maitland.csv,7,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,5,TUCKERMAN Wendy,1,TUCKERMAN Wendy,1,TUCKERMAN Wendy,1,PILBROW Michael,2,TUCKERMAN Wendy,1,PILBROW Michael,2,PILBROW Michael,2,PILBROW Michael,2,PILBROW Michael,2,PILBROW Michael,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Upper Hunter.csv,7,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,WATSON Peree,2,WATSON Peree,2,WATSON Peree,2,WATSON Peree,2,WATSON Peree,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cabramatta.csv,6,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1,VO Tri,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Hornsby.csv,8,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,HOILE Melissa,2,HOILE Melissa,2,HOILE Melissa,2,HOILE Melissa,2,HOILE Melissa,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Badgerys Creek.csv,5,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Campbelltown.csv,8,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Willoughby.csv,5,JAMES Tim,1,JAMES Tim,1,JAMES Tim,1,PENN Larissa,2,JAMES Tim,1,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Heffron.csv,7,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kellyville.csv,5,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,KARKI Alex,2,KARKI Alex,2,KARKI Alex,2,KARKI Alex,2,KARKI Alex,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Drummoyne.csv,4,DI PASQUA Stephanie,1,DI PASQUA Stephanie,1,DI PASQUA Stephanie,1,LITTLE Julia,2,LITTLE Julia,2,LITTLE Julia,2,LITTLE Julia,2,LITTLE Julia,2,LITTLE Julia,2,LITTLE Julia,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Heathcote.csv,6,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1,STUART Maryanne,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oxley.csv,7,KEMP Michael,1,KEMP Michael,1,KEMP Michael,1,KEMP Michael,1,KEMP Michael,1,VIGORS Gregory,2,VIGORS Gregory,2,VIGORS Gregory,2,VIGORS Gregory,2,VIGORS Gregory,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Hawkesbury.csv,8,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,KOTLASH Amanda,2,KOTLASH Amanda,2,KOTLASH Amanda,2,KOTLASH Amanda,2,KOTLASH Amanda,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Coffs Harbour.csv,7,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,JUDGE Tony,2,JUDGE Tony,2,JUDGE Tony,2,JUDGE Tony,2,JUDGE Tony,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Maroubra.csv,6,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cessnock.csv,7,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Winston Hills.csv,4,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,PANDEY Sameer,2,PANDEY Sameer,2,PANDEY Sameer,2,PANDEY Sameer,2,PANDEY Sameer,2,PANDEY Sameer,2,PANDEY Sameer,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Bathurst.csv,8,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data North Shore.csv,7,WILSON Felicity,1,WILSON Felicity,1,WILSON Felicity,1,WILSON Felicity,1,WILSON Felicity,1,CONWAY Helen,2,CONWAY Helen,2,CONWAY Helen,2,CONWAY Helen,2,CONWAY Helen,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wagga Wagga.csv,7,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lane Cove.csv,5,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,DAVIDSON Victoria,3,DAVIDSON Victoria,3,DAVIDSON Victoria,3,DAVIDSON Victoria,3,DAVIDSON Victoria,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Dubbo.csv,6,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,BLACK Josh,2,BLACK Josh,2,BLACK Josh,2,BLACK Josh,2,BLACK Josh,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lismore.csv,8,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1,SAFFIN Janelle,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Tweed.csv,6,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ballina.csv,5,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1,SMITH Tamara,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,5,LANE Jordan,1,LANE Jordan,1,LANE Jordan,1,HOWISON Lyndal,2,HOWISON Lyndal,2,HOWISON Lyndal,2,HOWISON Lyndal,2,HOWISON Lyndal,2,HOWISON Lyndal,2,HOWISON Lyndal,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Keira.csv,4,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Canterbury.csv,6,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Granville.csv,6,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1
