file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank
raw_data/scotland/processed_data/edinburgh12-ballots/Southside_NewingtonWard_edinburgh12-15.csv,9,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1,['Steve BURGESS(Grn)'],1
raw_data/scotland/processed_data/edinburgh12-ballots/InverleithWard_edinburgh12-05.csv,8,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,['Lesley HINDS(Lab)'],1,"['John YOUNG (SNP)', 'Tim MCKAY(LD)', 'Iain WHYTE (Con)', 'Lesley HINDS(Lab)', 'Scott DOUGLAS(Con)', 'Nigel BAGSHAW(Grn)', 'Gavin BARRIE(SNP)']",multiple,['Lesley HINDS(Lab)'],1
raw_data/scotland/processed_data/edinburgh12-ballots/Portobello_CraigmillarWard_edinburgh12-17.csv,9,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1,['Maureen CHILD(Lab)'],1
raw_data/scotland/processed_data/edinburgh12-ballots/Colinton_FairmileheadWard_edinburgh12-08.csv,8,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1,['Jason Geoffrey RUST (Con)'],1
raw_data/scotland/processed_data/edinburgh12-ballots/Corstorphine_MurrayfieldWard_edinburgh12-06.csv,7,['Jeremy Ross BALFOUR(Con)'],1,['Paul EDIE(LD)'],3,['Jeremy Ross BALFOUR(Con)'],1,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Jeremy Ross BALFOUR(Con)'],1,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,['Paul EDIE(LD)'],3,"['Paul EDIE(LD)', 'Jeremy Ross BALFOUR(Con)', 'Tom MCINALLY (Lab)', 'Frank ROSS (SNP)']",multiple,['Paul EDIE(LD)'],3
raw_data/scotland/processed_data/midlothian12-ballots/MidlothianWes0_midlothian12-04_cleaned.csv,10,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,['Andrew COVENTR (SNP)'],1,"['Alex JONE (Lab)', 'Andrew COVENTR (SNP)', 'Owen THOMPSO (SNP)', 'Russell IMRI (Lab)']",multiple,['Andrew COVENTR (SNP)'],1
raw_data/scotland/processed_data/midlothian12-ballots/Penicui_midlothian12-01_cleaned.csv,7,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1,['Derek ROSI (SNP)'],1
raw_data/scotland/processed_data/midlothian12-ballots/Dalkeit0_midlothian12-03_cleaned.csv,8,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1,['Alex BENNET (Lab)'],1
raw_data/scotland/processed_data/midlothian12-ballots/MidlothianSout0_midlothian12-06_cleaned.csv,6,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1,['Jim MUIRHEA (Lab)'],1
raw_data/scotland/processed_data/midlothian12-ballots/Bonnyrig0_midlothian12-02_cleaned.csv,8,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,['Derek MILLIGA (Lab)'],1,"['Louie MILLIKE (Lab)', 'Bob CONSTABL (SNP)', 'Derek MILLIGA (Lab)']",multiple,['Derek MILLIGA (Lab)'],1
raw_data/scotland/processed_data/midlothian12-ballots/MidlothianEas0_midlothian12-05_cleaned.csv,8,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,['Lisa BEATTI (SNP)'],1,"['Lisa BEATTI (SNP)', 'Peter BOYE (Lab)', 'Paul BERTRA (SNP)']",multiple,['Lisa BEATTI (SNP)'],1
raw_data/scotland/processed_data/e-duns22-ballots/Ward7-KirkintillochEast&North&Twechar_ward7.csv,6,['Pamela MARSHALL (SNP)'],1,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Pamela MARSHALL (SNP)'],1,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,['Stewart MACDONALD (Lab)'],2,"['Pamela MARSHALL (SNP)', 'Stewart MACDONALD (Lab)']",multiple,['Stewart MACDONALD (Lab)'],2
raw_data/scotland/processed_data/e-duns22-ballots/Ward1-Milngavie_ward1.csv,7,['Jim GIBBONS (SNP)'],1,['Aileen POLSON (LD)'],3,['Jim GIBBONS (SNP)'],1,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Jim GIBBONS (SNP)'],1,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,['Aileen POLSON (LD)'],3,"['Emma SHEPPARD (Grn) ̢��\x89�� Think Global Act Local', 'Thomas SHEPHERD (Lab)', 'Aileen POLSON (LD)']",multiple,['Aileen POLSON (LD)'],3
raw_data/scotland/processed_data/e-duns22-ballots/Ward2-BearsdenNorth_ward2.csv,7,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1,['Duncan CUMMING (Ind)'],1
raw_data/scotland/processed_data/e-duns22-ballots/Ward5-BishopbriggsSouth_ward5.csv,7,['Gordan LOW (SNP)'],1,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Gordan LOW (SNP)'],1,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,['Alan MOIR (Labour and Co-operative Party)'],2,"['Gordan LOW (SNP)', 'Alan MOIR (Labour and Co-operative Party)']",multiple,['Alan MOIR (Labour and Co-operative Party)'],2
raw_data/scotland/processed_data/e-duns22-ballots/Ward3-BearsdenSouth_ward3.csv,8,['Ian GALLAGHER (SNP)'],1,['Vaughan MOODY (LD)'],3,['Andrew POLSON (Con)'],2,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Ian GALLAGHER (SNP)'],1,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,['Vaughan MOODY (LD)'],3,"['Vaughan MOODY (LD)', 'Lorna DOUGALL (Labour and Co-operative Party)']",multiple,['Vaughan MOODY (LD)'],3
raw_data/scotland/processed_data/e-duns22-ballots/Ward6-Lenzie&KirkintillochSouth_ward6.csv,7,['Gillian RENWICK (SNP)'],1,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Gillian RENWICK (SNP)'],1,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Gillian RENWICK (SNP)'],1,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,['Callum MCNALLY (Labour and Co-operative Party)'],2,"['Callum MCNALLY (Labour and Co-operative Party)', 'Carolynn SCRIMGEOUR (Grn) ̢��\x89�� Think Global Act Local', 'Gillian RENWICK (SNP)', 'Willie PATERSON (LD)']",multiple,['Callum MCNALLY (Labour and Co-operative Party)'],2
raw_data/scotland/processed_data/e-duns22-ballots/Ward4-BishopbriggsNorth&Campsie_ward4.csv,9,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Colette MCDIARMID (Labour and Co-operative Party)'],2,['Paul FERRETTI (SNP)'],1,['Colette MCDIARMID (Labour and Co-operative Party)'],2,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,['Paul FERRETTI (SNP)'],1,"['Colette MCDIARMID (Labour and Co-operative Party)', 'Paul FERRETTI (SNP)']",multiple,['Paul FERRETTI (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/MaryfieldWard_dundee12-05.csv,8,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/StrathmartineWard_dundee12-01.csv,10,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/EastEndWard_dundee12-07.csv,8,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,"['Christina ROBERTS (SNP)', 'Will DAWSON (SNP)']",multiple,['Will DAWSON (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/LocheeWard_dundee12-02.csv,10,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,['Bob DUNCAN (SNP)'],1,"['Alan ROSS (SNP)', 'Tom FERGUSON (Lab)', 'Bob DUNCAN (SNP)']",multiple,['Bob DUNCAN (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/TheFerryWard_dundee12-08.csv,7,['Derek SCOTT (Con)'],1,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Derek SCOTT (Con)'],1,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,['Ken GUILD (SNP)'],2,"['Derek SCOTT (Con)', 'Kevin Malcolm CORDELL (SNP)', 'Ken GUILD (SNP)']",multiple,['Ken GUILD (SNP)'],2
raw_data/scotland/processed_data/dundee12-ballots/NorthEastWard_dundee12-06.csv,9,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,['Gregor MURRAY (SNP)'],1,"['Willie SAWERS (SNP)', 'Gregor MURRAY (SNP)']",multiple,['Gregor MURRAY (SNP)'],1
raw_data/scotland/processed_data/dundee12-ballots/WestEndWard_dundee12-03.csv,8,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,"['Fraser MACPHERSON (LD)', 'Bill CAMPBELL (SNP)']",multiple,['Fraser MACPHERSON (LD)'],1
raw_data/scotland/processed_data/dundee12-ballots/ColdsideWard_dundee12-04.csv,10,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,['Jimmy BLACK (SNP)'],1,"['David BOWES (SNP)', 'Jimmy BLACK (SNP)']",multiple,['Jimmy BLACK (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward6-NorthEast_Ward6.csv,8,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,['Steven ROME (SNP)'],1,"['Willie SAWERS (SNP)', 'Steven ROME (SNP)']",multiple,['Steven ROME (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward7-EastEnd_Ward7.csv,8,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,['Will DAWSON (SNP)'],1,"['Will DAWSON (SNP)', 'Christina ROBERTS (SNP)']",multiple,['Will DAWSON (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward2-Lochee_Ward2.csv,10,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,['Roisin SMITH (SNP)'],1,"['Charlie MALONE (Lab)', 'Roisin SMITH (SNP)']",multiple,['Roisin SMITH (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward3-WestEnd_Ward3.csv,10,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1,['Fraser MACPHERSON (LD)'],1
raw_data/scotland/processed_data/dundee22/Ward4-Coldside_Ward4.csv,10,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,['Heather ANDERSON (SNP)'],1,"['Mark FLYNN (SNP)', 'Heather ANDERSON (SNP)']",multiple,['Heather ANDERSON (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward5-Maryfield_Ward5.csv,9,['Ken LYNN (SNP)'],1,['Lynne SHORT (SNP)'],2,['Lynne SHORT (SNP)'],2,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Ken LYNN (SNP)'],1,['Lynne SHORT (SNP)'],2,['Lynne SHORT (SNP)'],2,['Ken LYNN (SNP)'],1,['Lynne SHORT (SNP)'],2,['Lynne SHORT (SNP)'],2,['Lynne SHORT (SNP)'],2,"['Ken LYNN (SNP)', 'Lynne SHORT (SNP)']",multiple,['Lynne SHORT (SNP)'],2
raw_data/scotland/processed_data/dundee22/Ward1-Strathmartine_Ward1.csv,10,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1,['John ALEXANDER (SNP)'],1
raw_data/scotland/processed_data/dundee22/Ward8-TheFerry_Ward8.csv,10,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1,['Craig DUNCAN (LD)'],1
raw_data/scotland/processed_data/stirling22/Ward5-StirlingWest_preferenceprofile_v0001_ward-5-stirling-west_06052022_124253.csv,8,['Neil BENNY (Con)'],1,['Scott FARMER (SNP)'],2,['Scott FARMER (SNP)'],2,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3,['Neil BENNY (Con)'],1,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3,['Neil BENNY (Con)'],1,['Scott FARMER (SNP)'],2,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3,['Jen PRESTON (Lab)'],3
raw_data/scotland/processed_data/stirling22/Ward2-ForthandEndrick_preferenceprofile_v0001_ward-2-forth-and-endrick_06052022_124253.csv,9,['Rosemary FRASER (SNP)'],1,['Paul HENKE (Con)'],2,['Paul HENKE (Con)'],2,['Rosemary FRASER (SNP)'],1,['Rosemary FRASER (SNP)'],1,['Rosemary FRASER (SNP)'],1,['Rosemary FRASER (SNP)'],1,['Paul HENKE (Con)'],2,['Paul HENKE (Con)'],2,['Rosemary FRASER (SNP)'],1,['Paul HENKE (Con)'],2,['Paul HENKE (Con)'],2,['Paul HENKE (Con)'],2,"['James MACLAREN (LD)', 'Paul GOODWIN (SNP)', 'Rosemary FRASER (SNP)', 'Gerry MCGARVEY (Lab)', 'Thomas HEALD (Con)', 'Paul HENKE (Con)']",multiple,['Paul HENKE (Con)'],2
raw_data/scotland/processed_data/stirling22/Ward1-TrossachsandTeith_preferenceprofile_v0001_ward-1-trossachs-and-teith_06052022_124254.csv,9,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1,['Martin EARL (Con)'],1
raw_data/scotland/processed_data/stirling22/Ward6-StirlingEast_preferenceprofile_v0001_ward-6-stirling-east_06052022_124253.csv,9,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1,['Gerry MCLAUGHLAN (SNP)'],1
