voterId,rank1,rank2,rank3,numSeats,numCands
112,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
113,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
114,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
115,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
116,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
117,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
118,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
119,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
120,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
121,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
122,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
123,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
124,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
125,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
126,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
127,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
128,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
129,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
130,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
131,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
132,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
133,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
134,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
135,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
136,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
137,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
138,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
139,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
140,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
141,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
142,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
143,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
144,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
145,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
146,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
147,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
148,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
149,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
150,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
151,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
152,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
153,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
154,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
155,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
156,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
157,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
158,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
159,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
160,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
161,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
162,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
163,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
164,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
165,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
166,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
167,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
168,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
169,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
170,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
171,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
172,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),skipped,,3
173,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
174,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
175,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
176,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
177,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
178,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
179,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
180,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
181,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
182,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
183,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
184,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
185,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
186,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
187,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
188,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
189,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
190,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
191,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
192,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
193,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
194,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
195,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
196,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
197,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
198,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
199,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
200,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
201,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
202,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
203,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
204,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
205,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
206,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
207,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
208,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
209,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
210,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
211,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
212,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
213,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
214,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
215,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
216,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
217,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
218,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
219,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
220,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
221,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
222,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
223,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
224,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
225,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
226,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
227,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
228,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
229,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
230,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
231,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
232,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
233,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
234,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
235,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
236,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
237,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
238,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
239,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
240,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
241,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
242,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
243,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
244,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
245,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
246,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
247,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
248,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
249,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
250,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
251,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
252,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
253,Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),Kenny BARKER (Con),,3
254,Kenny BARKER (Con),skipped,skipped,,3
255,Kenny BARKER (Con),skipped,skipped,,3
256,Kenny BARKER (Con),skipped,skipped,,3
257,Kenny BARKER (Con),skipped,skipped,,3
258,Kenny BARKER (Con),skipped,skipped,,3
259,Kenny BARKER (Con),skipped,skipped,,3
260,Kenny BARKER (Con),skipped,skipped,,3
261,Kenny BARKER (Con),skipped,skipped,,3
262,Kenny BARKER (Con),skipped,skipped,,3
263,Kenny BARKER (Con),skipped,skipped,,3
264,Kenny BARKER (Con),skipped,skipped,,3
265,Kenny BARKER (Con),skipped,skipped,,3
266,Kenny BARKER (Con),skipped,skipped,,3
267,Kenny BARKER (Con),skipped,skipped,,3
268,Kenny BARKER (Con),skipped,skipped,,3
269,Kenny BARKER (Con),skipped,skipped,,3
270,Kenny BARKER (Con),skipped,skipped,,3
271,Kenny BARKER (Con),skipped,skipped,,3
272,Kenny BARKER (Con),skipped,skipped,,3
273,Kenny BARKER (Con),skipped,skipped,,3
274,Kenny BARKER (Con),skipped,skipped,,3
275,Kenny BARKER (Con),skipped,skipped,,3
276,Kenny BARKER (Con),skipped,skipped,,3
277,Kenny BARKER (Con),skipped,skipped,,3
278,Kenny BARKER (Con),skipped,skipped,,3
279,Kenny BARKER (Con),skipped,skipped,,3
280,Kenny BARKER (Con),skipped,skipped,,3
281,Kenny BARKER (Con),skipped,skipped,,3
282,Kenny BARKER (Con),skipped,skipped,,3
283,Kenny BARKER (Con),skipped,skipped,,3
284,Kenny BARKER (Con),skipped,skipped,,3
285,Kenny BARKER (Con),skipped,skipped,,3
286,Kenny BARKER (Con),skipped,skipped,,3
287,Kenny BARKER (Con),skipped,skipped,,3
288,Kenny BARKER (Con),skipped,skipped,,3
289,Kenny BARKER (Con),skipped,skipped,,3
290,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),skipped,,3
291,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),skipped,,3
292,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),skipped,,3
293,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),skipped,,3
294,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),skipped,,3
295,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
296,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
297,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
298,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
299,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
300,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
301,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
302,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
303,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
304,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
305,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
306,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
307,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
308,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
309,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
310,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
311,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
312,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
313,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
314,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
315,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
316,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
317,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
318,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
319,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
320,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
321,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
322,Kenny BARKER (Con),Uisdean ROBERTSON (Ind),Mustapha HOCINE (Ind),,3
323,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
324,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
325,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
326,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
327,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
328,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
329,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
330,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
331,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
332,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
333,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
334,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
335,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
336,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
337,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
338,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
339,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
340,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
341,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
342,Kenny BARKER (Con),Mustapha HOCINE (Ind),skipped,,3
