american/Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,Abdi Warsame,Mohamud Noor,Abdi Warsame,Mohamud Noor,Abdi Warsame,Abdi Warsame,NULL,ERROR,Mohamud Noor,ERROR,Mohamud Noor,Mohamud Noor,NULL,Mohamud Noor,Abdi Warsame
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
american/Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill
american/Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,Steve Brandt,"Samantha ""Sam"" Pree-Stinson",Steve Brandt,Pine Salica,Steve Brandt,Steve Brandt,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica
american/Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,Kevin Reich,Jillia Pessenda,Kevin Reich,Jillia Pessenda,Kevin Reich,Kevin Reich,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,Carol Kummer,Jason Stone,Carol Kummer,Jason Stone,Carol Kummer,Carol Kummer,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb
american/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Meg Forney,Tom Olsen,Meg Forney,Tom Olsen,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
american/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,Ginger Jentzen,Ginger Jentzen,Steve Fletcher,Ginger Jentzen,Steve Fletcher,Steve Fletcher,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen
american/Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Yusra Arab,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah
american/Minneapolis/Minneapolis_11022021_CityCouncilWard3.csv,Michael Rainville,Steve Fletcher,Michael Rainville,Steve Fletcher,Michael Rainville,Michael Rainville,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher
american/Minneapolis/Minneapolis_11072017_Ward4CityCouncil.csv,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham
american/Minneapolis/Minneapolis_11022021_CityCouncilWard1.csv,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne
american/Minneapolis/Minneapolis_11072023_CityCouncilWard8.csv,Soren Stevenson,Soren Stevenson,Andrea Jenkins,Soren Stevenson,Andrea Jenkins,Andrea Jenkins,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson
american/Minneapolis/Minneapolis_11062009_Ward12CityCouncil.csv,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy
american/Minneapolis/Minneapolis_11072023_CityCouncilWard5.csv,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict3.csv,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict2.csv,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson
american/Minneapolis/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,Jamal Osman,AJ Awed,Jamal Osman,AJ Awed,NULL,Jamal Osman,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed
american/Minneapolis/Minneapolis_11072023_CityCouncilWard4.csv,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw,LaTrisha M. Vetaw
american/Minneapolis/Minneapolis_11062009_Ward7CityCouncil.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11052013_ParkRecBoardAtLarge.csv,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,NULL,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN
american/Minneapolis/Minneapolis_11072023_CityCouncilWard6.csv,Jamal Osman,Kayseh Magan,Jamal Osman,Kayseh Magan,Jamal Osman,Jamal Osman,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan
american/Minneapolis/Minneapolis_11062009_Ward8CityCouncil.csv,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden
american/Minneapolis/Minneapolis_11062009_Mayor.csv,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak
american/Minneapolis/Minneapolis_11072017_Ward12CityCouncil.csv,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11052013_Ward9CityCouncil.csv,ALONDRA CANO,TY MOORE,ALONDRA CANO,TY MOORE,ALONDRA CANO,ALONDRA CANO,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict1.csv,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer
american/Minneapolis/Minneapolis_11072023_CityCouncilWard7.csv,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman,Katie Cashman
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict5.csv,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
american/Minneapolis/Minneapolis_11062009_Ward1CityCouncil.csv,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich
american/Minneapolis/Minneapolis_11062009_Ward9CityCouncil.csv,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict4.csv,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill
american/Minneapolis/Minneapolis_11062009_MinneapolisParkRecBoard.csv,Bob Fine,Bob Fine,Annie Young,Bob Fine,NULL,Annie Young,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine,Bob Fine
american/Minneapolis/Minneapolis_11072017_Ward13CityCouncil.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard8.csv,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11062009_Ward6CityCouncil.csv,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict6.csv,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Bob Fine,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
american/Minneapolis/Minneapolis_11022021_CityCouncilWard9.csv,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,NULL,ERROR,NULL,ERROR,Jason Chavez,Jason Chavez,NULL,NULL,Jason Chavez
american/Minneapolis/Minneapolis_11052013_Ward13CityCouncil.csv,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO
american/Minneapolis/Minneapolis_11062009_Ward4CityCouncil.csv,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson
american/Minneapolis/Minneapolis_11052013_Ward5CityCouncil.csv,BLONG YANG,IAN ALEXANDER,BLONG YANG,IAN ALEXANDER,BLONG YANG,BLONG YANG,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER,IAN ALEXANDER
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict3.csv,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper
american/Minneapolis/Minneapolis_11062009_Ward3CityCouncil.csv,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict1.csv,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz,Billy Menz
american/Minneapolis/Minneapolis 2013-board of estimation and taxation cvr.csv,undervote,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,NULL,undervote,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER,CAROL J. BECKER
american/Minneapolis/Minneapolis_11072017_Ward11CityCouncil.csv,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder
american/Minneapolis/Minneapolis_11072017_Ward10CityCouncil.csv,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict4.csv,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer
american/Minneapolis/Minneapolis_11062009_Ward2CityCouncil.csv,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict5.csv,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
american/Minneapolis/Minneapolis_11062009_Ward5CityCouncil.csv,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels
american/Minneapolis/Minneapolis_11022021_ParkBoardDistrict6.csv,Risa Hustad,Risa Hustad,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,NULL,ERROR,NULL,ERROR,writein,Risa Hustad,NULL,NULL,Cathy Abene
"american/Pierce County, WA/PierceCounty_11042008_CountyExecutiveMember.csv",Shawn Bunney,Shawn Bunney,Pat McCarthy,Shawn Bunney,Pat McCarthy,Pat McCarthy,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney,Shawn Bunney
"american/Pierce County, WA/PierceCounty_11032009_CountyAuditor.csv",Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson,Julie Anderson
"american/Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",Dale Washam,Dale Washam,Dale Washam,Dale Washam,NULL,Jan Shabro,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam,Dale Washam
"american/Pierce County, WA/PierceCounty_11042008_CountyCouncilDistrict2.csv",Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald,Joyce McDonald
"american/Portland, ME/Portland_06142022_SchoolboardAL-1.csv","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M."
"american/Portland, ME/Portland_06142022_Schoolboarddistrict5-1.csv","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M."
"american/Portland, ME/Portland_06082021_charter_commission_at_large.csv","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S.","Chann, Marpheen S."
american/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,"Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V.","Crafts, Lydia V."
