australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Epping.csv,PERROTTET Dominic,MASCARENHAS Alan,PERROTTET Dominic,MASCARENHAS Alan,PERROTTET Dominic,PERROTTET Dominic,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan,MASCARENHAS Alan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blacktown.csv,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen,BALI Stephen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wyong.csv,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lake Macquarie.csv,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data North Shore.csv,WILSON Felicity,CORRIGAN Carolyn,WILSON Felicity,PETTIGREW Toby,WILSON Felicity,WILSON Felicity,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby,PETTIGREW Toby
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wagga Wagga.csv,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Shellharbour.csv,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna,WATSON Anna
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Macquarie.csv,WILLIAMS Leslie,ALLEY Peter,WILLIAMS Leslie,ALLEY Peter,WILLIAMS Leslie,WILLIAMS Leslie,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter,ALLEY Peter
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Riverstone.csv,CONOLLY Kevin,CHRISTIE Annemarie,CONOLLY Kevin,CHRISTIE Annemarie,CONOLLY Kevin,CONOLLY Kevin,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie,CHRISTIE Annemarie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wallsend.csv,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,AYRES Stuart,McKEOWN Karen,AYRES Stuart,McKEOWN Karen,AYRES Stuart,AYRES Stuart,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen,McKEOWN Karen
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Seven Hills.csv,TAYLOR Mark,OWEN Durga,TAYLOR Mark,OWEN Durga,TAYLOR Mark,TAYLOR Mark,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga,OWEN Durga
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Prospect.csv,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Terrigal.csv,CROUCH Adam,SUNDSTROM Jeff,CROUCH Adam,SUNDSTROM Jeff,CROUCH Adam,CROUCH Adam,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Macquarie Fields.csv,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,SAUNDERS Dugald,DICKERSON Mathew,SAUNDERS Dugald,DICKERSON Mathew,SAUNDERS Dugald,SAUNDERS Dugald,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew,DICKERSON Mathew
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hornsby.csv,KEAN Matthew,GOMPERTZ Katie,KEAN Matthew,GOMPERTZ Katie,KEAN Matthew,KEAN Matthew,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie,GOMPERTZ Katie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lane Cove.csv,ROBERTS Anthony,ZBIK Andrew,ROBERTS Anthony,ZBIK Andrew,ROBERTS Anthony,ROBERTS Anthony,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tweed.csv,PROVEST Geoff,ELLIOT Craig,PROVEST Geoff,ELLIOT Craig,PROVEST Geoff,PROVEST Geoff,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig,ELLIOT Craig
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Mulgoa.csv,DAVIES Tanya,CARNEY Todd,DAVIES Tanya,CARNEY Todd,DAVIES Tanya,DAVIES Tanya,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollongong.csv,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul,SCULLY Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Keira.csv,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tamworth.csv,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Clarence.csv,GULAPTIS Chris,GILBERT Trent,GULAPTIS Chris,GILBERT Trent,GULAPTIS Chris,GULAPTIS Chris,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Stephens.csv,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Holsworthy.csv,GIBBONS Melanie,KALIYANDA Charishma,GIBBONS Melanie,KALIYANDA Charishma,GIBBONS Melanie,GIBBONS Melanie,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Davidson.csv,O'DEA Jonathan,DAVIS Felicity,O'DEA Jonathan,DAVIS Felicity,O'DEA Jonathan,O'DEA Jonathan,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity,DAVIS Felicity
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Granville.csv,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Rockdale.csv,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Charlestown.csv,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newcastle.csv,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wakehurst.csv,HAZZARD Brad,SHARPE Chris,HAZZARD Brad,SHARPE Chris,HAZZARD Brad,HAZZARD Brad,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris,SHARPE Chris
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Campbelltown.csv,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Manly.csv,GRIFFIN James,GLANVILLE Kristyn,GRIFFIN James,GLANVILLE Kristyn,GRIFFIN James,GRIFFIN James,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn,GLANVILLE Kristyn
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Castle Hill.csv,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond,WILLIAMS Raymond
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heffron.csv,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Londonderry.csv,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Upper Hunter.csv,JOHNSEN Michael,DAGG Melanie,JOHNSEN Michael,DAGG Melanie,JOHNSEN Michael,JOHNSEN Michael,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bankstown.csv,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Canterbury.csv,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coffs Harbour.csv,SINGH Gurmesh,JUDGE Tony,SINGH Gurmesh,TOWNLEY Sally,SINGH Gurmesh,SINGH Gurmesh,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Liverpool.csv,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Strathfield.csv,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ryde.csv,DOMINELLO Victor,LAXALE Jerome,DOMINELLO Victor,LAXALE Jerome,DOMINELLO Victor,DOMINELLO Victor,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Albury.csv,CLANCY Justin,MUIRHEAD Lauriston,CLANCY Justin,MUIRHEAD Lauriston,CLANCY Justin,CLANCY Justin,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cronulla.csv,SPEAKMAN Mark,FARHART Teressa,SPEAKMAN Mark,FARHART Teressa,SPEAKMAN Mark,SPEAKMAN Mark,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,CURTIN Austin,SAFFIN Janelle,SAFFIN Janelle,HIGGINSON Sue,SAFFIN Janelle,SAFFIN Janelle,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hawkesbury.csv,PRESTON Robyn,REYNOLDS Peter,PRESTON Robyn,REYNOLDS Peter,PRESTON Robyn,PRESTON Robyn,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ballina.csv,FRANKLIN Ben,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Summer Hill.csv,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Baulkham Hills.csv,ELLIOTT David,TRACEY Ryan,ELLIOTT David,TRACEY Ryan,ELLIOTT David,ELLIOTT David,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heathcote.csv,EVANS Lee,STUART Maryanne,EVANS Lee,STUART Maryanne,EVANS Lee,EVANS Lee,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Drummoyne.csv,SIDOTI John,HORE Tom,SIDOTI John,HORE Tom,SIDOTI John,SIDOTI John,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Northern Tablelands.csv,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Myall Lakes.csv,BROMHEAD Stephen,KEEGAN David,BROMHEAD Stephen,KEEGAN David,BROMHEAD Stephen,BROMHEAD Stephen,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oxley.csv,PAVEY Melinda,JENVEY Susan,PAVEY Melinda,JENVEY Susan,PAVEY Melinda,PAVEY Melinda,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data South Coast.csv,HANCOCK Shelley,ALLDRICK Annette,HANCOCK Shelley,ALLDRICK Annette,HANCOCK Shelley,HANCOCK Shelley,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Willoughby.csv,BEREJIKLIAN Gladys,REISS Justin,BEREJIKLIAN Gladys,KEOGH Daniel,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cabramatta.csv,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Vaucluse.csv,UPTON Gabrielle,McEWIN Megan,UPTON Gabrielle,McEWIN Megan,UPTON Gabrielle,UPTON Gabrielle,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan
australia/processed_data/Australia_Victoria_LegAssembly_2018/BallotPaperDetails-Melbourne District SE2018.csv,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Jennifer Kanis,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Strathfield.csv,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Willoughby.csv,JAMES Tim,PENN Larissa,JAMES Tim,PENN Larissa,JAMES Tim,JAMES Tim,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Bega.csv,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Monaro.csv,OVERALL Nichole,WILSON Bryce,OVERALL Nichole,WILSON Bryce,OVERALL Nichole,OVERALL Nichole,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB1801 LA Pref Data_NA_Wagga Wagga.csv,HAM Julia,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cessnock.csv,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Keira.csv,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan
