"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"10","3","1","5","2","6","4","skipped","skipped","skipped","10.0","Unknown"
"3","8","10","9","4","7","1","2","6","5","nan","Unknown"
"1","7","9","6","8","5","3","2","4","skipped","nan","Unknown"
"1","9","4","8","7","5","2","3","10","6","nan","Unknown"
"10","4","2","1","5","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"10","1","2","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"3","1","10","4","5","2","skipped","skipped","skipped","skipped","nan","Unknown"
"2","1","9","5","10","4","6","3","skipped","skipped","nan","Unknown"
"1","2","10","5","6","3","8","4","7","skipped","nan","Unknown"
"5","9","1","10","7","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"8","7","10","9","1","4","5","6","2","3","nan","Unknown"
"10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"5","6","7","9","2","1","10","3","8","4","nan","Unknown"
"2","5","9","8","6","7","3","4","10","1","nan","Unknown"
"3","1","10","9","5","8","6","4","7","2","nan","Unknown"
"5","2","10","9","6","4","8","7","1","3","nan","Unknown"
"3","2","8","10","6","9","4","1","7","5","nan","Unknown"
"8","1","9","2","4","10","6","7","3","5","nan","Unknown"
"2","4","10","8","5","9","3","6","7","1","nan","Unknown"
"3","1","10","6","7","8","4","2","9","5","nan","Unknown"
"2","3","10","4","6","9","8","5","7","1","nan","Unknown"
"2","1","10","5","4","7","6","8","3","skipped","nan","Unknown"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"9","3","4","2","5","1","skipped","skipped","skipped","skipped","nan","Unknown"
"1","2","4","10","3","5","skipped","skipped","skipped","skipped","nan","Unknown"
"1","2","10","5","6","7","8","4","9","3","nan","Unknown"
"7","1","10","5","3","6","2","4","8","skipped","nan","Unknown"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","4","8","6","10","9","5","1","7","3","nan","Unknown"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"7","1","3","9","4","10","5","2","skipped","skipped","nan","Unknown"
"3","2","10","6","5","1","4","7","skipped","skipped","nan","Unknown"
"4","3","10","6","1","2","5","skipped","skipped","skipped","nan","Unknown"
"4","3","10","6","7","8","1","2","9","5","nan","Unknown"
"3","2","7","6","9","8","4","1","10","5","nan","Unknown"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","2","10","8","3","4","9","6","5","7","nan","Unknown"
"7","5","9","3","8","10","6","4","2","1","nan","Unknown"
"10","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"1","9","8","10","6","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"8","10","6","2","1","9","skipped","skipped","skipped","skipped","nan","Unknown"
"5","1","4","7","2","9","3","10","6","8","nan","Unknown"
"5","3","10","2","9","8","7","6","4","1","nan","Unknown"
"2","4","10","8","3","5","7","6","1","9","nan","Unknown"
"1","3","10","6","5","2","4","skipped","skipped","skipped","nan","Unknown"
"8","2","3","9","7","10","4","1","6","skipped","nan","Unknown"
"6","1","2","10","5","4","3","skipped","skipped","skipped","nan","Unknown"
"10","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","5","10","9","1","2","8","6","3","7","nan","Unknown"
"6","1","5","10","3","4","2","skipped","skipped","skipped","nan","Unknown"
"10","3","1","5","4","2","6","skipped","skipped","skipped","nan","Unknown"
"3","1","8","7","9","10","4","2","6","5","nan","Unknown"
"2","4","10","1","3","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"2","1","9","10","6","8","4","5","7","3","nan","Unknown"
"10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","Unknown"
"4","3","9","2","5","7","6","8","1","skipped","nan","Unknown"
"4","6","1","3","2","7","10","8","5","9","nan","Unknown"
