"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"6","1","2","5","9","8","10","7","11","4","3","11.0","1.0"
"2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","10","2","5","1","3","4","skipped","skipped","skipped","nan","nan"
"5","11","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","3","6","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","11","3","1","10","5","skipped","skipped","skipped","skipped","nan","nan"
"1","3","8","2","11","9","10","5","6","7","4","nan","nan"
"7","2","9","1","4","5","3","10","8","6","11","nan","nan"
"4","5","11","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","9","2","7","1","6","4","3","8","11","nan","nan"
"3","11","9","2","1","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","1","5","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","9","6","5","1","7","2","3","4","11","nan","nan"
"5","10","11","2","4","1","3","skipped","skipped","skipped","skipped","nan","nan"
"2","5","11","1","3","4","8","skipped","skipped","skipped","skipped","nan","nan"
"4","5","11","1","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","6","2","8","11","9","10","3","4","5","nan","nan"
"2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","5","10","9","11","3","7","2","6","4","nan","nan"
"4","7","8","5","3","2","9","1","10","11","6","nan","nan"
"3","11","6","1","2","8","10","9","5","skipped","skipped","nan","nan"
"1","7","10","8","2","4","5","3","6","11","9","nan","nan"
"7","8","11","9","4","1","6","2","skipped","skipped","skipped","nan","nan"
"8","4","3","5","1","9","2","11","10","skipped","skipped","nan","nan"
"8","6","3","7","10","11","2","9","5","4","1","nan","nan"
"11","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","1","11","10","7","4","9","5","2","6","nan","nan"
"6","11","7","4","3","1","2","5","skipped","skipped","skipped","nan","nan"
"3","11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","8","3","11","4","10","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","7","2","3","4","5","6","skipped","skipped","skipped","nan","nan"
"4","10","11","1","3","7","2","skipped","skipped","skipped","skipped","nan","nan"
"7","5","11","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","7","2","4","1","11","5","9","6","8","nan","nan"
"8","6","11","1","7","2","10","9","skipped","skipped","skipped","nan","nan"
"4","5","3","1","2","10","9","7","6","8","11","nan","nan"
"5","8","11","4","3","1","2","6","7","skipped","skipped","nan","nan"
"5","7","9","6","2","1","8","4","3","10","11","nan","nan"
"9","4","8","3","7","10","2","11","5","1","6","nan","nan"
"8","3","10","2","7","9","4","11","5","1","6","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","11","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","11","3","1","5","8","2","6","skipped","skipped","nan","nan"
"11","4","5","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","10","2","11","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","4","1","7","10","5","11","8","6","9","nan","nan"
"11","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","3","11","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","11","2","3","7","8","4","5","9","10","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","1","6","9","4","7","11","5","3","8","nan","nan"
"5","11","4","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
