rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,numSeats,numCands
3,11,9,20,12,10,2,21,14,5,4,13,4,8,1,17,16,19,7,15,18,,
21,21,21,21,21,21,2,21,21,21,21,21,21,3,21,21,1,21,21,21,21,,
5,8,21,21,7,9,3,21,2,21,12,13,10,4,1,21,21,21,6,11,21,,
7,10,15,2,21,12,5,4,18,8,13,20,17,1,14,6,11,3,19,16,9,,
12,15,13,16,8,11,5,21,2,14,7,10,4,6,1,18,17,19,3,9,20,,
5,6,11,21,11,9,8,21,4,4,1,21,7,3,2,21,7,21,3,9,21,,
5,21,21,21,2,2,5,21,3,6,21,4,3,21,2,1,21,2,21,2,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
9,6,18,8,21,2,1,17,21,7,12,21,15,13,11,10,4,5,16,3,14,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,,
1,6,15,20,10,16,5,21,7,3,12,9,4,8,2,13,19,17,14,11,18,,
1,3,5,6,10,1,8,15,13,7,14,18,4,1,2,17,9,16,12,2,11,,
6,5,18,4,12,17,1,19,9,2,15,13,21,7,16,11,3,14,8,20,10,,
8,10,9,10,7,3,2,21,6,9,8,8,4,1,5,21,21,7,6,3,21,,
6,15,9,20,12,7,4,21,8,10,19,15,5,11,2,15,18,16,1,3,15,,
