"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"5","4","11","1","3","2","skipped","skipped","skipped","skipped","skipped","11.0","1.0"
"11","3","5","8","1","2","10","4","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","5","1","11","10","6","3","2","7","9","nan","nan"
"3","6","11","10","5","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","4","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","11","9","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","11","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","11","1","7","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","3","11","5","1","4","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","1","5","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","4","11","10","3","6","8","1","9","5","nan","nan"
"1","11","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","8","2","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","11","8","7","1","6","skipped","skipped","skipped","nan","nan"
"11","4","6","8","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","8","3","4","7","2","9","5","skipped","skipped","nan","nan"
"5","11","7","6","4","1","8","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","9","11","3","4","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","11","8","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","7","11","10","1","9","3","5","8","6","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","3","9","7","5","6","4","1","11","8","nan","nan"
"11","6","2","7","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","7","11","4","5","10","6","2","9","skipped","nan","nan"
"1","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","3","11","9","7","10","6","2","8","4","nan","nan"
"2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","5","2","3","1","6","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","9","10","4","1","2","8","3","11","7","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","10","1","8","7","9","11","skipped","skipped","skipped","nan","nan"
"5","7","3","8","6","1","2","11","4","10","9","nan","nan"
"2","11","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","11","2","3","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","11","3","1","2","4","10","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
