"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"3","6","11","7","2","4","8","1","5","skipped","skipped","nan","nan"
"11","4","1","3","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","4","9","11","8","3","6","5","7","1","nan","nan"
"1","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","6","11","4","9","1","2","7","5","3","nan","nan"
"11","6","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","6","2","9","4","1","5","11","8","7","nan","nan"
"2","1","11","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","1","4","9","10","7","11","8","5","3","nan","nan"
"2","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","2","10","7","5","1","11","9","4","6","nan","nan"
"6","9","3","11","7","8","4","10","5","1","2","nan","nan"
"1","2","11","7","4","5","9","10","6","3","8","nan","nan"
"9","1","5","11","3","6","2","10","4","7","8","nan","nan"
"4","7","2","8","1","3","9","6","10","5","11","nan","nan"
"10","9","11","1","7","2","5","6","3","8","4","nan","nan"
"1","4","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","2","11","7","1","4","6","3","skipped","skipped","nan","nan"
"3","11","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","11","5","2","4","6","1","skipped","skipped","skipped","nan","nan"
"5","11","6","10","8","3","4","2","1","9","7","nan","nan"
"5","8","11","10","9","3","6","7","1","4","2","nan","nan"
"11","2","7","6","1","3","4","5","skipped","skipped","skipped","nan","nan"
"5","11","1","2","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","6","10","8","7","2","9","1","5","3","nan","nan"
"11","2","5","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","8","11","10","1","9","4","5","6","nan","nan"
"3","4","1","11","9","5","8","6","10","2","7","nan","nan"
"1","2","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","9","8","5","6","4","11","3","7","nan","nan"
"4","1","3","9","5","6","2","11","10","7","8","nan","nan"
"11","10","2","4","5","7","1","8","3","6","9","nan","nan"
"4","1","2","3","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","3","5","10","11","1","7","2","skipped","skipped","nan","nan"
"9","1","8","5","11","6","2","7","3","4","skipped","nan","nan"
"11","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","9","5","11","7","1","3","2","4","skipped","nan","nan"
"7","4","1","8","9","6","3","11","10","2","5","nan","nan"
"2","11","5","7","8","9","6","4","1","10","3","nan","nan"
"2","11","4","3","5","7","1","6","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","4","5","9","1","3","7","10","6","2","nan","nan"
"11","8","9","4","10","2","7","3","5","1","6","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","1","10","8","5","2","9","7","4","11","nan","nan"
"6","9","1","11","10","2","3","8","7","5","4","nan","nan"
"7","6","5","8","9","4","1","3","11","2","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","2","1","4","3","6","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","3","7","8","6","2","11","9","5","1","nan","nan"
"6","5","7","4","11","10","1","9","8","2","3","nan","nan"
"10","3","1","5","9","4","2","8","7","6","skipped","nan","nan"
"11","2","4","1","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","1","2","3","5","7","8","skipped","skipped","skipped","nan","nan"
"11","4","5","3","6","1","2","skipped","skipped","skipped","skipped","nan","nan"
"4","10","2","11","9","3","1","8","5","7","6","nan","nan"
"9","11","3","10","7","6","2","8","1","5","4","nan","nan"
"11","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","2","3","4","6","5","skipped","skipped","skipped","skipped","nan","nan"
"10","7","2","9","6","4","1","11","8","5","3","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","2","11","8","3","1","7","4","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","11","1","2","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","11","9","10","5","2","4","6","1","3","nan","nan"
"7","6","11","1","10","5","3","9","4","2","skipped","nan","nan"
"11","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","5","1","7","3","6","8","4","11","9","nan","nan"
"9","2","5","4","10","6","1","8","7","3","11","nan","nan"
"7","5","11","6","4","3","8","1","skipped","skipped","skipped","nan","nan"
"11","6","3","7","2","5","1","8","9","4","10","nan","nan"
"5","11","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","4","1","11","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","3","11","1","4","2","5","skipped","skipped","skipped","nan","nan"
"6","8","9","5","11","7","3","10","4","2","1","nan","nan"
"10","1","3","2","11","6","5","9","8","7","skipped","nan","nan"
"2","11","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","10","5","8","7","2","9","4","3","1","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","2","7","1","3","6","5","4","skipped","skipped","nan","nan"
"10","6","2","9","1","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","6","7","11","4","2","skipped","skipped","skipped","nan","nan"
"7","5","6","9","10","3","2","8","4","11","1","nan","nan"
"6","7","3","8","11","4","1","2","9","10","5","nan","nan"
"1","7","9","3","5","11","8","4","10","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","4","5","9","11","1","8","6","3","skipped","nan","nan"
"4","10","2","8","6","11","1","5","7","9","3","nan","nan"
"11","10","5","4","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","3","9","7","11","2","10","6","5","1","nan","nan"
"5","11","9","10","6","1","4","skipped","skipped","skipped","skipped","nan","nan"
"8","2","11","9","6","4","1","10","7","3","5","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","4","8","1","6","7","5","skipped","skipped","nan","nan"
"11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","11","5","10","2","8","7","9","3","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","11","8","4","7","9","10","5","6","nan","nan"
"11","2","5","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","3","4","7","9","1","10","11","5","8","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","3","2","1","6","5","skipped","skipped","skipped","skipped","nan","nan"
"11","8","6","2","9","1","4","10","7","3","5","nan","nan"
"11","1","2","3","4","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","2","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","11","2","6","4","10","5","7","3","9","nan","nan"
"11","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","10","8","7","1","4","9","3","2","6","nan","nan"
"4","5","3","8","1","6","2","7","10","9","11","nan","nan"
"2","7","6","11","5","1","4","3","skipped","skipped","skipped","nan","nan"
"4","2","9","7","8","3","5","10","11","6","1","nan","nan"
"3","11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","11","3","8","2","5","6","1","9","skipped","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","3","11","10","7","1","6","5","9","2","nan","nan"
"7","1","5","11","4","2","6","3","skipped","skipped","skipped","nan","nan"
"2","11","4","5","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","10","9","8","3","2","6","5","11","7","nan","nan"
"9","11","2","7","10","4","1","6","8","3","5","nan","nan"
"8","9","10","4","5","3","1","6","11","7","2","nan","nan"
"3","4","5","11","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","10","1","11","6","3","5","9","2","4","nan","nan"
"6","1","4","9","8","5","2","7","3","10","11","nan","nan"
"9","4","3","8","5","1","10","7","6","2","11","nan","nan"
"11","5","3","1","4","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","7","9","4","10","6","11","3","5","8","nan","nan"
"7","6","2","11","3","5","1","4","skipped","skipped","skipped","nan","nan"
"11","5","2","1","6","3","4","skipped","skipped","skipped","skipped","nan","nan"
