"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"2","3","9","11","6","5","4","8","7","1","skipped","11.0","1.0"
"2","3","7","11","8","6","10","4","5","9","1","nan","nan"
"2","3","8","10","4","6","11","7","5","9","1","nan","nan"
"3","2","8","11","6","5","10","7","4","9","1","nan","nan"
"2","4","9","11","7","6","3","8","5","10","1","nan","nan"
"3","2","6","10","7","5","11","8","4","9","1","nan","nan"
"3","2","8","11","6","4","10","7","5","9","1","nan","nan"
"2","3","9","11","6","5","10","4","7","8","1","nan","nan"
"2","3","8","11","7","5","10","6","4","9","1","nan","nan"
"2","3","8","11","6","4","10","9","7","1","skipped","nan","nan"
"2","3","8","11","6","7","10","5","4","9","1","nan","nan"
"2","3","7","11","5","4","10","8","6","9","1","nan","nan"
"3","2","5","10","7","6","11","8","4","9","1","nan","nan"
"5","2","4","11","6","3","1","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","4","11","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","10","7","6","11","4","8","9","1","nan","nan"
"3","2","8","11","7","6","10","5","4","9","1","nan","nan"
"2","3","8","11","6","7","10","5","4","9","1","nan","nan"
"2","3","11","9","5","6","10","7","4","8","1","nan","nan"
"1","10","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","6","3","10","4","1","2","9","8","11","nan","nan"
"2","3","10","11","7","4","8","9","6","5","1","nan","nan"
"2","3","9","11","4","5","10","7","6","8","1","nan","nan"
"3","2","9","11","6","4","10","5","7","8","1","nan","nan"
"2","4","9","11","8","6","3","7","5","10","1","nan","nan"
"2","4","9","11","3","5","10","7","6","8","1","nan","nan"
"2","3","9","11","5","6","10","4","7","8","1","nan","nan"
"3","2","9","11","7","5","10","6","4","8","1","nan","nan"
"4","2","9","11","3","5","10","8","6","7","1","nan","nan"
"2","3","7","10","8","6","11","4","5","9","1","nan","nan"
"3","2","8","10","5","4","11","9","6","7","1","nan","nan"
"2","3","9","11","5","6","10","7","4","8","1","nan","nan"
"2","3","8","11","6","7","10","5","4","9","1","nan","nan"
"2","3","8","11","6","5","10","4","7","9","1","nan","nan"
"2","3","10","11","5","6","9","7","4","8","1","nan","nan"
"2","3","6","10","5","7","11","8","4","9","1","nan","nan"
"2","3","8","11","7","5","10","6","4","9","1","nan","nan"
"2","3","8","11","7","5","10","6","4","9","1","nan","nan"
"2","3","7","11","9","4","10","6","5","8","1","nan","nan"
"3","1","8","10","6","7","11","4","5","9","2","nan","nan"
"2","4","9","11","7","3","10","5","6","8","1","nan","nan"
"2","5","9","11","4","6","10","8","7","3","1","nan","nan"
"3","2","8","11","6","7","10","4","5","9","1","nan","nan"
"2","3","7","11","6","5","10","4","8","9","1","nan","nan"
"2","3","8","10","4","5","11","7","6","9","1","nan","nan"
"2","3","5","10","6","8","11","7","4","9","1","nan","nan"
"2","3","6","11","9","4","10","7","5","8","1","nan","nan"
"2","3","8","10","7","6","11","5","4","9","1","nan","nan"
"2","3","8","10","5","7","11","6","4","9","1","nan","nan"
"3","2","9","10","6","5","11","7","4","8","1","nan","nan"
"3","2","6","11","8","4","5","7","9","1","skipped","nan","nan"
"2","3","9","11","5","6","10","4","7","8","1","nan","nan"
"2","3","9","11","7","4","10","6","5","8","1","nan","nan"
"2","3","9","10","5","6","11","7","4","8","1","nan","nan"
"2","4","9","10","6","5","11","8","3","7","1","nan","nan"
"2","3","8","11","4","6","10","7","5","9","1","nan","nan"
"2","3","8","11","6","7","10","5","4","9","1","nan","nan"
"2","3","9","11","7","4","10","6","5","8","1","nan","nan"
"2","3","9","11","5","7","10","6","4","8","1","nan","nan"
"3","2","9","11","5","6","10","4","7","8","1","nan","nan"
"2","3","8","11","7","6","10","5","4","9","1","nan","nan"
"2","3","10","11","5","6","7","4","8","1","skipped","nan","nan"
"3","2","9","11","6","5","10","8","4","7","1","nan","nan"
"3","2","9","11","8","5","10","6","4","7","1","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","9","11","7","6","10","5","4","8","1","nan","nan"
"2","4","8","11","6","7","10","5","3","9","1","nan","nan"
"2","4","9","10","6","5","11","7","3","8","1","nan","nan"
"2","3","5","11","10","7","6","4","1","skipped","skipped","nan","nan"
"2","3","9","11","6","7","10","4","5","8","1","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","11","7","5","10","6","4","9","1","nan","nan"
"2","3","8","11","6","5","10","4","7","9","1","nan","nan"
"2","3","8","11","7","6","10","5","4","9","1","nan","nan"
"2","3","9","11","6","7","10","5","4","8","1","nan","nan"
"3","2","9","11","7","5","10","6","4","8","1","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","1","11","5","7","10","8","6","9","2","nan","nan"
"2","3","9","11","7","6","10","5","4","8","1","nan","nan"
"3","2","9","10","6","4","11","7","5","8","1","nan","nan"
"2","3","8","10","4","6","11","7","5","9","1","nan","nan"
"2","3","5","11","7","6","10","9","4","8","1","nan","nan"
"2","3","8","10","7","6","11","4","5","9","1","nan","nan"
"2","3","8","11","5","6","10","9","4","7","1","nan","nan"
"2","3","8","10","6","7","11","4","5","9","1","nan","nan"
"2","8","11","5","7","10","6","4","9","1","skipped","nan","nan"
"3","2","8","11","5","6","10","7","4","9","1","nan","nan"
"2","4","6","10","7","5","11","8","3","9","1","nan","nan"
"3","2","8","11","6","5","10","4","7","9","1","nan","nan"
"2","3","8","11","9","6","10","5","4","7","1","nan","nan"
"3","2","9","10","8","7","11","4","5","6","1","nan","nan"
"2","3","8","11","7","6","10","5","4","9","1","nan","nan"
"3","2","9","11","5","8","10","4","6","7","1","nan","nan"
"2","3","8","11","4","5","10","7","6","9","1","nan","nan"
"2","3","8","11","7","6","10","4","5","9","1","nan","nan"
"2","3","9","10","7","5","11","4","6","8","1","nan","nan"
"2","3","9","10","7","5","11","8","4","6","1","nan","nan"
"2","3","9","11","6","7","10","4","5","8","1","nan","nan"
"2","3","8","11","6","7","10","4","5","9","1","nan","nan"
"2","3","8","11","4","7","10","5","9","1","skipped","nan","nan"
"2","3","8","10","7","5","11","6","4","9","1","nan","nan"
"2","3","8","11","4","5","10","6","7","9","1","nan","nan"
"2","3","7","11","9","5","10","4","6","8","1","nan","nan"
"4","2","8","11","7","5","10","6","3","9","1","nan","nan"
"2","3","8","11","7","5","10","4","6","9","1","nan","nan"
"2","3","8","11","6","7","10","5","4","9","1","nan","nan"
