"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"12","6","18","2","14","16","19","3","1","4","17","13","20","5","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","4","2","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","9","11","20","8","4","1","6","10","7","13","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","17","4","13","11","8","19","10","20","5","1","7","16","18","14","2","6","15","9","nan","nan"
"8","3","18","2","6","15","7","17","13","4","10","1","5","20","16","14","11","9","19","12","nan","nan"
"15","3","19","2","12","9","6","18","7","13","10","1","5","11","17","20","4","8","16","14","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","18","19","11","9","7","10","20","1","3","6","14","12","4","8","15","5","skipped","skipped","nan","nan"
"15","13","7","3","8","19","10","11","17","4","16","2","5","20","12","14","6","1","18","9","nan","nan"
"2","6","20","8","4","5","7","9","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","16","13","9","12","10","5","15","7","1","3","19","8","18","11","14","17","4","skipped","nan","nan"
"20","9","2","5","6","8","10","1","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","13","2","5","15","10","17","9","20","19","1","4","16","12","14","3","7","18","8","nan","nan"
"20","2","18","3","13","15","9","10","14","4","5","1","6","16","12","19","7","8","17","11","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","16","6","8","10","19","17","9","18","4","1","3","14","15","13","20","5","12","11","nan","nan"
"12","7","18","4","11","9","10","19","8","5","3","1","2","16","20","17","15","6","skipped","skipped","nan","nan"
"12","2","7","10","6","15","8","9","13","17","11","1","5","19","3","14","4","18","20","16","nan","nan"
"10","1","16","19","12","9","11","15","3","20","5","17","4","8","14","7","18","13","2","skipped","nan","nan"
"11","3","2","6","7","10","4","1","9","12","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","3","2","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","6","14","5","9","19","8","11","13","10","7","1","4","18","3","17","2","15","20","12","nan","nan"
"13","5","14","7","9","18","10","12","16","3","6","1","11","20","8","17","2","4","19","15","nan","nan"
"7","16","10","17","3","11","20","14","8","19","18","1","6","12","13","9","2","4","15","5","nan","nan"
"19","2","11","16","15","13","7","12","9","8","3","1","6","14","10","18","4","20","17","5","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","4","3","9","17","14","19","18","12","7","1","8","16","5","13","2","11","20","10","nan","nan"
"16","3","20","2","12","13","7","17","6","9","5","1","4","18","14","15","11","8","19","10","nan","nan"
"10","6","16","2","7","17","20","15","18","11","9","1","3","14","13","12","5","4","19","8","nan","nan"
"4","2","13","6","9","16","5","14","12","7","3","1","8","17","15","10","11","skipped","skipped","skipped","nan","nan"
"20","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","19","2","12","14","9","17","13","5","3","1","6","16","18","20","8","7","15","11","nan","nan"
"17","4","13","2","8","9","6","10","20","5","7","1","3","18","12","15","11","19","16","14","nan","nan"
"10","3","20","9","11","6","7","2","1","5","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","10","3","7","16","8","12","13","19","4","1","5","20","15","14","17","9","18","6","nan","nan"
"18","3","12","2","10","15","7","17","14","11","4","1","6","20","13","19","5","9","16","8","nan","nan"
"18","5","12","7","13","16","20","4","17","9","8","1","2","14","10","15","3","11","19","skipped","nan","nan"
"15","3","7","2","12","16","9","14","17","8","13","1","5","6","4","11","10","skipped","skipped","skipped","nan","nan"
"14","2","11","3","7","17","13","12","16","15","4","1","5","19","10","18","6","8","20","9","nan","nan"
"13","3","8","4","10","16","7","14","15","5","6","1","2","19","12","18","11","20","17","9","nan","nan"
"11","4","16","2","8","13","20","18","7","9","15","1","3","14","17","12","5","10","19","6","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","18","14","8","10","12","9","13","7","2","20","3","4","15","11","16","19","17","5","nan","nan"
"12","3","15","2","13","9","4","19","5","17","10","1","7","20","14","11","18","6","16","8","nan","nan"
"11","2","20","3","13","9","12","18","14","10","4","1","6","17","19","15","5","7","16","8","nan","nan"
"16","4","17","2","8","6","10","19","13","11","3","1","7","9","18","15","20","12","14","5","nan","nan"
"13","20","18","2","4","12","7","17","11","19","9","1","3","8","16","5","15","6","14","10","nan","nan"
"13","2","14","4","8","11","9","18","16","3","1","7","19","12","17","5","6","20","10","skipped","nan","nan"
"12","2","16","3","6","10","11","18","13","17","7","1","4","15","14","19","5","8","20","9","nan","nan"
"7","5","6","10","1","4","2","8","20","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","17","7","14","15","8","10","11","16","3","4","5","13","9","19","1","20","18","2","nan","nan"
"9","2","18","4","11","19","10","5","3","1","7","8","6","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","16","2","10","14","8","19","20","7","3","11","4","15","17","18","6","9","12","5","nan","nan"
"11","3","16","2","7","18","14","15","12","5","4","1","6","19","10","17","8","9","20","13","nan","nan"
"10","3","20","2","6","16","9","18","11","15","4","1","5","13","19","14","12","7","17","8","nan","nan"
"8","3","13","2","12","17","7","18","14","15","4","1","5","16","6","19","10","20","9","skipped","nan","nan"
"20","6","2","10","3","5","7","1","4","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","17","3","11","13","8","18","12","19","4","1","5","16","15","7","10","14","6","skipped","nan","nan"
"8","1","7","9","2","5","3","6","20","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","20","18","2","12","13","11","17","15","3","19","1","7","10","16","9","4","5","8","6","nan","nan"
"9","2","3","7","14","16","11","10","4","1","5","12","13","6","15","8","skipped","skipped","skipped","skipped","nan","nan"
"13","3","18","2","8","15","7","19","10","20","6","1","4","14","11","16","5","12","17","9","nan","nan"
"19","3","17","2","12","20","6","18","11","15","4","1","5","14","9","16","8","7","13","10","nan","nan"
"11","20","4","5","13","12","6","3","1","7","14","8","15","2","9","16","10","skipped","skipped","skipped","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","13","3","15","17","12","14","8","11","6","1","5","20","7","18","4","9","16","10","nan","nan"
"9","20","13","18","6","10","2","17","8","14","19","1","3","12","15","11","5","4","16","7","nan","nan"
"20","1","6","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","2","8","5","4","1","6","7","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","3","10","5","8","4","1","6","11","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","18","17","2","4","20","9","12","13","15","6","1","5","14","10","16","8","3","19","7","nan","nan"
"12","3","19","2","6","13","11","20","10","14","4","1","5","17","18","16","7","8","15","9","nan","nan"
"5","3","19","2","9","8","6","20","14","17","10","1","7","13","18","15","12","4","16","11","nan","nan"
"6","3","14","2","7","13","4","16","12","8","10","1","5","18","15","17","11","20","19","9","nan","nan"
"5","2","18","3","12","17","6","20","14","11","10","1","4","13","19","15","9","7","8","16","nan","nan"
"20","1","12","4","15","9","3","13","18","8","7","2","5","14","11","16","17","10","19","6","nan","nan"
"11","2","10","5","8","9","19","14","7","18","13","1","3","16","12","17","4","20","15","6","nan","nan"
"12","3","14","4","13","7","11","17","6","18","9","1","2","8","19","20","15","10","16","5","nan","nan"
"18","6","13","2","5","8","14","20","7","15","16","1","11","12","17","10","19","4","9","3","nan","nan"
"12","2","16","3","10","13","20","15","9","11","4","1","6","18","14","17","5","7","19","8","nan","nan"
"12","3","19","2","5","11","17","16","10","18","8","1","4","13","20","15","6","9","14","7","nan","nan"
"13","3","10","2","8","15","12","14","11","4","17","1","7","18","6","16","5","20","19","9","nan","nan"
"8","1","15","19","11","10","6","16","12","7","2","20","5","13","14","18","4","3","17","9","nan","nan"
"3","4","19","5","9","7","18","14","11","6","1","8","12","17","10","15","2","13","skipped","skipped","nan","nan"
"12","14","7","2","8","18","20","5","13","15","3","1","9","17","6","16","4","10","19","11","nan","nan"
"14","3","19","2","6","18","12","15","9","16","5","1","4","17","11","10","7","13","20","8","nan","nan"
"20","2","3","6","10","4","1","5","9","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","12","3","7","11","10","5","4","1","9","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","16","2","7","19","4","5","1","6","8","10","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","20","2","9","13","10","19","12","5","6","1","7","15","18","14","8","4","17","11","nan","nan"
"20","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","16","4","6","17","20","15","11","13","3","1","5","18","14","12","7","8","19","10","nan","nan"
"9","3","5","10","7","12","14","8","16","20","11","2","4","6","15","1","13","skipped","skipped","skipped","nan","nan"
"17","5","13","3","14","11","7","18","16","20","10","1","2","19","6","12","9","4","15","8","nan","nan"
"5","12","16","19","9","7","18","17","3","20","14","1","6","4","11","10","2","13","8","skipped","nan","nan"
