rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,numSeats,numCands
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,15.0
2,5,0,4,6,4,3,1,2,2,1,10,1,2,0,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,21,55,5,0,0,0,10,8,0,0,19,Unknown,
2,7,8,1,15,1,1,10,7,1,1,9,1,8,1,Unknown,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,
2,0,1,4,1,2,2,2,0,1,0,2,1,0,2,Unknown,
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,Unknown,
0,1,3,0,10,5,2,0,2,0,0,6,0,0,3,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
1,0,1,0,0,1,2,5,0,2,1,0,0,1,2,Unknown,
0,0,0,0,50,100,0,0,0,0,0,0,0,0,75,Unknown,
0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,1,0,0,6,0,0,0,0,0,0,5,0,0,0,Unknown,
0,0,0,0,10,0,0,2,4,0,0,8,0,0,6,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,Unknown,
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,Unknown,
0,3,4,0,6,3,10,0,1,0,0,2,0,2,5,Unknown,
0,75,0,999,0,0,1,1,0,1,50,Skipped,0,0,0,Unknown,
0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,Unknown,
0,4,0,3,1,0,1,0,1,0,0,0,0,0,0,Unknown,
1,15,1,1,13,1,1,1,5,1,1,1,1,10,1,Unknown,
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,Unknown,
0,0,0,0,10,3,0,0,0,0,0,10,0,0,5,Unknown,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,7,0,5,1,6,2,9,4,0,0,3,0,8,0,Unknown,
3,10,2,4,8,0,5,7,3,1,2,6,4,3,0,Unknown,
0,5,0,0,5,15,0,7,5,0,0,0,0,15,0,Unknown,
5,8,4,8,1,3,3,6,5,9,8,8,4,6,1,Unknown,
0,6,1,2,20,2,0,0,0,0,0,5,0,0,0,Unknown,
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,Unknown,
0,7,4,5,3,26,8,95,4,0,44,6,0,43,8,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,1,1,9,3,2,3,2,0,2,0,3,0,0,0,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,192,0,246,67,263,91,246,163,0,0,95,0,204,34,Unknown,
0,8,0,6,5,3,2,5,5,0,2,4,0,4,1,Unknown,
0,0,0,0,0,Skipped,0,0,0,0,0,0,0,0,0,Unknown,
2,2,4,1,3,1,1,4,2,1,4,2,2,4,1,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,10,0,0,0,0,0,5,0,0,5,0,0,0,0,Unknown,
0,1,2,0,2,1,0,0,1,0,0,1,1,0,1,Unknown,
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,10,0,3,0,0,0,3,0,0,Skipped,1,0,5,0,Unknown,
3,10,7,0,3,0,2,8,6,6,9,4,3,7,1,Unknown,
0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,Unknown,
0,26,8,51,7,6,5,100,11,46,7,54,7,9,5,Unknown,
0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,Unknown,
1,1,3,1,1,1,1,1,1,1,1,989,990,1,1,Unknown,
0,4,0,0,2,0,0,0,3,0,0,0,0,3,0,Unknown,
0,2,0,10,0,0,3,0,0,0,3,0,0,0,0,Unknown,
1,2,0,9,3,1,1,4,0,3,1,0,0,0,0,Unknown,
0,5,0,20,0,0,0,0,0,0,0,1,0,0,0,Unknown,
1,2,0,0,1,0,0,8,2,0,11,0,0,4,0,Unknown,
0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,Unknown,
0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Unknown,
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
0,0,1,0,0,1,2,4,0,2,1,0,0,1,1,Unknown,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,
