"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","Num Cands","Num Seats"
"3","5","16","2","17","4","9","15","11","10","12","6","14","8","18","7","1","13","18.0","1.0"
"3","5","15","2","17","4","12","16","10","11","9","6","14","8","18","7","1","13","nan","nan"
"2","6","16","3","4","12","14","7","10","5","17","9","18","8","1","13","skipped","skipped","nan","nan"
"3","4","15","2","17","6","12","16","7","11","10","5","14","9","18","8","1","13","nan","nan"
"1","3","15","7","18","9","11","16","5","10","12","4","14","8","17","6","2","13","nan","nan"
"3","7","15","2","18","4","12","16","10","11","9","8","14","6","17","5","1","13","nan","nan"
"2","18","14","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","16","2","17","7","9","15","8","11","12","5","14","10","18","4","1","13","nan","nan"
"3","6","16","2","17","7","11","15","10","9","12","5","14","4","18","8","1","13","nan","nan"
"3","5","16","2","17","4","10","15","8","11","12","7","14","9","18","6","1","13","nan","nan"
"2","5","18","3","4","11","8","12","10","6","7","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","16","3","17","5","12","15","6","10","11","8","14","9","18","7","1","13","nan","nan"
"2","5","16","3","17","4","8","14","9","7","10","6","15","12","18","11","1","13","nan","nan"
"3","8","15","2","17","4","9","16","5","10","11","6","14","12","18","7","1","13","nan","nan"
"3","8","15","2","17","4","10","16","5","11","12","7","14","9","18","6","1","13","nan","nan"
"2","6","17","3","14","4","13","16","7","9","11","5","15","10","18","8","1","12","nan","nan"
"2","4","16","3","17","5","13","14","8","10","11","6","15","9","18","7","1","12","nan","nan"
"2","6","13","3","17","4","11","16","7","8","12","5","14","9","18","10","1","15","nan","nan"
"2","7","17","3","16","4","10","15","8","13","11","6","12","9","18","5","1","14","nan","nan"
"2","4","16","3","17","7","10","15","9","11","12","5","14","6","18","8","1","13","nan","nan"
"1","4","15","3","17","5","12","16","8","10","11","6","14","9","18","7","2","13","nan","nan"
"1","3","15","7","18","8","11","16","5","10","12","4","14","9","17","6","2","13","nan","nan"
"2","5","16","3","17","4","9","15","6","11","10","7","14","13","18","8","1","12","nan","nan"
"3","7","16","2","17","4","10","15","9","11","12","5","14","8","18","6","1","13","nan","nan"
"3","5","16","2","17","6","11","14","8","9","12","4","15","10","18","7","1","13","nan","nan"
"2","5","15","3","17","4","10","16","9","11","12","7","14","8","18","6","1","13","nan","nan"
"2","5","15","3","17","4","10","16","6","12","11","7","14","9","18","8","1","13","nan","nan"
"3","6","15","2","17","5","11","16","8","10","12","4","14","7","18","9","1","13","nan","nan"
"2","5","15","3","17","9","12","16","8","4","13","7","14","10","6","1","skipped","skipped","nan","nan"
"2","6","15","3","16","4","12","17","7","11","9","5","13","8","18","10","1","14","nan","nan"
"2","5","16","3","17","6","11","15","7","10","12","9","14","8","18","4","1","13","nan","nan"
"2","6","17","3","16","4","10","15","8","11","12","7","13","9","18","5","1","14","nan","nan"
"2","5","15","3","17","4","13","16","7","11","10","6","14","9","18","8","1","12","nan","nan"
"2","6","15","3","17","4","10","16","9","13","12","7","14","5","18","8","1","11","nan","nan"
"3","6","15","2","17","4","10","16","9","11","13","5","14","8","18","7","1","12","nan","nan"
"2","6","15","3","17","4","10","16","9","11","12","5","14","8","18","7","1","13","nan","nan"
"3","7","15","2","17","4","12","16","6","11","10","9","14","5","18","1","13","skipped","nan","nan"
"3","5","17","2","16","4","10","15","8","9","11","6","14","7","18","12","1","13","nan","nan"
"2","6","17","3","16","4","10","15","7","11","12","5","14","9","18","8","1","13","nan","nan"
"3","7","16","2","17","4","9","15","8","11","12","6","14","10","18","5","1","13","nan","nan"
"2","4","16","3","17","5","11","15","7","10","13","6","14","9","18","8","1","12","nan","nan"
"2","5","17","3","16","4","12","15","8","10","11","6","14","9","18","7","1","13","nan","nan"
"2","5","16","3","17","4","12","15","9","10","11","7","14","8","18","6","1","13","nan","nan"
"3","5","14","2","18","6","12","16","7","10","11","4","15","9","17","8","1","13","nan","nan"
"2","6","17","3","16","4","12","15","9","10","11","5","14","8","18","7","1","13","nan","nan"
"3","8","16","2","17","5","10","14","9","11","12","7","15","4","18","6","1","13","nan","nan"
"2","5","18","3","16","4","11","15","8","10","13","6","14","9","17","7","1","12","nan","nan"
"3","6","16","1","17","4","11","15","5","9","12","7","14","10","18","8","2","13","nan","nan"
"2","4","16","3","17","5","12","15","8","10","9","6","14","11","18","7","1","13","nan","nan"
"2","5","16","3","17","9","10","15","8","11","12","4","14","6","18","7","1","13","nan","nan"
"2","4","16","3","17","5","9","13","8","11","12","6","14","10","18","7","1","15","nan","nan"
"2","7","14","3","18","4","9","16","8","13","11","6","10","5","15","17","1","12","nan","nan"
"2","4","15","3","16","7","12","17","8","10","11","5","14","9","18","6","1","13","nan","nan"
"2","4","18","3","15","7","6","10","16","8","14","1","17","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","12","3","17","5","10","14","8","11","13","7","16","9","18","6","1","15","nan","nan"
"2","6","15","3","16","4","13","17","9","11","10","7","14","5","18","8","1","12","nan","nan"
"3","8","17","2","4","12","5","10","11","9","6","18","7","1","skipped","skipped","skipped","skipped","nan","nan"
"1","6","16","3","17","4","14","15","8","10","13","7","12","5","18","9","2","11","nan","nan"
"2","5","16","3","17","7","10","15","6","12","11","8","14","9","18","4","1","13","nan","nan"
"3","12","10","2","17","13","16","4","5","9","14","7","6","8","11","1","skipped","skipped","nan","nan"
