"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"7","3","4","11","2","8","6","1","5","skipped","skipped","11.0","1.0"
"10","6","5","3","1","9","11","7","2","8","4","nan","nan"
"5","10","9","11","8","3","6","2","4","1","7","nan","nan"
"11","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","8","6","11","10","4","5","3","9","7","nan","nan"
"11","2","1","8","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","6","3","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","6","7","1","4","2","skipped","skipped","skipped","nan","nan"
"4","5","7","11","10","2","9","8","3","1","6","nan","nan"
"10","3","5","6","8","7","11","4","2","1","9","nan","nan"
"3","6","9","10","5","2","4","8","7","1","11","nan","nan"
"10","8","7","4","9","2","11","6","1","3","5","nan","nan"
"2","11","7","3","1","6","5","4","8","skipped","skipped","nan","nan"
"11","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","7","5","9","2","11","8","3","1","6","nan","nan"
"10","6","3","5","4","9","11","7","1","8","2","nan","nan"
"2","11","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","8","11","9","3","1","4","10","5","7","nan","nan"
"11","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","9","8","11","3","4","7","5","1","10","nan","nan"
"3","5","11","8","9","4","1","6","7","2","10","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","5","2","4","6","1","7","skipped","skipped","skipped","nan","nan"
"3","5","10","8","7","1","4","11","6","2","9","nan","nan"
"3","1","7","8","11","10","9","4","2","6","skipped","nan","nan"
"6","2","8","10","9","4","11","1","3","5","skipped","nan","nan"
"11","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","11","4","6","7","5","1","skipped","skipped","skipped","nan","nan"
"6","2","10","8","11","4","7","5","3","1","9","nan","nan"
"5","2","11","4","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","2","7","3","9","11","6","1","5","skipped","nan","nan"
"8","11","6","2","4","7","3","1","5","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","11","9","4","1","skipped","skipped","skipped","skipped","nan","nan"
"10","8","3","4","7","6","11","9","1","5","2","nan","nan"
"2","10","6","11","9","4","1","8","5","3","7","nan","nan"
"3","6","11","8","9","2","4","5","7","1","10","nan","nan"
"10","7","3","5","1","9","11","6","8","4","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","7","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","6","11","7","10","8","5","2","3","4","nan","nan"
"3","6","7","8","11","2","4","10","5","1","9","nan","nan"
"2","6","10","11","4","1","3","5","skipped","skipped","skipped","nan","nan"
"2","11","10","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","11","10","9","2","5","6","4","1","8","nan","nan"
"11","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","5","2","7","8","11","4","1","6","3","nan","nan"
"6","2","11","5","10","4","8","7","3","1","9","nan","nan"
"2","6","8","10","9","3","4","7","5","1","11","nan","nan"
"11","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","11","4","2","7","3","6","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","7","2","4","11","5","1","8","6","skipped","nan","nan"
"7","2","11","6","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
