"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"10","1","2","11","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","2","5","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","8","6","10","1","9","5","3","7","2","nan","nan"
"3","10","4","7","6","5","11","1","2","skipped","skipped","nan","nan"
"3","2","7","11","9","5","6","8","4","10","1","nan","nan"
"9","5","7","1","11","2","4","8","6","10","3","nan","nan"
"4","5","9","7","11","2","3","10","6","8","1","nan","nan"
"1","2","3","9","10","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","9","6","11","2","8","4","10","3","skipped","nan","nan"
"6","4","1","8","10","3","7","11","5","2","9","nan","nan"
"11","1","3","8","10","7","9","6","4","2","5","nan","nan"
"11","9","10","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","8","3","11","1","5","6","7","skipped","skipped","nan","nan"
