"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","Num Cands","Num Seats"
"3","7","1","15","5","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","14","4","8","15","10","2","3","6","5","7","13","1","11","12","nan","nan"
"6","1","4","9","15","13","8","3","10","12","7","11","5","2","14","nan","nan"
"10","1","11","8","13","3","6","5","7","2","12","15","4","9","14","nan","nan"
"3","1","5","7","10","15","6","13","4","8","14","skipped","skipped","skipped","skipped","nan","nan"
"5","1","13","7","15","6","14","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","5","7","9","13","2","11","8","10","12","14","3","6","15","nan","nan"
"10","6","4","5","14","12","2","8","1","13","9","15","7","11","3","nan","nan"
"10","1","5","4","15","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","12","4","14","13","1","15","9","3","11","skipped","skipped","skipped","skipped","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","1","4","15","7","2","3","8","11","10","9","6","13","12","nan","nan"
"2","1","7","4","15","6","5","14","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","11","7","12","3","2","10","6","13","9","14","5","4","15","nan","nan"
"4","1","8","9","7","11","15","2","14","10","13","12","3","6","5","nan","nan"
"15","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","14","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","15","2","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","9","14","8","10","11","12","13","6","7","1","5","15","nan","nan"
"1","2","5","7","9","15","6","3","14","8","4","skipped","skipped","skipped","skipped","nan","nan"
"1","2","5","10","12","11","9","3","8","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","5","4","14","2","3","7","11","12","8","10","9","13","15","nan","nan"
"1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","7","3","14","6","9","4","5","12","10","15","2","8","11","nan","nan"
"1","6","8","3","15","2","10","7","5","11","9","4","skipped","skipped","skipped","nan","nan"
"4","3","2","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","15","2","8","3","7","9","5","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","15","6","14","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","4","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","15","2","4","5","8","9","6","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","7","10","5","13","2","6","4","14","15","8","9","skipped","skipped","nan","nan"
"1","2","4","15","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","8","3","14","4","9","10","13","6","7","2","15","skipped","skipped","nan","nan"
"5","2","1","15","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","3","2","5","6","13","4","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","2","1","10","13","3","6","8","11","14","5","4","9","15","nan","nan"
"15","1","6","2","9","5","4","7","10","3","8","skipped","skipped","skipped","skipped","nan","nan"
"5","1","12","2","14","3","4","6","7","13","15","skipped","skipped","skipped","skipped","nan","nan"
"14","1","15","3","4","2","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","1","14","3","5","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","11","3","14","5","7","2","6","13","9","10","4","8","12","nan","nan"
"7","4","14","5","1","3","13","2","8","9","12","11","6","10","15","nan","nan"
"15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","7","15","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","15","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","11","4","2","15","3","14","13","12","9","skipped","skipped","skipped","skipped","nan","nan"
"1","2","15","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","15","4","2","9","5","8","6","11","3","10","skipped","skipped","skipped","nan","nan"
"15","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","2","3","4","7","1","8","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","15","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","9","5","13","6","12","3","11","15","10","8","2","7","14","nan","nan"
"2","3","14","7","15","4","1","5","10","6","11","12","13","skipped","skipped","nan","nan"
"1","3","13","11","6","8","10","7","4","15","9","14","2","5","12","nan","nan"
"15","1","2","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","15","4","5","2","3","1","10","8","6","skipped","skipped","skipped","skipped","nan","nan"
"1","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","1","10","15","11","3","8","9","5","12","4","7","skipped","skipped","nan","nan"
"7","1","4","3","5","12","10","11","13","14","6","9","2","8","15","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","3","2","14","9","6","8","11","4","12","7","1","15","skipped","nan","nan"
"2","1","14","15","4","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","4","9","15","11","3","6","10","14","1","12","8","7","13","nan","nan"
"3","1","7","11","6","9","4","8","15","5","12","2","10","skipped","skipped","nan","nan"
"11","3","13","6","15","8","9","2","1","12","7","10","4","5","14","nan","nan"
"11","1","8","3","12","5","15","4","7","14","9","10","2","6","13","nan","nan"
"4","6","12","2","13","3","1","8","11","14","9","10","7","5","15","nan","nan"
"1","3","14","5","11","2","10","7","8","13","9","12","6","4","15","nan","nan"
"5","7","15","10","6","4","9","2","1","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","8","1","6","15","2","11","10","13","9","3","12","4","7","5","nan","nan"
"11","1","2","9","12","7","4","6","10","15","3","13","5","8","14","nan","nan"
"1","3","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","15","6","9","2","3","7","8","12","4","11","skipped","skipped","skipped","nan","nan"
"2","4","8","12","5","6","1","15","13","10","14","11","7","3","skipped","nan","nan"
"14","4","15","1","2","6","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","10","1","11","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","2","1","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","15","1","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","5","10","9","15","7","4","6","8","3","skipped","skipped","skipped","skipped","nan","nan"
"10","5","2","15","14","9","1","3","13","6","7","11","12","8","4","nan","nan"
"4","2","5","3","13","10","11","8","9","15","6","14","1","7","12","nan","nan"
"3","1","15","2","6","9","7","8","10","12","11","13","4","5","14","nan","nan"
"15","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","4","8","11","7","3","13","10","15","2","6","14","skipped","skipped","nan","nan"
"10","2","4","8","11","9","12","1","5","14","13","3","15","skipped","skipped","nan","nan"
"9","2","8","1","10","7","14","4","5","13","11","12","3","6","15","nan","nan"
"3","2","4","8","10","6","1","11","9","13","12","15","5","7","14","nan","nan"
"6","1","4","15","7","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","15","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","4","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","12","1","14","9","7","8","10","13","11","15","3","5","skipped","nan","nan"
"1","2","15","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","4","2","5","6","7","8","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","15","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","7","2","12","5","1","6","10","4","11","15","9","3","14","nan","nan"
"5","2","15","8","4","3","7","9","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","11","3","15","5","10","4","6","13","14","8","9","7","12","nan","nan"
"6","1","4","10","2","7","12","14","3","8","15","skipped","skipped","skipped","skipped","nan","nan"
"1","2","15","5","6","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","4","11","13","15","2","5","14","3","7","9","10","12","8","nan","nan"
"12","2","9","11","14","4","3","13","10","1","8","15","skipped","skipped","skipped","nan","nan"
"15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","7","3","15","8","9","5","4","14","6","12","2","11","13","nan","nan"
"5","1","7","6","11","9","13","2","4","15","10","12","3","8","14","nan","nan"
"14","2","3","8","7","1","6","9","10","5","11","15","4","13","12","nan","nan"
"15","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","11","4","15","1","6","7","13","5","14","3","12","skipped","skipped","nan","nan"
"15","4","7","5","1","6","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","1","3","15","7","9","2","4","8","13","11","6","12","skipped","nan","nan"
"2","1","13","6","12","9","8","3","11","10","4","15","5","7","14","nan","nan"
"4","5","8","10","7","6","11","3","9","1","12","14","2","13","15","nan","nan"
"9","6","10","1","13","3","11","8","4","15","5","12","7","2","14","nan","nan"
"2","1","8","12","9","11","4","5","13","14","10","15","7","3","6","nan","nan"
"2","9","3","8","7","5","15","12","6","10","11","1","4","skipped","skipped","nan","nan"
"10","6","8","4","15","5","9","1","7","11","12","3","2","skipped","skipped","nan","nan"
"14","2","10","1","15","8","12","6","4","3","9","11","5","7","skipped","nan","nan"
"2","8","3","4","7","11","1","15","6","10","9","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","5","12","8","1","13","11","15","10","9","14","6","7","nan","nan"
"10","4","2","14","6","5","9","8","11","15","3","7","1","12","13","nan","nan"
"15","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","1","2","14","12","3","5","4","7","6","13","skipped","skipped","skipped","nan","nan"
"5","1","6","4","15","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","4","15","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","13","1","9","5","14","4","10","8","3","7","12","11","6","2","nan","nan"
"11","1","8","3","14","7","15","6","10","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","1","2","4","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","8","11","15","12","2","3","6","14","9","7","5","10","13","nan","nan"
"8","6","13","3","9","5","15","7","2","12","4","10","1","11","14","nan","nan"
"2","3","4","5","15","10","1","9","8","13","12","7","6","11","14","nan","nan"
"5","2","15","1","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","10","3","6","7","14","5","11","13","8","12","1","4","15","nan","nan"
"4","3","2","11","5","12","1","8","15","13","10","14","6","9","7","nan","nan"
"1","2","13","3","15","14","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","2","1","5","3","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","12","15","11","1","7","9","3","13","6","10","8","skipped","nan","nan"
"8","2","12","6","11","4","3","5","10","14","7","13","1","9","15","nan","nan"
"3","2","1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","11","15","13","12","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
