"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","rank29","rank30","rank31","rank32","rank33","rank34","Num Cands","Num Seats"
"8","9","13","5","11","1","2","4","7","12","3","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","30","28","14","8","11","5","32","2","13","6","33","22","31","1","34","12","4","27","29","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","24","34","15","9","16","5","31","2","7","11","21","6","28","26","14","17","8","4","1","30","29","18","13","25","32","20","10","3","19","33","22","27","23","nan","nan"
"9","20","34","16","4","32","25","3","11","26","7","31","15","1","27","22","24","28","2","8","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","19","33","8","26","11","32","3","2","21","18","17","29","22","12","24","14","4","10","16","13","27","9","6","23","28","25","20","30","15","7","31","skipped","nan","nan"
"34","4","14","9","7","10","13","5","6","11","3","1","12","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","30","27","28","5","22","8","17","3","13","11","16","9","26","23","18","15","12","6","1","34","29","14","20","19","2","4","25","10","21","24","skipped","skipped","skipped","nan","nan"
"7","12","31","18","1","19","11","29","8","10","4","33","3","34","15","27","16","9","14","2","23","30","22","21","25","20","32","13","5","17","26","6","28","24","nan","nan"
"7","32","14","4","26","16","33","5","28","20","17","10","24","25","12","30","22","3","6","34","18","29","8","9","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","26","32","15","4","27","6","24","7","16","8","29","17","18","10","21","20","12","9","3","34","28","13","31","22","30","19","1","11","33","2","25","23","skipped","nan","nan"
"8","15","30","16","7","29","4","25","5","6","11","28","12","23","26","13","20","14","3","1","21","32","33","27","17","22","24","2","9","31","19","34","10","skipped","nan","nan"
"34","3","5","4","7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","23","34","12","8","4","21","3","10","19","13","18","17","11","5","2","16","15","22","6","1","7","9","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","21","31","15","4","23","6","26","3","9","13","7","34","17","5","2","30","32","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","34","5","2","3","8","17","1","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","18","34","22","31","6","30","4","33","5","28","24","9","15","10","1","13","25","2","14","32","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","34","4","6","17","5","11","9","13","7","15","10","3","1","12","16","2","8","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","26","32","18","3","25","7","27","10","21","22","30","16","17","20","1","15","23","2","34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","32","23","30","9","18","7","17","3","15","25","12","8","33","10","6","22","20","4","1","27","34","21","19","14","16","26","5","2","11","28","31","29","24","nan","nan"
"9","10","34","12","1","6","11","3","4","2","8","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","21","26","28","11","30","9","32","8","15","3","12","23","34","6","7","13","27","10","1","24","20","31","33","18","25","16","4","2","5","14","19","29","17","nan","nan"
"34","23","7","3","15","4","8","20","27","9","24","13","6","17","11","5","1","25","26","30","28","16","2","19","32","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","29","34","16","6","31","10","27","4","13","21","9","12","7","5","1","28","33","18","15","19","25","8","20","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","34","19","13","6","8","12","10","1","14","3","2","18","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","25","32","14","6","28","8","26","3","9","29","12","23","10","22","5","4","2","31","18","16","15","19","17","30","13","1","21","11","27","24","skipped","skipped","skipped","nan","nan"
"15","22","34","18","5","28","8","27","3","13","16","25","6","32","10","9","17","11","4","1","23","33","20","19","24","26","21","12","2","14","30","7","31","29","nan","nan"
"23","5","19","24","25","21","20","7","11","4","9","15","10","8","3","1","12","32","29","14","26","22","31","6","34","33","27","16","2","13","18","17","30","28","nan","nan"
"7","34","4","6","2","1","8","9","5","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","22","4","34","25","2","18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","31","24","7","33","8","2","20","28","15","19","23","22","9","1","25","16","4","26","32","30","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","23","34","3","21","9","1","17","18","22","4","25","12","5","13","14","24","10","16","20","15","2","8","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","16","11","29","23","4","33","18","28","19","9","5","14","2","27","8","6","26","20","34","32","17","25","22","30","12","15","3","1","10","21","31","24","13","nan","nan"
"10","34","12","15","2","9","17","5","1","7","11","13","6","8","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","34","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","23","16","11","24","5","21","1","6","15","18","8","34","13","12","4","22","25","17","10","3","14","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","33","34","3","21","10","23","5","1","17","29","6","25","12","26","18","16","14","9","30","15","27","20","24","11","19","32","2","31","22","4","28","13","nan","nan"
"34","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","20","34","11","4","24","9","12","10","19","14","5","7","22","15","16","6","2","27","17","21","13","26","3","1","8","25","23","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","17","24","25","9","34","5","22","2","7","10","33","12","30","20","27","19","16","3","1","32","26","11","14","21","28","23","8","4","6","18","13","31","29","nan","nan"
"12","16","31","14","3","22","7","33","4","8","6","25","17","26","24","15","23","9","5","1","27","29","21","30","32","10","19","18","2","11","28","20","34","13","nan","nan"
"13","30","26","12","27","33","4","11","2","10","14","31","15","32","25","17","21","9","8","1","20","29","7","19","24","28","16","22","3","6","18","5","34","23","nan","nan"
"34","33","5","15","30","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","13","29","14","10","16","4","24","11","31","26","34","2","23","20","22","28","3","25","1","6","21","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","34","9","13","11","4","3","1","5","6","10","7","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","21","28","15","8","32","3","30","5","10","23","31","4","34","26","17","18","11","9","1","29","19","14","12","22","25","20","13","2","16","27","7","24","skipped","nan","nan"
"3","17","30","8","7","27","11","28","2","34","13","22","4","33","14","10","12","16","5","1","29","31","18","19","21","26","32","6","9","15","25","20","23","skipped","nan","nan"
"6","12","34","14","4","30","18","27","5","19","2","20","29","3","26","13","1","7","33","17","25","10","9","32","11","15","8","16","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","25","26","23","8","29","7","24","2","10","6","18","9","33","21","19","22","13","4","1","27","28","14","15","20","31","17","12","3","16","32","11","30","34","nan","nan"
"12","20","34","14","6","33","4","24","3","5","11","32","8","27","19","10","17","7","9","1","31","28","21","13","25","26","22","15","2","18","23","16","30","29","nan","nan"
"15","5","30","3","34","25","1","13","20","27","23","10","2","32","26","6","18","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","22","34","8","3","26","6","5","18","15","25","11","23","10","9","13","4","1","29","19","20","27","17","21","12","2","14","30","24","skipped","skipped","skipped","skipped","skipped","nan","nan"
"33","1","34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","23","29","16","18","34","5","27","2","7","19","30","9","12","20","8","4","1","31","33","11","32","3","25","28","6","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","18","10","9","15","24","31","25","12","22","19","23","29","16","5","21","11","7","17","33","14","30","32","3","4","13","6","26","1","28","34","8","27","nan","nan"
"7","14","24","13","6","31","12","32","3","19","11","26","9","29","23","2","18","27","5","1","30","25","16","34","17","20","22","10","4","15","28","8","21","33","nan","nan"
"7","30","25","11","5","15","9","13","2","1","29","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","25","15","26","6","13","12","1","9","30","18","17","16","3","21","31","22","24","2","10","29","14","32","28","4","7","11","8","20","19","5","33","27","34","nan","nan"
"33","34","2","10","14","7","11","4","13","9","1","15","12","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","20","23","12","9","28","5","33","3","18","11","32","6","34","15","17","16","24","4","1","31","29","13","22","26","19","30","7","2","14","25","8","21","27","nan","nan"
"5","13","34","6","14","12","4","16","10","15","18","8","2","17","7","9","19","3","1","11","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","17","29","8","4","22","5","28","1","6","7","25","15","32","11","16","12","10","3","33","23","21","27","31","24","18","13","2","19","26","14","20","30","skipped","nan","nan"
"6","2","5","34","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","30","13","5","4","2","8","11","25","12","20","9","7","1","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"34","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","18","22","17","1","20","6","34","5","8","19","25","11","12","13","2","15","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","29","10","3","7","25","20","4","27","30","23","32","8","6","2","34","31","26","1","33","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","19","7","2","4","14","16","15","8","3","5","18","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","13","8","18","5","28","11","9","4","20","7","34","25","26","6","30","10","17","16","2","24","32","14","22","19","21","33","12","1","15","29","27","31","skipped","nan","nan"
"1","14","34","19","8","12","6","7","2","4","11","18","9","3","5","21","15","20","13","16","17","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","31","21","5","27","6","33","1","11","17","26","4","32","18","13","16","12","7","3","34","29","8","20","24","30","23","19","2","15","25","14","22","28","nan","nan"
"9","3","15","6","1","22","12","34","4","5","14","30","2","33","19","28","13","21","10","8","27","16","29","18","11","20","25","26","24","23","31","7","17","32","nan","nan"
"9","22","33","29","32","3","13","4","11","30","34","26","8","17","7","16","27","24","25","31","1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","20","34","23","3","25","14","29","2","13","8","30","9","26","18","10","16","11","4","1","31","27","15","24","28","21","33","12","6","17","32","7","19","22","nan","nan"
"8","18","31","22","6","33","15","34","3","14","29","13","7","19","5","1","30","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","27","6","3","31","15","34","4","22","26","21","16","23","9","28","5","1","14","20","29","17","13","18","30","11","2","19","25","12","24","10","skipped","skipped","nan","nan"
"8","10","32","15","4","30","3","7","34","9","12","5","1","17","20","2","16","31","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
