5 1
2201 1 0
1619 1 2 0
180 1 2 3 0
242 1 2 4 0
184 1 2 5 0
134 1 3 0
99 1 3 2 0
147 1 3 4 0
82 1 3 5 0
252 1 4 0
180 1 4 2 0
146 1 4 3 0
132 1 4 5 0
84 1 5 0
88 1 5 2 0
47 1 5 3 0
67 1 5 4 0
183 2 0
475 2 1 0
82 2 1 3 0
95 2 1 4 0
73 2 1 5 0
7 2 3 0
16 2 3 1 0
17 2 3 4 0
10 2 3 5 0
18 2 4 0
47 2 4 1 0
8 2 4 3 0
6 2 4 5 0
18 2 5 0
19 2 5 1 0
6 2 5 3 0
6 2 5 4 0
358 3 0
60 3 1 0
10 3 1 2 0
37 3 1 4 0
29 3 1 5 0
10 3 2 0
11 3 2 1 0
11 3 2 4 0
8 3 2 5 0
73 3 4 0
81 3 4 1 0
6 3 4 2 0
206 3 4 5 0
79 3 5 0
43 3 5 1 0
10 3 5 2 0
1108 3 5 4 0
279 4 0
70 4 1 0
63 4 1 2 0
56 4 1 3 0
78 4 1 5 0
16 4 2 0
29 4 2 1 0
10 4 2 3 0
7 4 2 5 0
60 4 3 0
39 4 3 1 0
6 4 3 2 0
72 4 3 5 0
59 4 5 0
35 4 5 1 0
11 4 5 2 0
126 4 5 3 0
179 5 0
16 5 1 0
9 5 1 2 0
18 5 1 3 0
26 5 1 4 0
11 5 2 0
7 5 2 1 0
13 5 2 3 0
2 5 2 4 0
66 5 3 0
28 5 3 1 0
7 5 3 2 0
117 5 3 4 0
41 5 4 0
23 5 4 1 0
12 5 4 2 0
79 5 4 3 0
0
Deb Calvert
Iola Kostrzewski
Wyn Ray
Karen Ahlbrecht
Marshall Glynn
