voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
1,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
2,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
3,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
4,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
5,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
6,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
7,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
8,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
9,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
10,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
11,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
12,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
13,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
14,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
15,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
16,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
17,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
18,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
19,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
20,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
21,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
22,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
23,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
24,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
25,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
26,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
27,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
28,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
29,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
30,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
31,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
32,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
33,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
34,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
35,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
36,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
37,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
38,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
39,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
40,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
41,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
42,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
43,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
44,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
45,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
46,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
47,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
48,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
49,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
50,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
51,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
52,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
53,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
54,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
55,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
56,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
57,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
58,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
59,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
60,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
61,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
62,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
63,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
64,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
65,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
66,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
67,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
68,David ALEXANDER (SNP),skipped,skipped,skipped,skipped,4
