voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
1,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
2,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
3,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
4,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
5,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
6,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
7,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
8,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
9,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
10,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
11,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
12,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
13,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
14,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
15,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
16,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
17,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
18,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
19,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
20,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
21,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
22,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
23,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
24,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
25,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
26,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
27,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
28,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
29,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
30,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
31,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
32,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
33,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
34,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
35,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
36,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
37,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
38,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
39,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
40,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
41,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
42,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
43,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
44,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
45,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
46,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
47,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
48,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
49,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
50,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
51,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
52,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
53,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
54,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
55,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
56,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
57,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
58,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
59,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
60,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
61,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
62,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
63,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
64,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
65,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
66,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
67,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
68,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
69,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
70,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
71,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
72,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
73,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
74,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
75,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
76,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
77,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
78,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
79,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
80,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
81,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
82,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
83,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
84,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
85,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
86,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
87,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
88,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
89,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
90,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
91,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
92,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
93,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
94,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
95,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
96,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
97,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
98,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
99,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
100,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
101,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
102,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
103,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
104,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
105,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
106,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
107,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
108,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
109,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
110,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
111,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
112,Tom CONN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,3
