voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Bradley BOOTH (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Richard Blake MCCREADY (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Morgan PETRIE (Grn),Fraser MACPHERSON (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
11,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Morgan PETRIE (Grn),Fraser MACPHERSON (LD),Steven ROME (SNP),skipped,skipped,skipped,skipped,skipped,4
12,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Morgan PETRIE (Grn),Steven ROME (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
13,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Steven ROME (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Steven ROME (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Bradley BOOTH (Ind),Bill CAMPBELL (SNP),Steven ROME (SNP),Richard Blake MCCREADY (Lab),Fraser MACPHERSON (LD),Morgan PETRIE (Grn),skipped,skipped,skipped,skipped,4
16,Bradley BOOTH (Ind),Donald HAY (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Bradley BOOTH (Ind),Donald HAY (C),Fraser MACPHERSON (LD),Andrew MCBRIDE (IndNk),Richard Blake MCCREADY (Lab),skipped,skipped,skipped,skipped,skipped,4
18,Bradley BOOTH (Ind),Donald HAY (C),Richard Blake MCCREADY (Lab),Fraser MACPHERSON (LD),Morgan PETRIE (Grn),Steven ROME (SNP),Bill CAMPBELL (SNP),Tam WILSON (SSP),Andrew MCBRIDE (IndNk),skipped,4
19,Bradley BOOTH (Ind),Fraser MACPHERSON (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Bradley BOOTH (Ind),Fraser MACPHERSON (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Bradley BOOTH (Ind),Fraser MACPHERSON (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
