Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,numSeats,numCands
ST LOUIS PARK W-3 P-12,152363,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152364,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,writein,1,4
ST LOUIS PARK W-3 P-12,152365,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152366,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152367,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152368,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152369,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152370,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152371,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152372,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152373,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152374,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152375,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152376,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152377,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152378,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152379,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152380,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152381,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152382,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152383,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152384,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152385,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152386,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152387,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152388,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152389,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152390,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152391,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152392,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152393,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152394,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152395,ST LOUIS PARK W-3 P-12,Jim Leuthner,writein,skipped,1,4
ST LOUIS PARK W-3 P-12,152396,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152397,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152398,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152399,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152400,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152401,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152402,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152403,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152404,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152405,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152406,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152407,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152408,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152409,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152410,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152411,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152413,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152414,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152415,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152416,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152417,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152418,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152419,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152420,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152421,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152422,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152423,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152424,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152425,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152426,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152427,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152428,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152429,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152430,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152431,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152432,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152433,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152434,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152435,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152436,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152437,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152438,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152439,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152440,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152441,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152442,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152443,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152444,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152445,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152446,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152447,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152448,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152449,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152450,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152451,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152452,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152453,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152454,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152455,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152456,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152457,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152458,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152459,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152460,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152461,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152462,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152463,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152464,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152465,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152466,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152467,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152468,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152469,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152470,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152471,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152472,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152473,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152474,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152475,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152476,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152477,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152478,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152479,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152480,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152481,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152482,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152483,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152484,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152485,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152486,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152487,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152488,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152489,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152490,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152491,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152492,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152493,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152494,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152495,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152496,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152497,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152498,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152499,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152500,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152501,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152502,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152503,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152504,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152505,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152506,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152507,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152508,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152509,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152510,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152511,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152512,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152513,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152514,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152515,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152516,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152517,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152518,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152519,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152520,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152521,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152522,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152523,ST LOUIS PARK W-3 P-12,Sue Budd,writein,skipped,1,4
ST LOUIS PARK W-3 P-12,152524,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152525,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152526,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152527,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152528,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152529,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152530,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152531,ST LOUIS PARK W-3 P-12,Saul Eugene,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152532,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152533,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152534,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152535,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152536,ST LOUIS PARK W-3 P-12,Jim Leuthner,writein,skipped,1,4
ST LOUIS PARK W-3 P-12,152537,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152538,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152539,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152540,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152541,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152542,ST LOUIS PARK W-3 P-12,Jim Leuthner,Saul Eugene,Sue Budd,1,4
ST LOUIS PARK W-3 P-12,152543,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152544,ST LOUIS PARK W-3 P-12,Saul Eugene,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152545,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152546,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152547,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152548,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152549,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152550,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152551,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152552,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152553,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152554,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152555,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152556,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152557,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152558,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152559,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,skipped,1,4
ST LOUIS PARK W-3 P-12,152560,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152561,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152562,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152563,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152564,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152565,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152566,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152567,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152568,ST LOUIS PARK W-3 P-12,Jim Leuthner,Sue Budd,writein,1,4
ST LOUIS PARK W-3 P-12,152569,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152570,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,skipped,1,4
ST LOUIS PARK W-3 P-12,152571,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152572,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152573,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152574,ST LOUIS PARK W-3 P-12,Saul Eugene,Sue Budd,Jim Leuthner,1,4
ST LOUIS PARK W-3 P-12,152575,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152576,ST LOUIS PARK W-3 P-12,Sue Budd,Saul Eugene,skipped,1,4
ST LOUIS PARK W-3 P-12,152578,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152579,ST LOUIS PARK W-3 P-12,Jim Leuthner,skipped,skipped,1,4
ST LOUIS PARK W-3 P-12,152580,ST LOUIS PARK W-3 P-12,Sue Budd,Jim Leuthner,Saul Eugene,1,4
ST LOUIS PARK W-3 P-12,152581,ST LOUIS PARK W-3 P-12,Sue Budd,skipped,skipped,1,4
