file,candidate_cloned,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Henry MCCLELLAND (SNP),8,['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Lisa COURTS (LD),6,['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Adam WILSON (Lab),6,['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Gail MACGREGOR (Con),6,['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Doug FAIRBAIRN (Con),6,['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Stephen THOMPSON (SNP),6,['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Doug FAIRBAIRN (Con)'],['Gail MACGREGOR (Con)'],['Doug FAIRBAIRN (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Barbara Anne BANNATYNE (Grn),10,['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,David INGLIS (Con),10,['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Matthew CURRY (Lab),10,['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Steve NORRIS (SNP),10,['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Jim MCCOLM (Ind),10,['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,John MCCUTCHEON (Ind),10,['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['Jim MCCOLM (Ind)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)'],['David INGLIS (Con)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Paul John TAYLORSON (Grn),7,['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,John Lachlan YOUNG (SNP),7,['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Iain HOWIE (Ind),7,['David JAMES (Con)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,George PRENTICE (Ind),7,['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,David JAMES (Con),7,['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Lucy MCKIE (Lab),7,['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Billy FARRIES (Ind),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Andy FERGUSON (SNP),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Ronnie NICHOLSON (Lab)'],['David MCKIE (Lab)'],['Andy FERGUSON (SNP)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Ronnie NICHOLSON (Lab),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Graham BELL (Con),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,David MCKIE (Lab),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Michelle Anne JOHNSTON (Grn),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Stacy BRADLEY (SNP),8,['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['Andy FERGUSON (SNP)'],['David MCKIE (Lab)'],['Graham BELL (Con)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)'],['David MCKIE (Lab)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,Patsy GILROY (Con),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,John THOM (Ind),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Jane MAITLAND (Ind)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,Elizabeth MAXWELL (Lab),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Jane MAITLAND (Ind)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,Douglas SWAN (Ind),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Jane MAITLAND (Ind)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,Dougie CAMPBELL (SNP),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Jane MAITLAND (Ind)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/DeeandGlenkens_dumgal17-03.csv,Laura MOODIE (Grn),10,['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Jane MAITLAND (Ind)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)'],['Patsy GILROY (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,Keith WALTERS (Lab),10,['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,Maureen JOHNSTONE (Ind),10,['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,Arthur David RAMSAY (Grn),10,['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,John CHARTERIS (Con),10,['Ivor HYSLOP (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,Ivor HYSLOP (Con),10,['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/Lochar_dumgal17-08.csv,Joe MCGURK (SNP),10,['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)'],['John CHARTERIS (Con)']
/dumgal17-ballots/AnnandaleEastandEskdale_dumgal17-12.csv,Karen CARRUTHERS (Con),7,['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)'],['Karen CARRUTHERS (Con)']
