,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,numSeats,numCands
40,Enrolment/NAMAV,Enrolment/NAMAV,35650,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
41,Enrolment/NAMAV,Enrolment/NAMAV,35651,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
42,Enrolment/NAMAV,Enrolment/NAMAV,35652,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
43,Enrolment/NAMAV,Enrolment/NAMAV,35653,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
44,Enrolment/NAMAV,Enrolment/NAMAV,35654,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
45,Enrolment/NAMAV,Enrolment/NAMAV,35655,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
46,Enrolment/NAMAV,Enrolment/NAMAV,35656,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
47,Enrolment/NAMAV,Enrolment/NAMAV,35657,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
48,Enrolment/NAMAV,Enrolment/NAMAV,35658,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
49,Enrolment/NAMAV,Enrolment/NAMAV,35659,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
50,Enrolment/NAMAV,Enrolment/NAMAV,35660,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
51,Enrolment/NAMAV,Enrolment/NAMAV,35661,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
52,Enrolment/NAMAV,Enrolment/NAMAV,35662,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
53,Enrolment/NAMAV,Enrolment/NAMAV,35663,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
54,Enrolment/NAMAV,Enrolment/NAMAV,35664,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
55,Enrolment/NAMAV,Enrolment/NAMAV,35665,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
56,Enrolment/NAMAV,Enrolment/NAMAV,35666,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
57,Enrolment/NAMAV,Enrolment/NAMAV,35667,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
58,Enrolment/NAMAV,Enrolment/NAMAV,35668,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
59,Enrolment/NAMAV,Enrolment/NAMAV,35669,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
60,Enrolment/NAMAV,Enrolment/NAMAV,35670,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
61,Enrolment/NAMAV,Enrolment/NAMAV,35671,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
62,Enrolment/NAMAV,Enrolment/NAMAV,35672,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
63,Enrolment/NAMAV,Enrolment/NAMAV,35673,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
64,Enrolment/NAMAV,Enrolment/NAMAV,35674,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
65,Enrolment/NAMAV,Enrolment/NAMAV,35675,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
66,Enrolment/NAMAV,Enrolment/NAMAV,35676,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
67,Enrolment/NAMAV,Enrolment/NAMAV,35677,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
68,Enrolment/NAMAV,Enrolment/NAMAV,35678,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
69,Enrolment/NAMAV,Enrolment/NAMAV,35679,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
70,Enrolment/NAMAV,Enrolment/NAMAV,35680,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
71,Enrolment/NAMAV,Enrolment/NAMAV,35681,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
72,Enrolment/NAMAV,Enrolment/NAMAV,35682,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
73,Enrolment/NAMAV,Enrolment/NAMAV,35683,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
74,Enrolment/NAMAV,Enrolment/NAMAV,35684,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
75,Enrolment/NAMAV,Enrolment/NAMAV,35685,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
76,Enrolment/NAMAV,Enrolment/NAMAV,35686,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
77,Enrolment/NAMAV,Enrolment/NAMAV,35687,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
78,Enrolment/NAMAV,Enrolment/NAMAV,35688,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
79,Enrolment/NAMAV,Enrolment/NAMAV,35689,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
80,Enrolment/NAMAV,Enrolment/NAMAV,35690,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
81,Enrolment/NAMAV,Enrolment/NAMAV,35691,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
82,Enrolment/NAMAV,Enrolment/NAMAV,35692,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
83,Enrolment/NAMAV,Enrolment/NAMAV,35693,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
84,Enrolment/NAMAV,Enrolment/NAMAV,35694,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
85,Enrolment/NAMAV,Enrolment/NAMAV,35695,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
86,Enrolment/NAMAV,Enrolment/NAMAV,35696,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
87,Enrolment/NAMAV,Enrolment/NAMAV,35697,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
88,Enrolment/NAMAV,Enrolment/NAMAV,35698,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
89,Enrolment/NAMAV,Enrolment/NAMAV,35699,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
90,Enrolment/NAMAV,Enrolment/NAMAV,35700,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
91,Enrolment/NAMAV,Enrolment/NAMAV,35701,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
92,Enrolment/NAMAV,Enrolment/NAMAV,35702,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
93,Enrolment/NAMAV,Enrolment/NAMAV,35703,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
94,Enrolment/NAMAV,Enrolment/NAMAV,35704,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
95,Enrolment/NAMAV,Enrolment/NAMAV,35705,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
96,Enrolment/NAMAV,Enrolment/NAMAV,35706,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
97,Enrolment/NAMAV,Enrolment/NAMAV,35707,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
98,Enrolment/NAMAV,Enrolment/NAMAV,35708,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
99,Enrolment/NAMAV,Enrolment/NAMAV,35709,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
100,Enrolment/NAMAV,Enrolment/NAMAV,35710,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
101,Enrolment/NAMAV,Enrolment/NAMAV,35711,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
102,Enrolment/NAMAV,Enrolment/NAMAV,35712,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
103,Enrolment/NAMAV,Enrolment/NAMAV,35713,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
104,Enrolment/NAMAV,Enrolment/NAMAV,35714,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
105,Enrolment/NAMAV,Enrolment/NAMAV,35715,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
106,Enrolment/NAMAV,Enrolment/NAMAV,35716,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
107,Enrolment/NAMAV,Enrolment/NAMAV,35717,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
108,Enrolment/NAMAV,Enrolment/NAMAV,35718,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
109,Enrolment/NAMAV,Enrolment/NAMAV,35719,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
110,Enrolment/NAMAV,Enrolment/NAMAV,35720,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
111,Enrolment/NAMAV,Enrolment/NAMAV,35721,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
112,Enrolment/NAMAV,Enrolment/NAMAV,35722,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
113,Enrolment/NAMAV,Enrolment/NAMAV,35723,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
114,Enrolment/NAMAV,Enrolment/NAMAV,35724,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
115,Enrolment/NAMAV,Enrolment/NAMAV,35725,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
116,Enrolment/NAMAV,Enrolment/NAMAV,35726,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
117,Enrolment/NAMAV,Enrolment/NAMAV,35727,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
118,Enrolment/NAMAV,Enrolment/NAMAV,35728,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
119,Enrolment/NAMAV,Enrolment/NAMAV,35729,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
120,Enrolment/NAMAV,Enrolment/NAMAV,35730,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
121,Enrolment/NAMAV,Enrolment/NAMAV,35731,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
122,Enrolment/NAMAV,Enrolment/NAMAV,35732,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
123,Enrolment/NAMAV,Enrolment/NAMAV,35733,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
124,Enrolment/NAMAV,Enrolment/NAMAV,35734,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
125,Enrolment/NAMAV,Enrolment/NAMAV,35735,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
126,Enrolment/NAMAV,Enrolment/NAMAV,35736,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
127,Enrolment/NAMAV,Enrolment/NAMAV,35737,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
128,Enrolment/NAMAV,Enrolment/NAMAV,35738,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
129,Enrolment/NAMAV,Enrolment/NAMAV,35739,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
130,Enrolment/NAMAV,Enrolment/NAMAV,35740,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
131,Enrolment/NAMAV,Enrolment/NAMAV,35741,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
132,Enrolment/NAMAV,Enrolment/NAMAV,35742,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
133,Enrolment/NAMAV,Enrolment/NAMAV,35743,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
134,Enrolment/NAMAV,Enrolment/NAMAV,35744,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
135,Enrolment/NAMAV,Enrolment/NAMAV,35745,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
136,Enrolment/NAMAV,Enrolment/NAMAV,35746,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
137,Enrolment/NAMAV,Enrolment/NAMAV,35747,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
138,Enrolment/NAMAV,Enrolment/NAMAV,35748,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
139,Enrolment/NAMAV,Enrolment/NAMAV,35749,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
140,Enrolment/NAMAV,Enrolment/NAMAV,35750,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
141,Enrolment/NAMAV,Enrolment/NAMAV,35751,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
142,Enrolment/NAMAV,Enrolment/NAMAV,35752,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
143,Enrolment/NAMAV,Enrolment/NAMAV,35753,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
144,Enrolment/NAMAV,Enrolment/NAMAV,35754,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
145,Enrolment/NAMAV,Enrolment/NAMAV,35755,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
146,Enrolment/NAMAV,Enrolment/NAMAV,35756,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
147,Enrolment/NAMAV,Enrolment/NAMAV,35757,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
148,Enrolment/NAMAV,Enrolment/NAMAV,35758,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
149,Enrolment/NAMAV,Enrolment/NAMAV,35759,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
150,Enrolment/NAMAV,Enrolment/NAMAV,35760,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
151,Enrolment/NAMAV,Enrolment/NAMAV,35761,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
152,Enrolment/NAMAV,Enrolment/NAMAV,35762,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
153,Enrolment/NAMAV,Enrolment/NAMAV,35763,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
154,Enrolment/NAMAV,Enrolment/NAMAV,35764,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
155,Enrolment/NAMAV,Enrolment/NAMAV,35765,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
156,Enrolment/NAMAV,Enrolment/NAMAV,35766,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
157,Enrolment/NAMAV,Enrolment/NAMAV,35767,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
158,Enrolment/NAMAV,Enrolment/NAMAV,35768,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
159,Enrolment/NAMAV,Enrolment/NAMAV,35769,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
160,Enrolment/NAMAV,Enrolment/NAMAV,35770,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
161,Enrolment/NAMAV,Enrolment/NAMAV,35771,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
162,Enrolment/NAMAV,Enrolment/NAMAV,35772,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
163,Enrolment/NAMAV,Enrolment/NAMAV,35773,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
164,Enrolment/NAMAV,Enrolment/NAMAV,35774,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
165,Enrolment/NAMAV,Enrolment/NAMAV,35775,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
166,Enrolment/NAMAV,Enrolment/NAMAV,35776,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
167,Enrolment/NAMAV,Enrolment/NAMAV,35777,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
168,Enrolment/NAMAV,Enrolment/NAMAV,35778,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
169,Enrolment/NAMAV,Enrolment/NAMAV,35779,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
170,Enrolment/NAMAV,Enrolment/NAMAV,35780,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
171,Enrolment/NAMAV,Enrolment/NAMAV,35781,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
172,Enrolment/NAMAV,Enrolment/NAMAV,35782,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
173,Enrolment/NAMAV,Enrolment/NAMAV,35783,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
174,Enrolment/NAMAV,Enrolment/NAMAV,35784,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
175,Enrolment/NAMAV,Enrolment/NAMAV,35785,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
176,Enrolment/NAMAV,Enrolment/NAMAV,35786,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
177,Enrolment/NAMAV,Enrolment/NAMAV,35787,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
178,Enrolment/NAMAV,Enrolment/NAMAV,35788,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
179,Enrolment/NAMAV,Enrolment/NAMAV,35789,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
180,Enrolment/NAMAV,Enrolment/NAMAV,35790,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
181,Enrolment/NAMAV,Enrolment/NAMAV,35791,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
182,Enrolment/NAMAV,Enrolment/NAMAV,35792,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
183,Enrolment/NAMAV,Enrolment/NAMAV,35793,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
184,Enrolment/NAMAV,Enrolment/NAMAV,35794,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
185,Enrolment/NAMAV,Enrolment/NAMAV,35795,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
186,Enrolment/NAMAV,Enrolment/NAMAV,35796,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
187,Enrolment/NAMAV,Enrolment/NAMAV,35797,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
188,Enrolment/NAMAV,Enrolment/NAMAV,35798,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
189,Enrolment/NAMAV,Enrolment/NAMAV,35799,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
190,Enrolment/NAMAV,Enrolment/NAMAV,35800,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
191,Enrolment/NAMAV,Enrolment/NAMAV,35801,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
192,Enrolment/NAMAV,Enrolment/NAMAV,35802,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
193,Enrolment/NAMAV,Enrolment/NAMAV,35803,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
194,Enrolment/NAMAV,Enrolment/NAMAV,35804,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
195,Enrolment/NAMAV,Enrolment/NAMAV,35805,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
196,Enrolment/NAMAV,Enrolment/NAMAV,35806,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
197,Enrolment/NAMAV,Enrolment/NAMAV,35807,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
198,Enrolment/NAMAV,Enrolment/NAMAV,35808,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
199,Enrolment/NAMAV,Enrolment/NAMAV,35809,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
200,Enrolment/NAMAV,Enrolment/NAMAV,35810,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
201,Enrolment/NAMAV,Enrolment/NAMAV,35811,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
202,Enrolment/NAMAV,Enrolment/NAMAV,35812,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
203,Enrolment/NAMAV,Enrolment/NAMAV,35813,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,skipped,1,3
204,Enrolment/NAMAV,Enrolment/NAMAV,35814,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
205,Enrolment/NAMAV,Enrolment/NAMAV,35815,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
206,Enrolment/NAMAV,Enrolment/NAMAV,35816,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
207,Enrolment/NAMAV,Enrolment/NAMAV,35817,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
208,Enrolment/NAMAV,Enrolment/NAMAV,35818,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
209,Enrolment/NAMAV,Enrolment/NAMAV,35819,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
210,Enrolment/NAMAV,Enrolment/NAMAV,35820,Formal,MP,TAYLOR Tanya,CAMPBELL Craig,ROZOS Angelo,1,3
211,Enrolment/NAMAV,Enrolment/NAMAV,35821,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
212,Enrolment/NAMAV,Enrolment/NAMAV,35822,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
213,Enrolment/NAMAV,Enrolment/NAMAV,35823,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
214,Enrolment/NAMAV,Enrolment/NAMAV,35824,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
215,Enrolment/NAMAV,Enrolment/NAMAV,35825,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
216,Enrolment/NAMAV,Enrolment/NAMAV,35826,Formal,MP,TAYLOR Tanya,ROZOS Angelo,skipped,1,3
217,Enrolment/NAMAV,Enrolment/NAMAV,35827,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
218,Enrolment/NAMAV,Enrolment/NAMAV,35828,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
219,Enrolment/NAMAV,Enrolment/NAMAV,35829,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
220,Enrolment/NAMAV,Enrolment/NAMAV,35830,Formal,MP,TAYLOR Tanya,skipped,skipped,1,3
221,Enrolment/NAMAV,Enrolment/NAMAV,35831,Formal,MP,TAYLOR Tanya,ROZOS Angelo,CAMPBELL Craig,1,3
