,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,numSeats,numCands
22282,PP,Wirreanda Public,13668,Formal,MP,ANDERSON Leah,skipped,1,2
22283,PP,Wirreanda Public,13669,Formal,MP,ANDERSON Leah,skipped,1,2
22284,PP,Wirreanda Public,13670,Formal,MP,ANDERSON Leah,skipped,1,2
22285,PP,Wirreanda Public,13671,Formal,MP,ANDERSON Leah,skipped,1,2
22286,PP,Wirreanda Public,13672,Formal,MP,ANDERSON Leah,skipped,1,2
22287,PP,Wirreanda Public,13673,Formal,MP,ANDERSON Leah,skipped,1,2
22288,PP,Wirreanda Public,13674,Formal,MP,ANDERSON Leah,skipped,1,2
22289,PP,Wirreanda Public,13675,Formal,MP,ANDERSON Leah,skipped,1,2
22290,PP,Wirreanda Public,13676,Formal,MP,ANDERSON Leah,skipped,1,2
22291,PP,Wirreanda Public,13677,Formal,MP,ANDERSON Leah,skipped,1,2
22292,PP,Wirreanda Public,13678,Formal,MP,ANDERSON Leah,skipped,1,2
22293,PP,Wirreanda Public,13679,Formal,MP,ANDERSON Leah,skipped,1,2
22294,PP,Wirreanda Public,13680,Formal,MP,ANDERSON Leah,skipped,1,2
22295,PP,Wirreanda Public,13681,Formal,MP,ANDERSON Leah,skipped,1,2
22296,PP,Wirreanda Public,13682,Formal,MP,ANDERSON Leah,skipped,1,2
22297,PP,Wirreanda Public,13683,Formal,MP,ANDERSON Leah,skipped,1,2
22298,PP,Wirreanda Public,13684,Formal,MP,ANDERSON Leah,skipped,1,2
22299,PP,Wirreanda Public,13685,Formal,MP,ANDERSON Leah,skipped,1,2
22300,PP,Wirreanda Public,13686,Formal,MP,ANDERSON Leah,skipped,1,2
22301,PP,Wirreanda Public,13687,Formal,MP,ANDERSON Leah,skipped,1,2
22302,PP,Wirreanda Public,13688,Formal,MP,ANDERSON Leah,skipped,1,2
22303,PP,Wirreanda Public,13689,Formal,MP,ANDERSON Leah,skipped,1,2
22304,PP,Wirreanda Public,13690,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22305,PP,Wirreanda Public,13691,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22306,PP,Wirreanda Public,13692,Formal,MP,ANDERSON Leah,skipped,1,2
22307,PP,Wirreanda Public,13693,Formal,MP,ANDERSON Leah,skipped,1,2
22308,PP,Wirreanda Public,13694,Formal,MP,ANDERSON Leah,skipped,1,2
22309,PP,Wirreanda Public,13695,Formal,MP,ANDERSON Leah,skipped,1,2
22310,PP,Wirreanda Public,13696,Formal,MP,ANDERSON Leah,skipped,1,2
22311,PP,Wirreanda Public,13697,Formal,MP,ANDERSON Leah,skipped,1,2
22312,PP,Wirreanda Public,13698,Formal,MP,ANDERSON Leah,skipped,1,2
22313,PP,Wirreanda Public,13699,Formal,MP,ANDERSON Leah,skipped,1,2
22314,PP,Wirreanda Public,13700,Formal,MP,ANDERSON Leah,skipped,1,2
22315,PP,Wirreanda Public,13701,Formal,MP,ANDERSON Leah,skipped,1,2
22316,PP,Wirreanda Public,13702,Formal,MP,ANDERSON Leah,skipped,1,2
22317,PP,Wirreanda Public,13703,Formal,MP,ANDERSON Leah,skipped,1,2
22318,PP,Wirreanda Public,13704,Formal,MP,ANDERSON Leah,skipped,1,2
22319,PP,Wirreanda Public,13705,Formal,MP,ANDERSON Leah,skipped,1,2
22320,PP,Wirreanda Public,13706,Formal,MP,ANDERSON Leah,skipped,1,2
22321,PP,Wirreanda Public,13707,Formal,MP,ANDERSON Leah,skipped,1,2
22322,PP,Wirreanda Public,13708,Formal,MP,ANDERSON Leah,skipped,1,2
22323,PP,Wirreanda Public,13709,Formal,MP,ANDERSON Leah,skipped,1,2
22324,PP,Wirreanda Public,13710,Formal,MP,ANDERSON Leah,skipped,1,2
22325,PP,Wirreanda Public,13711,Formal,MP,ANDERSON Leah,skipped,1,2
22326,PP,Wirreanda Public,13712,Formal,MP,ANDERSON Leah,skipped,1,2
22327,PP,Wirreanda Public,13713,Formal,MP,ANDERSON Leah,skipped,1,2
22328,PP,Wirreanda Public,13714,Formal,MP,ANDERSON Leah,skipped,1,2
22329,PP,Wirreanda Public,13715,Formal,MP,ANDERSON Leah,skipped,1,2
22330,PP,Wirreanda Public,13716,Formal,MP,ANDERSON Leah,skipped,1,2
22331,PP,Wirreanda Public,13717,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22332,PP,Wirreanda Public,13718,Formal,MP,ANDERSON Leah,skipped,1,2
22333,PP,Wirreanda Public,13719,Formal,MP,ANDERSON Leah,skipped,1,2
22334,PP,Wirreanda Public,13720,Formal,MP,ANDERSON Leah,skipped,1,2
22335,PP,Wirreanda Public,13721,Formal,MP,ANDERSON Leah,skipped,1,2
22336,PP,Wirreanda Public,13722,Formal,MP,ANDERSON Leah,skipped,1,2
22337,PP,Wirreanda Public,13723,Formal,MP,ANDERSON Leah,skipped,1,2
22338,PP,Wirreanda Public,13724,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22339,PP,Wirreanda Public,13725,Formal,MP,ANDERSON Leah,skipped,1,2
22340,PP,Wirreanda Public,13726,Formal,MP,ANDERSON Leah,skipped,1,2
22341,PP,Wirreanda Public,13727,Formal,MP,ANDERSON Leah,skipped,1,2
22342,PP,Wirreanda Public,13728,Formal,MP,ANDERSON Leah,skipped,1,2
22343,PP,Wirreanda Public,13729,Formal,MP,ANDERSON Leah,skipped,1,2
22344,PP,Wirreanda Public,13730,Formal,MP,ANDERSON Leah,skipped,1,2
22345,PP,Wirreanda Public,13731,Formal,MP,ANDERSON Leah,skipped,1,2
22346,PP,Wirreanda Public,13732,Formal,MP,ANDERSON Leah,skipped,1,2
22347,PP,Wirreanda Public,13733,Formal,MP,ANDERSON Leah,skipped,1,2
22348,PP,Wirreanda Public,13734,Formal,MP,ANDERSON Leah,skipped,1,2
22349,PP,Wirreanda Public,13735,Formal,MP,ANDERSON Leah,skipped,1,2
22350,PP,Wirreanda Public,13736,Formal,MP,ANDERSON Leah,skipped,1,2
22351,PP,Wirreanda Public,13737,Formal,MP,ANDERSON Leah,skipped,1,2
22352,PP,Wirreanda Public,13738,Formal,MP,ANDERSON Leah,skipped,1,2
22353,PP,Wirreanda Public,13739,Formal,MP,ANDERSON Leah,skipped,1,2
22354,PP,Wirreanda Public,13740,Formal,MP,ANDERSON Leah,skipped,1,2
22355,PP,Wirreanda Public,13741,Formal,MP,ANDERSON Leah,skipped,1,2
22356,PP,Wirreanda Public,13742,Formal,MP,ANDERSON Leah,skipped,1,2
22357,PP,Wirreanda Public,13743,Formal,MP,ANDERSON Leah,skipped,1,2
22358,PP,Wirreanda Public,13744,Formal,MP,ANDERSON Leah,skipped,1,2
22359,PP,Wirreanda Public,13745,Formal,MP,ANDERSON Leah,skipped,1,2
22360,PP,Wirreanda Public,13746,Formal,MP,ANDERSON Leah,skipped,1,2
22361,PP,Wirreanda Public,13747,Formal,MP,ANDERSON Leah,skipped,1,2
22362,PP,Wirreanda Public,13748,Formal,MP,ANDERSON Leah,skipped,1,2
22363,PP,Wirreanda Public,13749,Formal,MP,ANDERSON Leah,skipped,1,2
22364,PP,Wirreanda Public,13750,Formal,MP,ANDERSON Leah,skipped,1,2
22365,PP,Wirreanda Public,13751,Formal,MP,ANDERSON Leah,skipped,1,2
22366,PP,Wirreanda Public,13752,Formal,MP,ANDERSON Leah,skipped,1,2
22367,PP,Wirreanda Public,13753,Formal,MP,ANDERSON Leah,skipped,1,2
22368,PP,Wirreanda Public,13754,Formal,MP,ANDERSON Leah,skipped,1,2
22369,PP,Wirreanda Public,13755,Formal,MP,ANDERSON Leah,skipped,1,2
22370,PP,Wirreanda Public,13756,Formal,MP,ANDERSON Leah,skipped,1,2
22371,PP,Wirreanda Public,13757,Formal,MP,ANDERSON Leah,skipped,1,2
22372,PP,Wirreanda Public,13758,Formal,MP,ANDERSON Leah,skipped,1,2
22373,PP,Wirreanda Public,13759,Formal,MP,ANDERSON Leah,skipped,1,2
22374,PP,Wirreanda Public,13760,Formal,MP,ANDERSON Leah,skipped,1,2
22375,PP,Wirreanda Public,13761,Formal,MP,ANDERSON Leah,skipped,1,2
22376,PP,Wirreanda Public,13762,Formal,MP,ANDERSON Leah,skipped,1,2
22377,PP,Wirreanda Public,13763,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22378,PP,Wirreanda Public,13764,Formal,MP,ANDERSON Leah,skipped,1,2
22379,PP,Wirreanda Public,13765,Formal,MP,ANDERSON Leah,skipped,1,2
22380,PP,Wirreanda Public,13766,Formal,MP,ANDERSON Leah,skipped,1,2
22381,PP,Wirreanda Public,13767,Formal,MP,ANDERSON Leah,skipped,1,2
22382,PP,Wirreanda Public,13768,Formal,MP,ANDERSON Leah,skipped,1,2
22383,PP,Wirreanda Public,13769,Formal,MP,ANDERSON Leah,skipped,1,2
22384,PP,Wirreanda Public,13770,Formal,MP,ANDERSON Leah,skipped,1,2
22385,PP,Wirreanda Public,13771,Formal,MP,ANDERSON Leah,skipped,1,2
22386,PP,Wirreanda Public,13772,Formal,MP,ANDERSON Leah,skipped,1,2
22387,PP,Wirreanda Public,13773,Formal,MP,ANDERSON Leah,skipped,1,2
22388,PP,Wirreanda Public,13774,Formal,MP,ANDERSON Leah,skipped,1,2
22389,PP,Wirreanda Public,13775,Formal,MP,ANDERSON Leah,skipped,1,2
22390,PP,Wirreanda Public,13776,Formal,MP,ANDERSON Leah,skipped,1,2
22391,PP,Wirreanda Public,13777,Formal,MP,ANDERSON Leah,skipped,1,2
22392,PP,Wirreanda Public,13778,Formal,MP,ANDERSON Leah,skipped,1,2
22393,PP,Wirreanda Public,13779,Formal,MP,ANDERSON Leah,skipped,1,2
22394,PP,Wirreanda Public,13780,Formal,MP,ANDERSON Leah,skipped,1,2
22395,PP,Wirreanda Public,13781,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22396,PP,Wirreanda Public,13782,Formal,MP,ANDERSON Leah,skipped,1,2
22397,PP,Wirreanda Public,13783,Formal,MP,ANDERSON Leah,skipped,1,2
22398,PP,Wirreanda Public,13784,Formal,MP,ANDERSON Leah,skipped,1,2
22399,PP,Wirreanda Public,13785,Formal,MP,ANDERSON Leah,skipped,1,2
22400,PP,Wirreanda Public,13786,Formal,MP,ANDERSON Leah,skipped,1,2
22401,PP,Wirreanda Public,13787,Formal,MP,ANDERSON Leah,skipped,1,2
22402,PP,Wirreanda Public,13788,Formal,MP,ANDERSON Leah,skipped,1,2
22403,PP,Wirreanda Public,13789,Formal,MP,ANDERSON Leah,skipped,1,2
22404,PP,Wirreanda Public,13790,Formal,MP,ANDERSON Leah,skipped,1,2
22405,PP,Wirreanda Public,13791,Formal,MP,ANDERSON Leah,skipped,1,2
22406,PP,Wirreanda Public,13792,Formal,MP,ANDERSON Leah,skipped,1,2
22407,PP,Wirreanda Public,13793,Formal,MP,ANDERSON Leah,skipped,1,2
22408,PP,Wirreanda Public,13794,Formal,MP,ANDERSON Leah,skipped,1,2
22409,PP,Wirreanda Public,13795,Formal,MP,ANDERSON Leah,skipped,1,2
22410,PP,Wirreanda Public,13796,Formal,MP,ANDERSON Leah,skipped,1,2
22411,PP,Wirreanda Public,13797,Formal,MP,ANDERSON Leah,skipped,1,2
22412,PP,Wirreanda Public,13798,Formal,MP,ANDERSON Leah,skipped,1,2
22413,PP,Wirreanda Public,13799,Formal,MP,ANDERSON Leah,skipped,1,2
22414,PP,Wirreanda Public,13800,Formal,MP,ANDERSON Leah,skipped,1,2
22415,PP,Wirreanda Public,13801,Formal,MP,ANDERSON Leah,skipped,1,2
22416,PP,Wirreanda Public,13802,Formal,MP,ANDERSON Leah,skipped,1,2
22417,PP,Wirreanda Public,13803,Formal,MP,ANDERSON Leah,skipped,1,2
22418,PP,Wirreanda Public,13804,Formal,MP,ANDERSON Leah,skipped,1,2
22419,PP,Wirreanda Public,13805,Formal,MP,ANDERSON Leah,skipped,1,2
22420,PP,Wirreanda Public,13806,Formal,MP,ANDERSON Leah,skipped,1,2
22421,PP,Wirreanda Public,13807,Formal,MP,ANDERSON Leah,skipped,1,2
22422,PP,Wirreanda Public,13808,Formal,MP,ANDERSON Leah,skipped,1,2
22423,PP,Wirreanda Public,13809,Formal,MP,ANDERSON Leah,skipped,1,2
22424,PP,Wirreanda Public,13810,Formal,MP,ANDERSON Leah,skipped,1,2
22425,PP,Wirreanda Public,13811,Formal,MP,ANDERSON Leah,skipped,1,2
22426,PP,Wirreanda Public,13812,Formal,MP,ANDERSON Leah,skipped,1,2
22427,PP,Wirreanda Public,13813,Formal,MP,ANDERSON Leah,skipped,1,2
22428,PP,Wirreanda Public,13814,Formal,MP,ANDERSON Leah,skipped,1,2
22429,PP,Wirreanda Public,13815,Formal,MP,ANDERSON Leah,skipped,1,2
22430,PP,Wirreanda Public,13816,Formal,MP,ANDERSON Leah,skipped,1,2
22431,PP,Wirreanda Public,13817,Formal,MP,ANDERSON Leah,skipped,1,2
22432,PP,Wirreanda Public,13818,Formal,MP,ANDERSON Leah,skipped,1,2
22433,PP,Wirreanda Public,13819,Formal,MP,ANDERSON Leah,skipped,1,2
22434,PP,Wirreanda Public,13820,Formal,MP,ANDERSON Leah,skipped,1,2
22435,PP,Wirreanda Public,13821,Formal,MP,ANDERSON Leah,skipped,1,2
22436,PP,Wirreanda Public,13822,Formal,MP,ANDERSON Leah,skipped,1,2
22437,PP,Wirreanda Public,13823,Formal,MP,ANDERSON Leah,skipped,1,2
22438,PP,Wirreanda Public,13824,Formal,MP,ANDERSON Leah,skipped,1,2
22439,PP,Wirreanda Public,13825,Formal,MP,ANDERSON Leah,skipped,1,2
22440,PP,Wirreanda Public,13826,Formal,MP,ANDERSON Leah,skipped,1,2
22441,PP,Wirreanda Public,13827,Formal,MP,ANDERSON Leah,skipped,1,2
22442,PP,Wirreanda Public,13828,Formal,MP,ANDERSON Leah,skipped,1,2
22443,PP,Wirreanda Public,13829,Formal,MP,ANDERSON Leah,skipped,1,2
22444,PP,Wirreanda Public,13830,Formal,MP,ANDERSON Leah,skipped,1,2
22445,PP,Wirreanda Public,13831,Formal,MP,ANDERSON Leah,skipped,1,2
22446,PP,Wirreanda Public,13832,Formal,MP,PALMER Ryan,skipped,1,2
22447,PP,Wirreanda Public,13833,Formal,MP,PALMER Ryan,skipped,1,2
22448,PP,Wirreanda Public,13834,Formal,MP,PALMER Ryan,skipped,1,2
22449,PP,Wirreanda Public,13835,Formal,MP,PALMER Ryan,skipped,1,2
22450,PP,Wirreanda Public,13836,Formal,MP,PALMER Ryan,skipped,1,2
22451,PP,Wirreanda Public,13837,Formal,MP,PALMER Ryan,skipped,1,2
22452,PP,Wirreanda Public,13838,Formal,MP,PALMER Ryan,skipped,1,2
22453,PP,Wirreanda Public,13839,Formal,MP,PALMER Ryan,skipped,1,2
22454,PP,Wirreanda Public,13840,Formal,MP,PALMER Ryan,skipped,1,2
22455,PP,Wirreanda Public,13841,Formal,MP,PALMER Ryan,skipped,1,2
22456,PP,Wirreanda Public,13842,Formal,MP,PALMER Ryan,skipped,1,2
22457,PP,Wirreanda Public,13843,Formal,MP,PALMER Ryan,skipped,1,2
22458,PP,Wirreanda Public,13844,Formal,MP,PALMER Ryan,skipped,1,2
22459,PP,Wirreanda Public,13845,Formal,MP,PALMER Ryan,skipped,1,2
22460,PP,Wirreanda Public,13846,Formal,MP,PALMER Ryan,skipped,1,2
22461,PP,Wirreanda Public,13847,Formal,MP,PALMER Ryan,skipped,1,2
22462,PP,Wirreanda Public,13848,Formal,MP,PALMER Ryan,skipped,1,2
22463,PP,Wirreanda Public,13849,Formal,MP,PALMER Ryan,skipped,1,2
22464,PP,Wirreanda Public,13850,Formal,MP,PALMER Ryan,ANDERSON Leah,1,2
22465,PP,Wirreanda Public,13851,Formal,MP,PALMER Ryan,skipped,1,2
22466,PP,Wirreanda Public,13852,Formal,MP,PALMER Ryan,skipped,1,2
22467,PP,Wirreanda Public,13853,Formal,MP,PALMER Ryan,skipped,1,2
22468,PP,Wirreanda Public,13854,Formal,MP,PALMER Ryan,skipped,1,2
22469,PP,Wirreanda Public,13855,Formal,MP,PALMER Ryan,skipped,1,2
22470,PP,Wirreanda Public,13856,Formal,MP,PALMER Ryan,skipped,1,2
22471,PP,Wirreanda Public,13857,Formal,MP,PALMER Ryan,skipped,1,2
22472,PP,Wirreanda Public,13858,Formal,MP,PALMER Ryan,skipped,1,2
22473,PP,Wirreanda Public,13859,Formal,MP,PALMER Ryan,skipped,1,2
22474,PP,Wirreanda Public,13860,Formal,MP,PALMER Ryan,skipped,1,2
22475,PP,Wirreanda Public,13861,Formal,MP,PALMER Ryan,skipped,1,2
22476,PP,Wirreanda Public,13862,Formal,MP,PALMER Ryan,skipped,1,2
22477,PP,Wirreanda Public,13863,Formal,MP,PALMER Ryan,skipped,1,2
22478,PP,Wirreanda Public,13864,Formal,MP,PALMER Ryan,skipped,1,2
22479,PP,Wirreanda Public,13865,Formal,MP,PALMER Ryan,skipped,1,2
22480,PP,Wirreanda Public,13866,Formal,MP,PALMER Ryan,skipped,1,2
22481,PP,Wirreanda Public,13867,Formal,MP,PALMER Ryan,skipped,1,2
22482,PP,Wirreanda Public,13868,Formal,MP,PALMER Ryan,skipped,1,2
22483,PP,Wirreanda Public,13869,Formal,MP,PALMER Ryan,skipped,1,2
22484,PP,Wirreanda Public,13870,Formal,MP,PALMER Ryan,ANDERSON Leah,1,2
22485,PP,Wirreanda Public,13871,Formal,MP,PALMER Ryan,skipped,1,2
22486,PP,Wirreanda Public,13872,Formal,MP,PALMER Ryan,skipped,1,2
22487,PP,Wirreanda Public,13873,Formal,MP,PALMER Ryan,skipped,1,2
22488,PP,Wirreanda Public,13874,Formal,MP,PALMER Ryan,skipped,1,2
22489,PP,Wirreanda Public,13875,Formal,MP,PALMER Ryan,skipped,1,2
22490,PP,Wirreanda Public,13876,Formal,MP,PALMER Ryan,skipped,1,2
22491,PP,Wirreanda Public,13877,Formal,MP,PALMER Ryan,skipped,1,2
22492,PP,Wirreanda Public,13878,Formal,MP,PALMER Ryan,skipped,1,2
22493,PP,Wirreanda Public,13879,Formal,MP,PALMER Ryan,skipped,1,2
22494,PP,Wirreanda Public,13880,Formal,MP,PALMER Ryan,skipped,1,2
22495,PP,Wirreanda Public,13881,Formal,MP,PALMER Ryan,skipped,1,2
22496,PP,Wirreanda Public,13882,Formal,MP,PALMER Ryan,skipped,1,2
22497,PP,Wirreanda Public,13883,Formal,MP,PALMER Ryan,skipped,1,2
22498,PP,Wirreanda Public,13884,Formal,MP,PALMER Ryan,skipped,1,2
22499,PP,Wirreanda Public,13885,Formal,MP,PALMER Ryan,skipped,1,2
22500,PP,Wirreanda Public,13886,Formal,MP,PALMER Ryan,skipped,1,2
22501,PP,Wirreanda Public,13887,Formal,MP,PALMER Ryan,skipped,1,2
22502,PP,Wirreanda Public,13888,Formal,MP,PALMER Ryan,skipped,1,2
22503,PP,Wirreanda Public,13889,Formal,MP,PALMER Ryan,skipped,1,2
22504,PP,Wirreanda Public,13890,Formal,MP,PALMER Ryan,skipped,1,2
22505,PP,Wirreanda Public,13891,Formal,MP,PALMER Ryan,skipped,1,2
22506,PP,Wirreanda Public,13892,Formal,MP,PALMER Ryan,skipped,1,2
22507,PP,Wirreanda Public,13893,Formal,MP,PALMER Ryan,skipped,1,2
22508,PP,Wirreanda Public,13894,Formal,MP,PALMER Ryan,skipped,1,2
22509,PP,Wirreanda Public,13895,Formal,MP,PALMER Ryan,skipped,1,2
22510,PP,Wirreanda Public,13896,Formal,MP,PALMER Ryan,skipped,1,2
22511,PP,Wirreanda Public,13897,Formal,MP,PALMER Ryan,skipped,1,2
22512,PP,Wirreanda Public,13898,Formal,MP,PALMER Ryan,skipped,1,2
22513,PP,Wirreanda Public,13899,Formal,MP,PALMER Ryan,skipped,1,2
22514,PP,Wirreanda Public,13900,Formal,MP,PALMER Ryan,skipped,1,2
22515,PP,Wirreanda Public,13901,Formal,MP,PALMER Ryan,skipped,1,2
22516,PP,Wirreanda Public,13902,Formal,MP,PALMER Ryan,skipped,1,2
22517,PP,Wirreanda Public,13903,Formal,MP,PALMER Ryan,skipped,1,2
22518,PP,Wirreanda Public,13904,Formal,MP,PALMER Ryan,skipped,1,2
22519,PP,Wirreanda Public,13905,Formal,MP,PALMER Ryan,skipped,1,2
22520,PP,Wirreanda Public,13906,Formal,MP,PALMER Ryan,skipped,1,2
22521,PP,Wirreanda Public,13907,Formal,MP,PALMER Ryan,skipped,1,2
22522,PP,Wirreanda Public,13908,Formal,MP,PALMER Ryan,skipped,1,2
22523,PP,Wirreanda Public,13909,Formal,MP,PALMER Ryan,skipped,1,2
22524,PP,Wirreanda Public,13910,Formal,MP,PALMER Ryan,skipped,1,2
22525,PP,Wirreanda Public,13911,Formal,MP,PALMER Ryan,skipped,1,2
22526,PP,Wirreanda Public,13912,Formal,MP,PALMER Ryan,skipped,1,2
22527,PP,Wirreanda Public,13913,Formal,MP,PALMER Ryan,skipped,1,2
22528,PP,Wirreanda Public,13914,Formal,MP,PALMER Ryan,skipped,1,2
22529,PP,Wirreanda Public,13915,Formal,MP,PALMER Ryan,skipped,1,2
22530,PP,Wirreanda Public,13916,Formal,MP,PALMER Ryan,skipped,1,2
22531,PP,Wirreanda Public,13917,Formal,MP,PALMER Ryan,skipped,1,2
22532,PP,Wirreanda Public,13918,Formal,MP,PALMER Ryan,skipped,1,2
22533,PP,Wirreanda Public,13919,Formal,MP,PALMER Ryan,skipped,1,2
22534,PP,Wirreanda Public,13920,Formal,MP,PALMER Ryan,skipped,1,2
22535,PP,Wirreanda Public,13921,Formal,MP,PALMER Ryan,skipped,1,2
22536,PP,Wirreanda Public,13922,Formal,MP,PALMER Ryan,skipped,1,2
22537,PP,Wirreanda Public,13923,Formal,MP,PALMER Ryan,skipped,1,2
22538,PP,Wirreanda Public,13924,Formal,MP,PALMER Ryan,skipped,1,2
22539,PP,Wirreanda Public,13925,Formal,MP,PALMER Ryan,skipped,1,2
22540,PP,Wirreanda Public,13926,Formal,MP,PALMER Ryan,skipped,1,2
22541,PP,Wirreanda Public,13927,Formal,MP,PALMER Ryan,skipped,1,2
22542,PP,Wirreanda Public,13928,Formal,MP,PALMER Ryan,skipped,1,2
22543,PP,Wirreanda Public,13929,Formal,MP,PALMER Ryan,skipped,1,2
22544,PP,Wirreanda Public,13930,Formal,MP,PALMER Ryan,skipped,1,2
22545,PP,Wirreanda Public,13931,Formal,MP,PALMER Ryan,skipped,1,2
22546,PP,Wirreanda Public,13932,Formal,MP,PALMER Ryan,skipped,1,2
22547,PP,Wirreanda Public,13933,Formal,MP,ANDERSON Leah,skipped,1,2
22548,PP,Wirreanda Public,13934,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22549,PP,Wirreanda Public,13935,Formal,MP,ANDERSON Leah,skipped,1,2
22550,PP,Wirreanda Public,13936,Formal,MP,ANDERSON Leah,skipped,1,2
22551,PP,Wirreanda Public,13937,Formal,MP,ANDERSON Leah,skipped,1,2
22552,PP,Wirreanda Public,13938,Formal,MP,ANDERSON Leah,skipped,1,2
22553,PP,Wirreanda Public,13939,Formal,MP,ANDERSON Leah,skipped,1,2
22554,PP,Wirreanda Public,13940,Formal,MP,ANDERSON Leah,skipped,1,2
22555,PP,Wirreanda Public,13941,Formal,MP,ANDERSON Leah,skipped,1,2
22556,PP,Wirreanda Public,13942,Formal,MP,ANDERSON Leah,skipped,1,2
22557,PP,Wirreanda Public,13943,Formal,MP,ANDERSON Leah,skipped,1,2
22558,PP,Wirreanda Public,13944,Formal,MP,ANDERSON Leah,skipped,1,2
22559,PP,Wirreanda Public,13945,Formal,MP,ANDERSON Leah,skipped,1,2
22560,PP,Wirreanda Public,13946,Formal,MP,ANDERSON Leah,skipped,1,2
22561,PP,Wirreanda Public,13947,Formal,MP,ANDERSON Leah,skipped,1,2
22562,PP,Wirreanda Public,13948,Formal,MP,ANDERSON Leah,skipped,1,2
22563,PP,Wirreanda Public,13949,Formal,MP,ANDERSON Leah,skipped,1,2
22564,PP,Wirreanda Public,13950,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22565,PP,Wirreanda Public,13951,Formal,MP,ANDERSON Leah,skipped,1,2
22566,PP,Wirreanda Public,13952,Formal,MP,ANDERSON Leah,skipped,1,2
22567,PP,Wirreanda Public,13953,Formal,MP,ANDERSON Leah,skipped,1,2
22568,PP,Wirreanda Public,13954,Formal,MP,ANDERSON Leah,skipped,1,2
22569,PP,Wirreanda Public,13955,Formal,MP,ANDERSON Leah,skipped,1,2
22570,PP,Wirreanda Public,13956,Formal,MP,ANDERSON Leah,skipped,1,2
22571,PP,Wirreanda Public,13957,Formal,MP,ANDERSON Leah,skipped,1,2
22572,PP,Wirreanda Public,13958,Formal,MP,ANDERSON Leah,skipped,1,2
22573,PP,Wirreanda Public,13959,Formal,MP,ANDERSON Leah,skipped,1,2
22574,PP,Wirreanda Public,13960,Formal,MP,ANDERSON Leah,skipped,1,2
22575,PP,Wirreanda Public,13961,Formal,MP,ANDERSON Leah,skipped,1,2
22576,PP,Wirreanda Public,13962,Formal,MP,ANDERSON Leah,skipped,1,2
22577,PP,Wirreanda Public,13963,Formal,MP,ANDERSON Leah,skipped,1,2
22578,PP,Wirreanda Public,13964,Formal,MP,ANDERSON Leah,skipped,1,2
22579,PP,Wirreanda Public,13965,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22580,PP,Wirreanda Public,13966,Formal,MP,ANDERSON Leah,skipped,1,2
22581,PP,Wirreanda Public,13967,Formal,MP,ANDERSON Leah,skipped,1,2
22582,PP,Wirreanda Public,13968,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22583,PP,Wirreanda Public,13969,Formal,MP,ANDERSON Leah,skipped,1,2
22584,PP,Wirreanda Public,13970,Formal,MP,ANDERSON Leah,skipped,1,2
22585,PP,Wirreanda Public,13971,Formal,MP,ANDERSON Leah,skipped,1,2
22586,PP,Wirreanda Public,13972,Formal,MP,ANDERSON Leah,skipped,1,2
22587,PP,Wirreanda Public,13973,Formal,MP,ANDERSON Leah,skipped,1,2
22588,PP,Wirreanda Public,13974,Formal,MP,ANDERSON Leah,skipped,1,2
22589,PP,Wirreanda Public,13975,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
22590,PP,Wirreanda Public,13976,Formal,MP,ANDERSON Leah,skipped,1,2
22591,PP,Wirreanda Public,13977,Formal,MP,PALMER Ryan,skipped,1,2
22592,PP,Wirreanda Public,13978,Formal,MP,ANDERSON Leah,skipped,1,2
22593,PP,Wirreanda Public,13979,Formal,MP,ANDERSON Leah,skipped,1,2
22594,PP,Wirreanda Public,13980,Formal,MP,ANDERSON Leah,skipped,1,2
22595,PP,Wirreanda Public,13981,Formal,MP,ANDERSON Leah,skipped,1,2
22596,PP,Wirreanda Public,13982,Formal,MP,ANDERSON Leah,skipped,1,2
22597,PP,Wirreanda Public,13983,Formal,MP,PALMER Ryan,skipped,1,2
22598,PP,Wirreanda Public,13984,Formal,MP,PALMER Ryan,skipped,1,2
22599,PP,Wirreanda Public,13985,Formal,MP,PALMER Ryan,skipped,1,2
22600,PP,Wirreanda Public,13986,Formal,MP,PALMER Ryan,skipped,1,2
22601,PP,Wirreanda Public,13987,Formal,MP,PALMER Ryan,skipped,1,2
22602,PP,Wirreanda Public,13988,Formal,MP,PALMER Ryan,skipped,1,2
22603,PP,Wirreanda Public,13989,Formal,MP,PALMER Ryan,skipped,1,2
22604,PP,Wirreanda Public,13990,Formal,MP,PALMER Ryan,skipped,1,2
22605,PP,Wirreanda Public,13991,Formal,MP,PALMER Ryan,skipped,1,2
22606,PP,Wirreanda Public,13992,Formal,MP,PALMER Ryan,skipped,1,2
