VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
PP,Wollongbar Public,8955,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
PP,Wollongbar Public,8956,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8957,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8958,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,8959,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Wollongbar Public,8960,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8961,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,1,6
PP,Wollongbar Public,8962,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8963,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Wollongbar Public,8964,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8965,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8966,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8967,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8968,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,1,6
PP,Wollongbar Public,8969,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,8970,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,1,6
PP,Wollongbar Public,8971,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,8972,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8973,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8974,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8975,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8976,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8977,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8978,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8979,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8980,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Wollongbar Public,8981,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8982,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8983,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8984,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8985,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,8986,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8987,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8988,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8989,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,8990,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,1,6
PP,Wollongbar Public,8991,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8992,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Wollongbar Public,8993,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8994,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,1,6
PP,Wollongbar Public,8995,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8996,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8997,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8998,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,8999,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9000,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9001,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9002,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9003,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Wollongbar Public,9004,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9005,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,WILLIAMS Keith,MCCARTHY Steve,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9006,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9007,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9008,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9009,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9010,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9011,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9012,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9013,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9014,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9015,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9016,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Wollongbar Public,9017,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9018,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9019,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9020,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,1,6
PP,Wollongbar Public,9021,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9022,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9023,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9024,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9025,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9026,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9027,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9028,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9029,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9030,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9031,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9032,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9033,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9034,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9035,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,MCCARTHY Steve,JOHNSON Jeff,1,6
PP,Wollongbar Public,9036,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9037,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9038,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,1,6
PP,Wollongbar Public,9039,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9040,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9041,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9042,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9043,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9044,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9045,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9046,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,1,6
PP,Wollongbar Public,9047,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9048,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9049,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9050,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Wollongbar Public,9051,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9052,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Wollongbar Public,9053,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9054,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9055,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9056,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9057,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9058,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,1,6
PP,Wollongbar Public,9059,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9060,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9061,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9062,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9063,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,9064,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9065,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
PP,Wollongbar Public,9066,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9067,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9068,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9069,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9070,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9071,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9072,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9073,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Wollongbar Public,9074,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9075,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Wollongbar Public,9076,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,9077,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9078,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9079,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9080,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9081,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9082,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9083,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9084,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9085,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9086,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9087,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,1,6
PP,Wollongbar Public,9088,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9089,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Wollongbar Public,9090,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9091,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9092,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9093,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9094,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9095,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9096,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9097,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9098,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Wollongbar Public,9099,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9100,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,skipped,skipped,1,6
PP,Wollongbar Public,9101,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9102,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9103,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9104,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9105,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9106,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9107,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Wollongbar Public,9108,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,1,6
PP,Wollongbar Public,9109,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9110,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9111,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9112,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9113,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9114,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9115,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9116,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9117,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9118,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9119,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9120,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,1,6
PP,Wollongbar Public,9121,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9122,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9123,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9124,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9125,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9126,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9127,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9128,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9129,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9130,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9131,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9132,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9133,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,1,6
PP,Wollongbar Public,9134,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9135,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9136,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9137,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9138,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9139,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,1,6
PP,Wollongbar Public,9140,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9141,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9142,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9143,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9144,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9145,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9146,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9147,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9148,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,1,6
PP,Wollongbar Public,9149,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9150,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9151,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9152,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9153,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9154,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9155,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9156,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9157,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9158,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9159,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9160,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9161,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9162,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9163,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9164,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9165,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,6
PP,Wollongbar Public,9166,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9167,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9168,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9169,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9170,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9171,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Wollongbar Public,9172,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9173,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9174,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9175,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9176,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9177,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9178,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9179,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Wollongbar Public,9180,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,1,6
