VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7
PR,Batemans Bay Pre-Poll,14313,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14314,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14315,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14316,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14317,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14318,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14319,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14320,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14321,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14322,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14323,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14324,Formal,MP,GRACE David,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14325,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14326,Formal,MP,GRACE David,STARMER Karyn,WORTHINGTON Alison,SMITH Gary,HATCHER Mat,skipped,skipped
PR,Batemans Bay Pre-Poll,14327,Formal,MP,GRACE David,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14328,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14329,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14330,Formal,MP,WORTHINGTON Alison,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14331,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14332,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14333,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14334,Formal,MP,WORTHINGTON Alison,STARMER Karyn,GRACE David,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14335,Formal,MP,WORTHINGTON Alison,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14336,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14337,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14338,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14339,Formal,MP,WORTHINGTON Alison,POLLOCK Rob,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David
PR,Batemans Bay Pre-Poll,14340,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14341,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14342,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14343,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14344,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14345,Formal,MP,WORTHINGTON Alison,HATCHER Mat,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob
PR,Batemans Bay Pre-Poll,14346,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14347,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14348,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14349,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14350,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14351,Formal,MP,WORTHINGTON Alison,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14352,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,HARRISON N (Tubby),SMITH Gary,HATCHER Mat,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14353,Formal,MP,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14354,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14355,Formal,MP,WORTHINGTON Alison,HARRISON N (Tubby),GRACE David,SMITH Gary,HATCHER Mat,POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14356,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14357,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14358,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14359,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14360,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14361,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14362,Formal,MP,WORTHINGTON Alison,GRACE David,HATCHER Mat,STARMER Karyn,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14363,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14364,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14365,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14366,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14367,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14368,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14369,Formal,MP,WORTHINGTON Alison,STARMER Karyn,HATCHER Mat,POLLOCK Rob,GRACE David,skipped,skipped
PR,Batemans Bay Pre-Poll,14370,Formal,MP,WORTHINGTON Alison,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14371,Formal,MP,WORTHINGTON Alison,STARMER Karyn,HATCHER Mat,POLLOCK Rob,HARRISON N (Tubby),SMITH Gary,GRACE David
PR,Batemans Bay Pre-Poll,14372,Formal,MP,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,SMITH Gary,GRACE David,HARRISON N (Tubby),HATCHER Mat
PR,Batemans Bay Pre-Poll,14373,Formal,MP,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David
PR,Batemans Bay Pre-Poll,14374,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14375,Formal,MP,WORTHINGTON Alison,SMITH Gary,GRACE David,HARRISON N (Tubby),HATCHER Mat,STARMER Karyn,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14376,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14377,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14378,Formal,MP,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14379,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14380,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14381,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14382,Formal,MP,SMITH Gary,WORTHINGTON Alison,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped
PR,Batemans Bay Pre-Poll,14383,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14384,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14385,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14386,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14387,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14388,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14389,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14390,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14391,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14392,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14393,Formal,MP,SMITH Gary,WORTHINGTON Alison,GRACE David,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14394,Formal,MP,SMITH Gary,HATCHER Mat,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14395,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14396,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14397,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14398,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14399,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14400,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14401,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14402,Formal,MP,SMITH Gary,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,HATCHER Mat,GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14403,Formal,MP,SMITH Gary,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14404,Formal,MP,SMITH Gary,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14405,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14406,Formal,MP,SMITH Gary,HARRISON N (Tubby),GRACE David,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14407,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14408,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14409,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14410,Formal,MP,SMITH Gary,HATCHER Mat,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14411,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14412,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14413,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14414,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14415,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14416,Formal,MP,SMITH Gary,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14417,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14418,Formal,MP,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14419,Formal,MP,SMITH Gary,STARMER Karyn,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14420,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14421,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14422,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14423,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14424,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14425,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14426,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14427,Formal,MP,SMITH Gary,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14428,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14429,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14430,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14431,Formal,MP,STARMER Karyn,HATCHER Mat,SMITH Gary,GRACE David,HARRISON N (Tubby),WORTHINGTON Alison,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14432,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14433,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,GRACE David,WORTHINGTON Alison,SMITH Gary,HARRISON N (Tubby)
PR,Batemans Bay Pre-Poll,14434,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14435,Formal,MP,STARMER Karyn,POLLOCK Rob,GRACE David,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14436,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14437,Formal,MP,STARMER Karyn,HARRISON N (Tubby),HATCHER Mat,GRACE David,POLLOCK Rob,SMITH Gary,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14438,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14439,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14440,Formal,MP,STARMER Karyn,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14441,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14442,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14443,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14444,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14445,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14446,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,POLLOCK Rob,SMITH Gary,HARRISON N (Tubby),HATCHER Mat
PR,Batemans Bay Pre-Poll,14447,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14448,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14449,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14450,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14451,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14452,Formal,MP,WORTHINGTON Alison,GRACE David,HATCHER Mat,POLLOCK Rob,STARMER Karyn,HARRISON N (Tubby),SMITH Gary
PR,Batemans Bay Pre-Poll,14453,Formal,MP,WORTHINGTON Alison,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14454,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14455,Formal,MP,WORTHINGTON Alison,GRACE David,POLLOCK Rob,HATCHER Mat,SMITH Gary,STARMER Karyn,HARRISON N (Tubby)
PR,Batemans Bay Pre-Poll,14456,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14457,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14458,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14459,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14460,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14461,Formal,MP,WORTHINGTON Alison,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14462,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14463,Formal,MP,WORTHINGTON Alison,POLLOCK Rob,GRACE David,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,STARMER Karyn
PR,Batemans Bay Pre-Poll,14464,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14465,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),skipped,skipped
PR,Batemans Bay Pre-Poll,14466,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14467,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14468,Formal,MP,WORTHINGTON Alison,STARMER Karyn,GRACE David,HATCHER Mat,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14469,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14470,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14471,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary
PR,Batemans Bay Pre-Poll,14472,Formal,MP,WORTHINGTON Alison,STARMER Karyn,GRACE David,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14473,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14474,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14475,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14476,Formal,MP,WORTHINGTON Alison,GRACE David,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,SMITH Gary
PR,Batemans Bay Pre-Poll,14477,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14478,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14479,Formal,MP,WORTHINGTON Alison,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,GRACE David,SMITH Gary,HATCHER Mat
PR,Batemans Bay Pre-Poll,14480,Formal,MP,WORTHINGTON Alison,GRACE David,POLLOCK Rob,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary
PR,Batemans Bay Pre-Poll,14481,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14482,Formal,MP,WORTHINGTON Alison,HATCHER Mat,STARMER Karyn,GRACE David,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14483,Formal,MP,WORTHINGTON Alison,GRACE David,HATCHER Mat,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14484,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14485,Formal,MP,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14486,Formal,MP,WORTHINGTON Alison,SMITH Gary,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14487,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob
PR,Batemans Bay Pre-Poll,14488,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14489,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14490,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14491,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14492,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14493,Formal,MP,WORTHINGTON Alison,SMITH Gary,GRACE David,HATCHER Mat,POLLOCK Rob,STARMER Karyn,HARRISON N (Tubby)
PR,Batemans Bay Pre-Poll,14494,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14495,Formal,MP,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14496,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14497,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14498,Formal,MP,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14499,Formal,MP,WORTHINGTON Alison,GRACE David,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14500,Formal,MP,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn
PR,Batemans Bay Pre-Poll,14501,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14502,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14503,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14504,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14505,Formal,MP,POLLOCK Rob,STARMER Karyn,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),GRACE David,WORTHINGTON Alison
PR,Batemans Bay Pre-Poll,14506,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14507,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
PR,Batemans Bay Pre-Poll,14508,Formal,MP,POLLOCK Rob,HATCHER Mat,GRACE David,HARRISON N (Tubby),WORTHINGTON Alison,STARMER Karyn,SMITH Gary
PR,Batemans Bay Pre-Poll,14509,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
