VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2
PR,Evans Head Pre-Poll,10596,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10597,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10598,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10599,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10600,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10601,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10602,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10603,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10604,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10605,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10606,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10607,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10608,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10609,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10610,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10611,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10612,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10613,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10614,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10615,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10616,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10617,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10618,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10619,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10620,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10621,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10622,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10623,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10624,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10625,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10626,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10627,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10628,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10629,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10630,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10631,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10632,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10633,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10634,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10635,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10636,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10637,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10638,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10639,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10640,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10641,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10642,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10643,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10644,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10645,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10646,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10647,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10648,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10649,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10650,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10651,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10652,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10653,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10654,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10655,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10656,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10657,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10658,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10659,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10660,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10661,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10662,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10663,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10664,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10665,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10666,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10667,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10668,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10669,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10670,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10671,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10672,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10673,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10674,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10675,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10676,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10677,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10678,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10679,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10680,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10681,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10682,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10683,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10684,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10685,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10686,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10687,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10688,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10689,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10690,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10691,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10692,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10693,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10694,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10695,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10696,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10697,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10698,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10699,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10700,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10701,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10702,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10703,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10704,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10705,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10706,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10707,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10708,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10709,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10710,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10711,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10712,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10713,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10714,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10715,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10716,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10717,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10718,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10719,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10720,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10721,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10722,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10723,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10724,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10725,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10726,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10727,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10728,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10729,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10730,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10731,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10732,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10733,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10734,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10735,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10736,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10737,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10738,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10739,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10740,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10741,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10742,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10743,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10744,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10745,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10746,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10747,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10748,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10749,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10750,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10751,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10752,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10753,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10754,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10755,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10756,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10757,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10758,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10759,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10760,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10761,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10762,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10763,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10764,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10765,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10766,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10767,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10768,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10769,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10770,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10771,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10772,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10773,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10774,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10775,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10776,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10777,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10778,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10779,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10780,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10781,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10782,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10783,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10784,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10785,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10786,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10787,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10788,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10789,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10790,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10791,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10792,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10793,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10794,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10795,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10796,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10797,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10798,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10799,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10800,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10801,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10802,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10803,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10804,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10805,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10806,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10807,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10808,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10809,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10810,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10811,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10812,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10813,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10814,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10815,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10816,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10817,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10818,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10819,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10820,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10821,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10822,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10823,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10824,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10825,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10826,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10827,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10828,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10829,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10830,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10831,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10832,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10833,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10834,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10835,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10836,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10837,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10838,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10839,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10840,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10841,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10842,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10843,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10844,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10845,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10846,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10847,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10848,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10849,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10850,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10851,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10852,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10853,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10854,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10855,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10856,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10857,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10858,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10859,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10860,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10861,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10862,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10863,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10864,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10865,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10866,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10867,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10868,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10869,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10870,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10871,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10872,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10873,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10874,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10875,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10876,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10877,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10878,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10879,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10880,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10881,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10882,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10883,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10884,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10885,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10886,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10887,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10888,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10889,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10890,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10891,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10892,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10893,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10894,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10895,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10896,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10897,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10898,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10899,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10900,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10901,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10902,Formal,MP,MUSTOW Robert,HAYES Robert
PR,Evans Head Pre-Poll,10903,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10904,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10905,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10906,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10907,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10908,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10909,Formal,MP,MUSTOW Robert,HAYES Robert
PR,Evans Head Pre-Poll,10910,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10911,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10912,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10913,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10914,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10915,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10916,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10917,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10918,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10919,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10920,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10921,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10922,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10923,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10924,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10925,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10926,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10927,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10928,Formal,MP,MUSTOW Robert,skipped
PR,Evans Head Pre-Poll,10929,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10930,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10931,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10932,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10933,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10934,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10935,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10936,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10937,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10938,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10939,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10940,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10941,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10942,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10943,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10944,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10945,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10946,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10947,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10948,Formal,MP,HAYES Robert,MUSTOW Robert
PR,Evans Head Pre-Poll,10949,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10950,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10951,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10952,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10953,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10954,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10955,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10956,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10957,Formal,MP,HAYES Robert,skipped
PR,Evans Head Pre-Poll,10958,Formal,MP,HAYES Robert,skipped
