VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,numSeats,numCands
PP,Dorrigo Comm. Cntr,568,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,569,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,570,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,571,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,572,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,573,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,574,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,575,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,576,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,577,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,578,Formal,MP,WOODWARD Andrew,ALLAN Steve,skipped,1,4
PP,Dorrigo Comm. Cntr,579,Formal,MP,WOODWARD Andrew,ALLAN Steve,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,580,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,581,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,582,Formal,MP,WOODWARD Andrew,KING Dominic,skipped,1,4
PP,Dorrigo Comm. Cntr,583,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,584,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,585,Formal,MP,WOODWARD Andrew,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,586,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,587,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,588,Formal,MP,ALLAN Steve,WOODWARD Andrew,skipped,1,4
PP,Dorrigo Comm. Cntr,589,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,590,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,591,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,592,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,593,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,594,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,595,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,596,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,597,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,598,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,599,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,600,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,601,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,602,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,603,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,604,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,605,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,606,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,607,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,608,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,609,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,610,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,611,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,612,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,613,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,614,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,615,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,616,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,617,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,618,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,619,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,620,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,621,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,622,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,623,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,624,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,625,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,626,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,627,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,628,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,629,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,630,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,631,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,632,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,633,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,634,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,635,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,636,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,637,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,638,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,639,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,640,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,641,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,642,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,643,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,644,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,645,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,646,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,647,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,648,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,649,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,650,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,651,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,652,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,653,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,654,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,655,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,656,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,657,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,658,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,659,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,660,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,661,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,662,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,663,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,664,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,665,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,666,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,667,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,668,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,669,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,670,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,671,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,672,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,673,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,674,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,675,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,676,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,677,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,678,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,679,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,680,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,681,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,682,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,683,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,684,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,685,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,686,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,687,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,688,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,689,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,690,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,691,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,692,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,693,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,694,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,695,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,696,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,697,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,698,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,699,Formal,MP,ALLAN Steve,WOODWARD Andrew,skipped,1,4
PP,Dorrigo Comm. Cntr,700,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,701,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,702,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,703,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,704,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,705,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,706,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,707,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,708,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,709,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,710,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,711,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,712,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,713,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,714,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,715,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,716,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,717,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,718,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,719,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,720,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,721,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,722,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,723,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,724,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,725,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,726,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,727,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,728,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,729,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,730,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,731,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,732,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,733,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,734,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,735,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,736,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,737,Formal,MP,ALLAN Steve,KING Dominic,skipped,1,4
PP,Dorrigo Comm. Cntr,738,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,739,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,740,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,741,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,742,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,743,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,744,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,745,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,746,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,747,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,748,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,749,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,750,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,751,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,752,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,753,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,754,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,755,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,756,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,757,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,758,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,759,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,760,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,761,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,762,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,763,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,764,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,765,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,766,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,767,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,768,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,769,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,770,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,771,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,772,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,773,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,774,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,775,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,776,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,777,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,778,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,779,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,780,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,781,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,782,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,783,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,784,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,785,Formal,MP,ALLAN Steve,KING Dominic,skipped,1,4
PP,Dorrigo Comm. Cntr,786,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,787,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,788,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,789,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,790,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,791,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,792,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,793,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,794,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,795,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,796,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,797,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,798,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,799,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,800,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,801,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,802,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,803,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,804,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,805,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,806,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,807,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,808,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,809,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,810,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,811,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,812,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,813,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,814,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,815,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,816,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,817,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,818,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,819,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,820,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,821,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,822,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,823,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,824,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,825,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,826,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,827,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,828,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,829,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,830,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,831,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,832,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,833,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,834,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,835,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,836,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,837,Formal,MP,ALLAN Steve,WOODWARD Andrew,KING Dominic,1,4
PP,Dorrigo Comm. Cntr,838,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,839,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,840,Formal,MP,ALLAN Steve,skipped,skipped,1,4
PP,Dorrigo Comm. Cntr,841,Formal,MP,ALLAN Steve,KING Dominic,WOODWARD Andrew,1,4
PP,Dorrigo Comm. Cntr,842,Formal,MP,ALLAN Steve,skipped,skipped,1,4
