VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5
PP,Griffith Public,4825,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4826,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4827,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4828,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4829,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4830,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4831,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4832,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4833,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4834,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,4835,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4836,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4837,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4838,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4839,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4840,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4841,Formal,MP,MERCURI Rina,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4842,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4843,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,4844,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug
PP,Griffith Public,4845,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4846,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4847,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4848,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4849,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4850,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4851,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4852,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4853,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4854,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped
PP,Griffith Public,4855,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4856,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4857,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4858,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4859,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4860,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4861,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4862,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4863,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4864,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4865,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4866,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4867,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4868,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4869,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4870,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4871,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4872,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4873,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4874,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4875,Formal,MP,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug,NAPOLI Anne
PP,Griffith Public,4876,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4877,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4878,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4879,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4880,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug,skipped,skipped
PP,Griffith Public,4881,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4882,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina,CURRAN Doug
PP,Griffith Public,4883,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug,MERCURI Rina,NAPOLI Anne
PP,Griffith Public,4884,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4885,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4886,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4887,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug,NAPOLI Anne,MERCURI Rina
PP,Griffith Public,4888,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4889,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4890,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4891,Formal,MP,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino
PP,Griffith Public,4892,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4893,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4894,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4895,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4896,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4897,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug,MERCURI Rina
PP,Griffith Public,4898,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina,CURRAN Doug
PP,Griffith Public,4899,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4900,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4901,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4902,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4903,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4904,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4905,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4906,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4907,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4908,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4909,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4910,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4911,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4912,Formal,MP,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,NAPOLI Anne,MERCURI Rina,CURRAN Doug
PP,Griffith Public,4913,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4914,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4915,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4916,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4917,Formal,MP,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,4918,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4919,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4920,Formal,MP,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped,skipped
PP,Griffith Public,4921,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4922,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4923,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4924,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4925,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,4926,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4927,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4928,Formal,MP,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4929,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4930,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4931,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,4932,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,4933,Formal,MP,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino
PP,Griffith Public,4934,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4935,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4936,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino,MERCURI Rina
PP,Griffith Public,4937,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4938,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4939,Formal,MP,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),skipped,skipped
PP,Griffith Public,4940,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,4941,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4942,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4943,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4944,Formal,MP,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino
PP,Griffith Public,4945,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4946,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,4947,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4948,Formal,MP,NAPOLI Anne,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4949,Formal,MP,NAPOLI Anne,CURRAN Doug,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4950,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4951,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4952,Formal,MP,NAPOLI Anne,CURRAN Doug,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,4953,Formal,MP,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino
PP,Griffith Public,4954,Formal,MP,NAPOLI Anne,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,4955,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4956,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4957,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4958,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4959,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4960,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4961,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4962,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4963,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4964,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4965,Formal,MP,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,ZAPPACOSTA Dino
PP,Griffith Public,4966,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4967,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4968,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4969,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,4970,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4971,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4972,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4973,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped
PP,Griffith Public,4974,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina,ZAPPACOSTA Dino
PP,Griffith Public,4975,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4976,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,4977,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,4978,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4979,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4980,Formal,MP,NAPOLI Anne,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4981,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),MERCURI Rina
PP,Griffith Public,4982,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4983,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4984,Formal,MP,NAPOLI Anne,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,4985,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4986,Formal,MP,NAPOLI Anne,CURRAN Doug,MERCURI Rina,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,4987,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4988,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug
PP,Griffith Public,4989,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,4990,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4991,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4992,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,4993,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4994,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4995,Formal,MP,NAPOLI Anne,CURRAN Doug,skipped,skipped,skipped
PP,Griffith Public,4996,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4997,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),MERCURI Rina,CURRAN Doug
PP,Griffith Public,4998,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,4999,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,5000,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5001,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5002,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,5003,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5004,Formal,MP,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,MERCURI Rina
PP,Griffith Public,5005,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5006,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5007,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5008,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5009,Formal,MP,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped,skipped
PP,Griffith Public,5010,Formal,MP,NAPOLI Anne,MERCURI Rina,skipped,skipped,skipped
PP,Griffith Public,5011,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5012,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5013,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5014,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5015,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5016,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5017,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5018,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5019,Formal,MP,NAPOLI Anne,skipped,skipped,skipped,skipped
PP,Griffith Public,5020,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5021,Formal,MP,MERCURI Rina,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,NAPOLI Anne
PP,Griffith Public,5022,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne
PP,Griffith Public,5023,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5024,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5025,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5026,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5027,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5028,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5029,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5030,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5031,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5032,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5033,Formal,MP,MERCURI Rina,CURRAN Doug,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5034,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,5035,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5036,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5037,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5038,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5039,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5040,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5041,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,skipped,skipped,skipped
PP,Griffith Public,5042,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5043,Formal,MP,MERCURI Rina,NAPOLI Anne,skipped,skipped,skipped
PP,Griffith Public,5044,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5045,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5046,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5047,Formal,MP,MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5048,Formal,MP,MERCURI Rina,CURRAN Doug,ZAPPACOSTA Dino,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5049,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,CURRAN Doug,ZAPPACOSTA Dino
PP,Griffith Public,5050,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,NAPOLI Anne,ZAPPACOSTA Dino
PP,Griffith Public,5051,Formal,MP,MERCURI Rina,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel),ZAPPACOSTA Dino
PP,Griffith Public,5052,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,skipped
PP,Griffith Public,5053,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5054,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5055,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5056,Formal,MP,MERCURI Rina,NAPOLI Anne,ZAPPACOSTA Dino,LA ROCCA Mariacarmina (Carmel),CURRAN Doug
PP,Griffith Public,5057,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5058,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5059,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5060,Formal,MP,MERCURI Rina,ZAPPACOSTA Dino,NAPOLI Anne,CURRAN Doug,LA ROCCA Mariacarmina (Carmel)
PP,Griffith Public,5061,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
PP,Griffith Public,5062,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),skipped,skipped
PP,Griffith Public,5063,Formal,MP,MERCURI Rina,NAPOLI Anne,LA ROCCA Mariacarmina (Carmel),CURRAN Doug,skipped
PP,Griffith Public,5064,Formal,MP,MERCURI Rina,LA ROCCA Mariacarmina (Carmel),NAPOLI Anne,ZAPPACOSTA Dino,CURRAN Doug
PP,Griffith Public,5065,Formal,MP,MERCURI Rina,skipped,skipped,skipped,skipped
